"ID"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"fpt11"	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt12"	0	2.47	4.2	5.28	3.73	0	0	2.87	0	0.02	0	0.02	0.67	0	4.02	2.67	0	1.42	0	3.98	0.01	0	10.8	1.6	1.24	0	0.33	0.11	0	0.04	0.6	4.76	0.67	0.04	0.02	0.18	0.2	0.02	0.31	0	15.25	7.98	0	0.11	0.24	1.16	0	2.42	0	2.4	0.44	1.29	0.91	0.02	0.24	41.83	1.58	0	0.02	0.38	15.22	0.49	0.04	0	0.73	8.17
"fpt13"	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0.02	0	0	0	0.04	0	0	0.07	0	0.02	0	0	0	0.09	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.31	0	0	0	0	0.07	0	0	0	0.49	0.07
"fpt14"	0	4.43	11.58	76.86	6.51	0.11	0.18	8.38	0.33	0.33	0.02	0.31	1.42	0.02	8.69	13.48	0	4.14	0	9.78	0.3	0.02	23.69	2.63	2.4	0.04	0.56	0.2	0.13	0.47	1.31	9.02	1.13	0.04	0.44	2.98	0.38	0.22	2.11	0	22.96	14.03	0	0.18	0.33	20.16	0.02	3.62	0.04	3.65	6.73	1.82	1.67	0.53	0.67	62.51	26.16	0.13	0.07	0.53	28.44	0.96	1.11	0	1.29	14.07
"fpt15"	2.3	4.54	7.71	90.16	2.51	0.67	5.97	6.18	3.1	1.53	1.09	0.27	1.13	0.2	7.67	5.05	0.96	4.49	0.47	9.27	2.92	0.47	17.45	13.42	1.11	5.77	2.98	0.33	2.45	4.25	65.14	6.98	14.25	1.13	1.87	7.13	0.56	3.45	4.4	4.23	12.36	8.38	2	0.42	12.68	3.6	1.29	5.09	1.71	11.06	3.84	4.14	1.8	2.62	0.53	32.73	1.56	0.18	0.44	4.56	13.2	1.33	1.67	1.84	1.27	21.17
"fpt16"	2.3	7.61	11.96	96.84	7.03	0.76	6.15	9.09	3.44	1.8	1.11	0.36	1.87	0.2	12.4	15.17	0.96	5.92	0.47	13.84	3.19	0.49	30.14	15.31	2.73	5.81	3.42	0.42	2.47	4.38	66.18	12.83	15.16	1.18	1.98	9.98	0.78	3.53	4.96	4.23	29.12	17.7	2	0.51	12.96	23.65	1.31	7.85	1.76	13.97	10.22	5.51	2.89	3.11	0.87	81.43	27.22	0.29	0.51	4.98	32.24	2.02	2.78	1.84	1.53	30.85
"fpt17"	2.3	4.54	7.71	90.16	2.51	0.67	5.97	6.18	3.1	1.53	1.09	0.27	1.13	0.2	7.67	5.05	0.96	4.49	0.47	9.27	2.92	0.47	17.45	13.42	1.11	5.77	2.98	0.33	2.45	4.25	65.14	6.98	14.25	1.13	1.87	7.13	0.56	3.45	4.4	4.23	12.36	8.38	2	0.42	12.68	3.6	1.29	5.09	1.71	11.06	3.84	4.14	1.8	2.62	0.53	32.73	1.56	0.18	0.44	4.56	13.2	1.33	1.67	1.84	1.27	21.17
"fpt18"	16.63	7.96	12.31	97.31	7.34	3.54	6.98	9.27	5.78	5.07	2.14	1.67	2.36	0.56	16.18	16.92	2.51	6.18	0.47	17.71	3.22	1.11	34.43	16.8	3.36	8.15	18.3	0.56	14.41	8.78	66.67	22.98	17.05	6.27	13.63	12.16	0.91	7.78	7.67	6.78	31.56	22.82	2.02	2.47	16.77	24.23	2.33	9.21	1.76	18.62	11.16	7.27	7.96	3.16	1.02	81.9	27.29	0.33	3	6.36	35.31	3.18	2.78	2.8	1.58	32.37
"fpt19"	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0.16	0	0.11	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
"fpt20"	0	0.02	0.04	65.35	0	0.02	0.11	0	0.25	0.04	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0.02	0	0	0	0.09	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0.2	0.13	0	0	0	0.02	0.04	0	0	0	0.49	1.09
"fpt21"	0.02	3.11	4.33	93.61	4.54	0.02	0.36	2.91	1.21	0.11	0.04	0.04	0.76	0	4.78	10.16	0.02	1.47	0	4.6	0.02	0.02	12.78	11.37	1.6	0.04	0.44	0.13	0.13	0.42	64.02	5.82	11.85	0.09	0.33	2.87	0.27	0.04	0.58	0.02	16.8	9.36	0.07	0.13	4.54	20.03	0.09	2.89	0.02	4.65	6.38	1.42	1.22	0.49	0.33	54.77	25.69	0.07	0.09	0.49	19.07	0.69	1.13	0.02	0.76	22.22
"fpt22"	0	0.02	0.04	65.35	0	0.02	0.11	0	0.25	0.04	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0.02	0	0	0	0.09	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0.2	0.13	0	0	0	0.02	0.04	0	0	0	0.49	1.09
"fpt23"	0	0.02	0.04	0.04	0	0.02	0.11	0	0.25	0.04	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0.02	0	0	0	0.09	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0.2	0.11	0	0	0	0.02	0.04	0	0	0	0.49	0
"fpt24"	0	0.02	0	0.02	0	0.02	0.09	0	0.18	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt25"	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.07	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.02	0	0	0	0	0.07
"fpt26"	0	0	0	0	0	0	0.11	0	0.13	0.02	0.02	0	0.04	0	0	0.07	0.07	0.04	0.04	0.09	0.09	0.07	0.07	0.04	0.51	0.04	0	0.04	0	0.07	0	0.13	0.09	0.18	0.02	0.11	0	0.16	0.11	0.07	0.07	0.04	0.04	0.09	0	0.02	0.13	0.22	0.02	0.13	0.04	0.11	0.02	0.07	0	0.04	0.04	0	0.16	0.09	0.04	0.04	0.11	0.07	0	0.02
"fpt27"	43.01	56.93	46.2	99.47	73.81	43.24	55.06	47.42	52.7	51.17	56.37	44.91	39.68	92.22	58.38	40.2	56.1	40.08	42.91	51.02	48.05	87.11	55.08	43.99	53.27	45.44	53.75	45.7	36.42	41.83	74.31	41.23	39.83	58.29	38.9	55.55	30.72	48.37	51.34	47.74	67.06	47.03	41.76	51.68	49.88	53.22	46.9	56.17	42.19	52.98	51.29	51	47.08	49.41	35.5	89.15	49.98	35.28	52.84	56.78	60.71	56.01	48.14	47.66	24.36	58.01
"fpt28"	29.71	52.68	44.09	96.64	71.32	34.9	47.39	46.13	48.73	50.14	54.06	42.04	36.91	92.11	56.36	39.49	54.7	36.39	41.42	48.11	46.39	87.04	50.9	42.06	52.18	43.13	38.63	44.52	32.26	40.29	73.8	37.68	37.56	52.29	34.34	53.5	25.94	47.17	50.12	46.08	64.13	44.94	40.22	49.81	48.45	50.87	44.99	53.86	39.26	51.07	47.02	47.8	44.88	46.92	32.74	88.86	47.09	33.35	50.18	55.09	58.73	55.06	47.25	45.72	21.24	56.77
