"ID"	"wolverine_1"	"hamlet_11"	"joans_11"	"ginger_14"	"kubo_14"	"wolverine_14"	"kubo_15"	"ivy_17"	"kubo_17"	"wolverine_17"	"ginger_18"	"hamlet_18"	"ivy_18"	"kubo_18"	"wolverine_18"	"ivy_19"	"ophelia_19"	"wolverine_19"	"ginger_2"	"ginger_20"	"hamlet_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"joans_21"	"korra_21"	"kubo_21"	"hamlet_22"	"henry_22"	"joans_22"	"kubo_22"	"marshmallow_22"	"hamlet_23"	"korra_23"	"ginger_24"	"henry_24"	"ivy_24"	"kubo_24"	"marshmallow_24"	"ophelia_24"	"wolverine_24"	"henry_25"	"kubo_25"	"ginger_29"	"henry_29"	"joans_29"	"korra_29"	"kubo_30"	"hamlet_31"	"ginger_36"	"henry_36"	"kubo_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"henry_42"	"ivy_42"	"ophelia_43"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"hamlet_45"	"henry_45"	"ivy_45"	"joans_45"	"korra_45"	"marshmallow_45"	"ophelia_45"	"charles_46"	"hamlet_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"ginger_47"	"ivy_47"	"marshmallow_47"	"charles_48"	"hamlet_48"	"ivy_48"	"joans_48"	"korra_48"	"kubo_48"	"marshmallow_48"	"ophelia_48"	"wolverine_48"	"charles_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"kubo_49"	"marshmallow_49"	"ophelia_49"	"wolverine_49"	"charles_50"	"ginger_50"	"ivy_50"	"joans_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"charles_51"	"joans_51"	"charles_52"	"ginger_52"	"kubo_52"	"marshmallow_52"	"kubo_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"ophelia_55"	"joans_56"	"joans_57"	"ophelia_57"	"wolverine_57"	"ginger_58"	"wolverine_58"	"hamlet_59"	"henry_59"	"ophelia_59"	"korra_6"	"joans_60"	"marshmallow_60"	"wolverine_60"	"joans_62"	"henry_66"	"hamlet_67"	"ivy_67"	"ginger_7"	"charles_9"	"henry_9"	"ivy_9"	"korra_9"
"fpt11"	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.02	0	0	0	0	0	0	0	0	0.58	0	0.02	0	0.1	0	0	0	0	15.49	0	0.02	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0.02	0	0	0	0	0.01	0	0.07	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt12"	0	0.13	4.32	0.04	23.53	0	4.33	4.2	2.16	0	0	0.02	0	0.2	0	0	0.04	0	30.88	0.02	1.56	9.15	2.31	0.69	0.02	8.05	2.23	6.65	4.02	2.67	1.85	0	0.24	12.5	0	3.98	0.01	6.82	0	0	0	10.81	0.07	0.02	3.6	0	17.71	1.25	0.11	2.22	0.58	0.89	34.39	0	0.42	3.94	0.02	10.12	0	0	1.6	0	0.67	0	0.27	0	0	0.2	0	4.76	0	0.67	0	0.02	0	0	0.16	3.25	0	9.98	0.07	0.02	0	0.69	7.99	0	8.16	0.24	1.16	0.04	0.02	0.07	0.96	0	0	2.16	2.4	0.44	0.07	0.02	0	0	0.91	0.02	41.82	1.58	0.02	0	0.02	0	15.23	5.42	0.04	0	0.04	0	0	8.17	0	2.16	0.78	2.53	0	1	1.69	0.02	7.39	0.08	1.24	6.12	0.2	0.27	0.04	0.16	7.01	32.02	21.99	17.55	9.19	0.56
"fpt13"	0	0	0	0.04	0.09	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.04	0.02	0	0.02	0	0	0	0.02	0	0	0	0	0.09	0	0.09	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0.31	0.04	0	0	0.11	0	0	0	0	0.07	0.58	0	0.02	0	0.1	0	0	0	0	15.49	0	0.02	0	0.02	0	0	0	0	0	0.04	0	0.02	0.13	0	0	0	0.04	0	0.02	0	0	0.04	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0.07	0.02	0	0	0	0.01	0	0.07	0	0	0	0	0	0	0.07	0	0	0	0	0.02	0	0.02	0	0	0.11	0.12	0.51	0.09	0.02	0
"fpt14"	0	0.4	7.84	0.16	49.42	0.02	9.8	11.56	4.69	0.02	0.13	0.18	0.18	0.42	0	0.31	0.16	0.02	56.87	0.33	26.78	20.68	35.12	9.05	0.31	18.72	5.01	69.96	8.69	13.48	3.98	0	1.2	28.57	0	9.78	0.29	14.36	0.02	0.4	0.04	23.66	0.13	0.04	8.42	0	40.91	2.58	1.27	5.09	1.27	1.6	55.27	0.31	3.46	9.55	0.02	22.57	0.62	0.04	2.65	0	1.66	0	0.56	0.13	0.02	15.95	0	9.02	0	1.13	0	0.44	0	0	0.29	7.01	0.04	18.57	0.24	0.22	0.11	1.74	14.02	0	14.12	0.38	20.17	0.13	0.04	0.27	2.62	0.07	0.04	3.89	3.65	6.73	0.13	0.04	0	0	1.67	0.53	62.47	26.15	0.33	0	0.07	0.02	28.45	9.98	1.09	0	0.27	0.02	0.04	14.07	0	27.23	1.67	42.41	0.04	20.13	4.16	0.24	12.61	0.32	7.11	28.71	4.78	0.8	0.24	0.33	13.73	57.42	41.55	31.25	15.57	1.2
"fpt15"	2.29	1.82	3.21	0.6	20.07	9.84	5.96	7.72	3.6	1.4	0.67	0.98	5.96	2.56	2.42	3.15	3.13	6.32	23.23	1.53	1.47	10.33	4.18	1.02	0.29	9.42	4.21	4.65	7.65	5.07	3.73	0.93	1.85	13.74	0.47	9.27	2.93	6.98	0.47	5.47	2.6	17.41	1.93	1.64	7.6	0.62	17.36	1.98	3.67	5.18	2.45	2.62	23.98	2.38	4.77	4.28	2.76	17.52	2.38	6.9	13.45	1.91	1.36	0.42	0.82	2.42	1.31	1.6	0.4	6.96	0.27	14.25	0.91	1.85	0.45	0.44	0.47	4.89	0.91	8.58	17.03	3.45	1.71	1.76	8.36	2	6.38	12.68	3.6	52.26	0.44	1.73	2.6	0.42	1.73	2	11.06	3.85	10.94	0.89	0.44	0.8	1.8	2.63	32.73	1.56	7.12	0.73	3.98	1.29	13.2	7.98	1.69	0.18	1.78	1.09	2.49	21.19	0.29	0.89	8.64	1.56	0.91	1.29	6.54	0.64	28.64	2.77	1.65	28.98	3.85	0.38	4	5.2	7.5	23.06	19.98	12.55	11.81	3.85
"fpt16"	2.29	2.02	8.33	0.69	54.53	9.87	12.76	11.94	6.91	1.42	0.78	1.13	6.13	2.89	2.42	3.46	3.22	6.34	60.16	1.8	27.7	23.58	38.72	9.96	0.38	22.34	7.77	70.74	12.38	15.19	6.36	0.93	2.49	33.31	0.47	13.84	3.19	16.96	0.49	5.85	2.62	30.11	2.02	1.67	11.78	0.62	46.11	3.76	4.76	7.8	3.14	3.69	66.1	2.69	5.7	10.06	2.79	29.09	2.96	6.92	15.34	1.91	2.18	0.42	1.18	2.45	1.33	17.29	0.4	12.83	0.27	15.16	0.91	1.96	0.45	0.44	0.69	8.79	0.96	20.61	17.23	3.53	1.78	2.89	17.69	2	15.88	12.99	23.66	52.35	0.47	1.87	3.53	0.49	1.78	4.49	13.97	10.22	11.05	0.91	0.44	0.8	2.89	3.12	81.41	27.22	7.3	0.73	4.03	1.31	32.25	14.49	2.78	0.18	1.96	1.11	2.51	30.85	0.29	27.49	9.93	43.68	0.96	21.33	9.29	0.8	37.55	3.03	7.4	38.66	8.12	0.89	4.2	5.4	16.69	62.14	46.58	33.99	22.75	4.69
"fpt17"	2.29	1.82	3.21	0.6	20.07	9.84	5.96	7.72	3.6	1.4	0.67	0.98	5.96	2.56	2.42	3.15	3.13	6.32	23.23	1.53	1.47	10.33	4.18	1.02	0.29	9.42	4.21	4.65	7.65	5.07	3.73	0.93	1.85	13.74	0.47	9.27	2.93	6.98	0.47	5.47	2.6	17.41	1.93	1.64	7.6	0.62	17.36	1.98	3.67	5.18	2.45	2.62	23.98	2.38	4.77	4.28	2.76	17.52	2.38	6.9	13.45	1.91	1.36	0.42	0.82	2.42	1.31	1.6	0.4	6.96	0.27	14.25	0.91	1.85	0.45	0.44	0.47	4.89	0.91	8.58	17.03	3.45	1.71	1.76	8.36	2	6.38	12.68	3.6	52.26	0.44	1.73	2.6	0.42	1.73	2	11.06	3.85	10.94	0.89	0.44	0.8	1.8	2.63	32.73	1.56	7.12	0.73	3.98	1.29	13.2	7.98	1.69	0.18	1.78	1.09	2.49	21.19	0.29	0.89	8.64	1.56	0.91	1.29	6.54	0.64	28.64	2.77	1.65	28.98	3.85	0.38	4	5.2	7.5	23.06	19.98	12.55	11.81	3.85
"fpt18"	2.29	2.58	9.73	0.73	55.62	10.36	14.2	12.27	8.96	1.42	3.54	4.07	6.96	5.83	2.42	5.78	8.78	7.34	61.09	5.05	29.01	25.45	41.93	13.05	1.69	24.18	9.35	71.99	16.16	16.93	9.12	2.49	5.09	35.05	0.47	17.71	3.22	17.98	1.11	8.69	2.71	34.4	6.85	1.67	16.56	1	46.91	4.96	7.82	7.8	6.16	3.73	66.86	3.02	7.55	10.68	31.34	34.02	2.98	6.98	16.83	1.91	2.74	3.49	2.65	14.39	1.36	17.31	4	22.98	1	17.03	2.2	13.61	0.47	2.56	1.87	8.88	0.98	22.01	19.53	7.78	2.45	6.66	22.78	2.02	16.72	16.79	24.22	53.51	0.47	4.58	3.56	3.14	1.78	5.98	18.64	11.16	14.57	0.93	0.98	4.45	7.94	3.16	81.88	27.28	13.47	6.49	12.53	1.31	35.32	18.39	2.78	0.47	6.05	1.15	2.87	32.37	2.67	28.45	18.91	43.77	1.02	21.38	13.85	5.73	45.43	6.41	8.09	39.39	8.83	1.76	10.12	18.58	16.71	62.33	47.63	34.04	22.93	10.71
"fpt19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0.2	0	0	0.4	0	0	0	0.04	0.02	0.49	0	0	0.27	0.2	0.02	0	0	0	0	0	0	0	0
"fpt20"	0	0	0	0	0.09	0.02	0	0.04	0	0	0.02	0	0.11	0	0	0.22	0	0.02	0.07	0.02	0	0.04	0	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0.09	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0.02	0.02	0	0	0.11	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.04	0	0	0.09	0.07	0.02	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0.04	0.09	0	0	0	0	0.02	1.09	0	0	0	0	0	0	0	0.04	0.09	0.11	0	0.02	0.02	0.02	0	0	0.11	0.16	0.04	0.1	0.02	0
"fpt21"	0	0.2	5.1	0.09	34.58	0.07	6.91	4.29	3.38	0	0.02	0.16	0.38	0.33	0.02	1.23	0.07	0.04	37.02	0.07	26.23	13.49	34.52	8.94	0.04	12.87	3.67	66.1	4.8	10.19	2.62	0.04	0.53	19.68	0	4.6	0.02	10.05	0.02	0.36	0.02	12.79	0.11	0.04	4.2	0	28.76	1.94	2.42	2.6	0.69	1.07	42.33	0.31	1.78	5.83	0.02	11.61	0.04	0.04	11.36	0.02	0.76	0.02	0.4	0.13	0	0.82	0	5.82	0	11.83	0	0.31	0.09	0	0.18	3.89	0.04	12.1	0.07	0.04	0.4	1.38	9.32	0.07	9.56	4.56	20.04	0.07	0.07	0.16	0.96	0.02	0.02	2.47	4.63	6.38	0.07	0.07	0.04	0	1.2	0.49	54.76	25.66	0.02	0	0.02	0.02	19.07	8.71	1.13	0	0.04	0.02	0.42	22.22	0.02	26.61	1.36	42.14	0.04	20.02	2.76	0.36	28.35	0.38	5.76	10.48	6.01	0.53	0.09	0.22	9.32	39.27	26.09	21.54	11.01	0.89
"fpt22"	0	0	0	0	0.09	0.02	0	0.04	0	0	0.02	0	0.11	0	0	0.22	0	0.02	0.07	0.02	0	0.04	0	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0.09	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0.02	0.02	0	0	0.11	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.04	0	0	0.09	0.07	0.02	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0.04	0.09	0	0	0	0	0.02	1.09	0	0	0	0	0	0	0	0.04	0.09	0.11	0	0.02	0.02	0.02	0	0	0.11	0.16	0.04	0.1	0.02	0
"fpt23"	0	0	0	0	0.09	0.02	0	0.04	0	0	0.02	0	0.11	0	0	0.22	0	0.02	0.04	0.02	0	0.04	0	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0.09	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0.02	0	0	0.11	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0.09	0.07	0.02	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0.04	0.04	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.11	0	0.02	0	0.02	0	0	0.11	0.16	0.04	0.1	0.02	0
"fpt24"	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0.09	0	0	0.18	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0.03	0	0.01	0	0
"fpt25"	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.02	0	0	0	0	0	0	0	0	0.58	0	0.02	0	0.1	0	0	0	0	15.49	0	0.02	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0.02	0	0	0	0	0.01	0	0.07	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt26"	0.02	0.04	0.04	0.07	0	0.09	0.02	0	0.02	0.07	0	0	0.11	0.02	0.04	0.13	0	0.09	0	0.02	0.07	0.13	0.07	0.07	0	0.13	0.04	0	0	0.07	0.02	0.07	0	0.07	0.04	0.09	0.09	0.04	0.07	0.04	0.02	0.07	0	0	0.02	0.02	0	0.02	0.07	0.07	0.07	0.09	0	0.07	0.16	0.1	0	0.07	0.02	0.09	0.04	0	0.1	0.02	0.07	0	0	0.02	0.02	0.13	0.07	0.09	0.02	0.02	0.07	0.07	0.11	0	0	0.09	0.04	0.16	0.22	0.11	0.04	0.04	0.09	0	0.02	0	0.04	0.04	0.02	0	0.02	0.16	0.13	0.04	0.04	0.02	0.18	0	0.02	0.07	0.04	0.04	0.04	0.02	0.04	0	0.04	0.04	0.11	0	0	0.03	0.18	0.04	0	0	0.09	0.02	0.09	0.02	0.07	0.02	0.07	0.11	0.02	0.02	0.07	0	0.02	0	0.02	0.01	0	0	0.09	0.09
