"ID"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"njc11"	0	0	0	0.71	0.02	0	0	0	0	0	0.02	0.07	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0.02	0	0	0	0	0	0	0	0
"njc12"	0	0	0	0.07	0	0.02	0.13	0.04	0.38	0	0.02	0.22	0	0.02	0.02	0.02	0.04	0.16	0	0	0.12	0.02	0.11	0.22	0	0	0.02	0.02	0	0.02	0.11	0	0.18	0	0	0	0.04	0.04	0.02	0	0	0	0.11	0	0.11	0.04	0	0	0.29	0.09	0.13	0	0	0.18	0.07	0.18	0.09	0.02	0	0	0	0	0.22	0	0.07	0.04
"njc13"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc14"	0.09	2.83	5.2	6.7	3.76	0.36	5.86	4.4	2.21	0.58	0.02	0.04	1.67	0.18	5.84	4.65	0.29	3.8	1.13	5.44	1.41	0.2	12.67	2.02	1.42	6.17	2.65	0.6	1.09	1.49	1.07	7.71	1.42	0.82	0.67	8.4	1.36	1.29	1.73	4.23	15.58	9.52	1.91	0.49	1.62	4.36	1.69	2.51	1.27	4.14	2.62	1.33	2.33	1.93	0.51	45.16	3.47	0.27	0.38	0.4	17.64	0.93	1.31	2	1.78	9.11
"njc15"	0	0	0.04	1.29	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc16"	0	0.02	0.02	0	0	0	0.02	0	0.09	0	0	0.02	0.07	0	0.02	0.02	0	0.02	0	0.04	0.23	0.04	0	0	0.02	0.09	0	0.02	0.02	0.04	0.02	0.02	0.04	0.04	0	0.07	0	0.02	0	0.04	0.02	0.02	0.04	0	0.07	0	0	0.16	0.02	0.02	0.04	0.02	0.02	0.09	0.02	0	0	0	0	0.04	0.02	0	0.07	0.04	0.02	0.02
"njc17"	0	0.16	0.04	0.09	0	0	0.09	0.24	0	0	0	0	0.04	0	0	0	0	0.4	0	0	0.03	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0
"njc18"	2.27	2.22	0.22	0.11	0	0.62	2.67	0.49	1.32	1.29	0.56	0	0.2	0.04	1.82	0.58	0.87	1	0.4	2.18	1.09	0.2	1.96	1.51	0.16	4.74	2.58	0.09	1.49	1.98	0.67	3.09	1.69	1.07	0.89	5.85	0.18	1.91	1.51	3.22	2.38	2.51	1.31	0.27	5.51	2.6	1.11	3.42	1.09	6.19	2.24	3.31	1.13	1.85	0.02	1.02	0.78	0.09	0.42	4.27	1.58	0.47	0.78	1.44	0.13	1.71
"njc19"	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc20"	0	0	0.02	0	0	0	0.02	0	0.02	0.04	0	0.02	0.07	0	0	0	0	0	0	0	0.1	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0.07	0	0	0.04	0.02	0	0	0.09	0	0.02	0.07	0.02	0.04	0	0	0.09	0	0.04	0	0.04	0	0.04	0.02	0	0	0	0	0.02	0.02	0	0.02	0	0	0.02
"njc21"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc22"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc23"	0.02	0.18	0.04	0.09	0	0	0.22	0.24	0.07	0	0	0	0.04	0	0	0	0	0.49	0	0	0.09	0.02	0	0.02	0	0.87	0	0.04	0.02	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0.02	0.02	0.02	0	0.02	0.09	0	0.09	0.33	0	0
"njc24"	0.04	13.73	0.22	0.09	0.04	0.71	8.25	0.69	5.18	1.51	19.35	1.27	0.73	0.09	1.22	2.07	0.13	0.93	0.51	1.24	8.18	0.27	0.84	0.85	0.51	3.34	0.04	2.51	1.02	1.27	0.33	0.24	0.91	1.58	0.22	2.29	3	0.42	0.27	2.13	0.24	0.29	3.04	0.42	0.93	0.62	1.29	0.76	0.8	0.27	1.36	0.44	0.11	1.02	0.78	0.24	0.96	0.51	0.27	0.29	0.24	0.84	1.85	1.56	0.67	0.71
"njc25"	0	0	0.04	65.3	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.13	0	0	0	0	0.04	0	0	0	0.49	1.09
"njc26"	4.41	17.4	13.98	1.47	24.21	28.94	16.03	21.77	18.2	16.7	20.67	41.06	20.1	1.73	14.24	31.04	23.36	21.37	20.76	23.53	18.92	3.49	23.41	27.41	21.54	37.18	6.23	21.78	14.61	16.46	10.55	18.72	33.83	7.14	18.25	30.9	30.86	16.23	14.89	30.35	13.47	21.44	21.78	22.56	16.74	34.53	26.64	13.43	24.09	13.86	31.09	13.69	20.09	20.12	30.89	4.18	40.66	32.99	22.22	16.49	13.16	24.78	19.42	27.78	17.98	21.53
"njc27"	0	0.02	0.02	0	0	0	0.11	0	0.22	0.02	0.02	0.02	0.11	0	0.02	0.09	0.07	0.07	0.04	0.13	0.32	0.11	0.07	0.04	0.11	0.13	0	0.07	0.02	0.11	0.02	0.16	0.11	0.2	0.02	0.16	0	0.18	0.11	0.11	0.09	0.07	0.09	0.04	0.07	0.02	0.11	0.36	0.04	0.16	0.09	0.13	0.04	0.13	0.02	0.04	0.04	0	0.13	0.13	0.07	0.04	0.18	0.11	0.02	0.04
"njc28"	0	0.16	0.09	0.16	0	0.02	0.22	0.29	0.38	0	0.02	0.22	0.04	0.02	0.04	0.02	0.04	0.58	0	0.09	0.16	0.02	0.2	0.22	0	0.69	0.02	0.07	0	0.02	0.11	0	0.18	0	0	0.51	0.13	0.04	0.02	0.38	0	0.02	0.38	0.02	0.11	0.09	0.04	0	0.33	0.09	0.13	0	0	0.36	0.27	0.29	0.09	0.02	0	0	0.09	0	0.31	0.22	0.56	0.04
"njc29"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc30"	0	0.16	0.09	0.16	0	0.02	0.22	0.29	0.38	0	0.02	0.22	0.04	0.02	0.04	0.02	0.04	0.58	0	0.09	0.16	0.02	0.2	0.22	0	0.69	0.02	0.07	0	0.02	0.11	0	0.18	0	0	0.51	0.13	0.04	0.02	0.38	0	0.02	0.38	0.02	0.11	0.09	0.04	0	0.33	0.09	0.13	0	0	0.36	0.27	0.29	0.09	0.02	0	0	0.09	0	0.31	0.22	0.56	0.04
"njc31"	0	0	0.02	0.02	0	0.02	0.02	0	0.02	0.04	0	0.24	0.07	0	0	0	0	0	0	0	0.1	0.02	0	0	0	0.02	0	0.02	0	0.02	0	0	0.07	0	0	0.04	0.02	0	0	0.09	0	0.02	0.07	0.02	0.04	0	0	0.09	0	0.04	0	0.04	0	0.04	0.02	0	0	0	0	0.02	0.02	0	0.02	0	0.04	0.02
"njc32"	0	0	0	0	0	0	0.04	0	0.04	0.07	0	0.02	0	0	0	0	0	0	0	0	0.16	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.04	0.02	0	0	0	0	0	0.02	0.02
"njc33"	0.02	0.18	0.04	0.09	0	0	0.22	0.24	0.07	0	0	0	0.04	0	0	0	0	0.49	0	0	0.09	0.02	0	0.02	0	0.87	0	0.04	0.02	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0.02	0.02	0.02	0	0.02	0.09	0	0.09	0.33	0	0
"njc34"	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc35"	0.04	2.83	0.07	0.18	0.02	0.02	10.1	0.27	4.29	0.2	0.98	0	0.09	0.09	0.18	0.62	0.13	0.78	0.11	0.2	2.51	0.31	0.16	1.8	0.09	3.05	0.2	0.18	1.91	4.07	0.71	0.13	1.62	0.16	0.64	3.36	0.31	2.71	2.62	2.42	0.18	0.09	1.98	0.04	6.96	0.89	0.4	0.29	0.73	7.74	0.71	0.13	0.04	0.73	0.2	1.07	0.24	0.09	0.13	0.16	0.49	0.58	0.96	1.27	0.13	1.63
"njc36"	0.04	4.23	7.42	6.5	2.02	0.11	10.34	5.82	4.94	0.47	1	0.42	0.98	0.18	4.2	4.16	0.18	3.71	0.13	5.51	3.46	0.56	11.27	2.8	1.04	3.19	0.36	0.4	2.09	4.6	1.09	3.36	2.18	0.27	0.96	3.6	0.6	2.98	4.25	2.62	6.45	4.83	2.24	0.18	7.27	1.09	0.4	1.62	1.07	8.68	1.36	0.69	0.73	1.18	0.8	15.08	0.85	0.29	0.2	0.31	9.96	0.87	1.27	1.29	1.27	5.16
"njc37"	4.19	17.89	13.91	3.05	24.88	28.51	16.54	21.7	18.36	16.17	20.49	41.11	19.99	1.73	14.6	31.13	23.32	21.35	20.72	23.44	18.38	3.44	24.03	27.39	21.3	37.38	6.16	21.72	13.14	13.96	10.57	19.4	33.65	7	17.65	31.34	30.86	16.11	14.8	30.75	14.65	22.62	21.87	22.49	15.59	34.04	26.51	13.65	23.87	13.6	30.53	13.72	20.23	19.57	30.78	7.12	40.39	32.93	22.18	16.49	15.73	23.09	18.13	28.18	17.89	21.35
"njc38"	2.18	17.98	13.73	0.22	24.19	28.27	24.1	21.52	21.39	15.48	21	41.06	19.92	1.78	12.51	30.98	22.47	21.04	20.41	21.33	20.11	3.49	21.34	27.59	21.3	35.73	3.67	21.69	14.92	18.17	10.57	15.63	33.52	6.07	17.89	28.56	30.86	16.69	15.69	29.71	11.18	18.88	22.36	22.27	17.95	32.9	25.77	10.01	23.62	15.09	29.53	10.36	18.96	18.72	30.78	4.16	40.04	32.93	21.8	12.24	11.8	24.81	19.07	27.92	17.89	21.22
"njc39"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc40"	0.31	0.36	1.04	0.13	0.02	0.78	5.53	1.58	2.43	1.22	0.24	0.07	1.24	0.18	2.11	1.13	0.42	2.51	1.22	2.27	2.41	0.47	2.51	0.6	0.82	6.19	2.38	0.64	2.69	4.09	0.42	3.25	1.11	1.11	1.22	7.8	1.24	1.78	1.58	4.02	0.2	1.62	2.07	0.47	2.69	2.56	1.82	0.6	1.58	2.09	2.09	0.22	1.49	2.6	0.45	0.82	0.58	0.36	0.56	0.22	2.49	2.02	2.36	1.73	1.16	1.6
"njc41"	0.02	0.2	0.09	0.09	0	0	2.36	0.24	0.67	0	0	0	0.09	0	0.02	0.07	0	0.51	0	0.09	0.56	0.04	0.09	0.02	0.09	0.91	0	0.13	0.07	0.2	0	0	0.09	0	0.02	0.93	0.18	0.07	0.16	0.85	0.09	0.02	0.33	0.02	0.09	0.11	0.11	0.13	0.04	0.02	0.11	0.07	0	0.27	0.22	0.13	0.04	0.02	0	0.02	0.13	0.02	0.09	0.42	0.51	0.02
"njc42"	0	0	0.04	1.29	0.02	0.02	0	0	0.02	0.04	0	0	0	0	0.02	0	0	0.02	0	0.09	0.07	0	0.09	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0.29	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc43"	0.02	0.2	0.04	0.09	0	0	2.36	0.24	0.67	0	0	0	0.04	0	0	0.04	0	0.49	0	0	0.51	0.02	0	0.02	0	0.89	0	0.04	0.04	0.13	0	0	0.04	0	0.02	0.91	0.07	0.07	0.13	0.76	0.09	0	0.31	0	0.09	0.11	0.11	0.02	0.04	0.02	0.07	0.02	0	0.18	0	0.02	0.02	0.02	0	0.02	0.09	0.02	0.09	0.42	0	0
"njc44"	4.46	18.02	14.13	2.34	24.9	29.11	16.99	21.9	18.74	16.92	20.69	41.08	20.32	1.76	15.09	31.29	23.45	21.64	20.9	24.6	19.15	3.56	25.09	27.53	22.21	38	6.27	21.87	14.7	16.57	10.69	19.87	33.92	7.2	18.34	31.7	31.04	16.31	14.94	31.38	14.71	22.99	22	22.94	16.83	34.93	27.55	13.9	24.18	13.97	31.38	14.03	20.34	20.41	31.23	7.36	40.86	33.24	22.49	16.73	15.91	24.83	19.58	28.5	18.47	22.33
"njc45"	0.02	0.2	0.09	0.09	0	0	2.36	0.24	0.67	0	0	0	0.13	0	0.02	0.07	0	0.51	0	0.09	0.56	0.04	0.09	0.02	0.11	0.91	0	0.13	0.07	0.2	0	0	0.09	0	0.02	0.93	0.18	0.07	0.16	0.85	0.09	0.02	0.33	0.02	0.09	0.11	0.13	0.16	0.04	0.02	0.11	0.07	0	0.27	0.22	0.13	0.04	0.02	0	0.02	0.13	0.02	0.11	0.42	0.51	0.02
"njc46"	0	0.16	0.04	0.09	0	0	0.09	0.24	0	0	0	0	0.04	0	0	0	0	0.4	0	0	0.03	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0
"njc47"	3.45	14.59	11.4	1.65	24.88	22.71	13.29	18.67	15.61	12.7	16.84	38.88	12.96	1.31	12.6	22.79	17.58	16.55	17.19	19.38	13.48	1.96	19.56	24.25	12.74	30.3	5.54	12.38	10.03	7.94	7.77	15.47	23.65	4.89	13.78	24.67	19.05	11.85	10.62	24.48	11.45	17.99	15.87	13.78	8.89	31.59	23.28	8.89	19.46	7.3	25.04	9.03	15.2	12.85	18.27	6	36.25	23.66	17	13.49	12.76	18.76	13.1	25.01	14.71	15.61
"njc48"	4.41	17.91	13.96	1.05	24.88	28.87	16.9	21.77	18.6	16.7	20.65	41.08	20.1	1.73	14.89	31.24	23.34	21.4	20.76	24.04	18.88	3.51	24.81	27.5	21.72	37.65	6.2	21.74	14.65	16.43	10.66	19.63	33.85	7.14	18.27	31.5	30.81	16.4	15.03	30.93	14.65	22.68	21.93	22.56	16.72	34.68	26.57	13.72	24.09	13.97	31.11	13.74	20.25	19.99	30.76	7.23	40.64	32.97	22.22	16.53	15.8	24.76	19.09	28.3	17.93	22.28
"njc49"	0	0.16	0.04	0.09	0	0	0.09	0.24	0	0	0	0	0.04	0	0	0	0	0.42	0	0	0.03	0	0	0	0.02	0.71	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0.02	0	0.02	0	0.18	0.02	0	0	0	0	0	0.04	0	0.09	0.22	0	0
"njc50"	0.25	0.27	0.11	0.82	0.02	0.38	1.56	0.33	0.69	0.56	0.2	0.09	0.16	0	0.33	0.11	0.04	0.58	0.04	0.6	0.71	0.13	0.82	0.2	0.42	1.65	0.07	0.09	1.58	2.58	0.07	0.22	0.29	0.13	0.58	1.49	0.09	0.36	0.31	1.27	0.11	0.09	0.64	0.04	1.29	1.07	0.22	0.09	0.31	0.53	0.78	0.04	0.02	0.64	0.11	0.16	0.33	0.09	0.04	0.09	0.29	1.69	1.02	0.82	0.07	1.02
"njc51"	3.45	17.15	15.64	6.95	28.68	22.64	13.26	21.59	15.5	12.59	16.84	38.88	13.76	1.31	16.67	32.71	17.6	17.97	17.19	23.22	13.39	1.98	30.72	26.03	14.01	30.3	5.94	12.45	10.05	8.05	8.48	20.36	24.47	4.94	13.85	27.56	19.14	11.89	11.18	24.57	27.03	26	15.98	13.89	9.25	51.6	23.3	11.5	19.46	10.19	31.42	10.4	16.14	13.36	18.23	51.46	61.92	23.58	16.98	13.91	29.2	19.4	14.19	25.01	14.93	24.22
"njc52"	0	0	0	0.71	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc53"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc54"	4.19	17.89	13.91	2.34	24.86	28.49	16.54	21.7	18.29	16.12	20.47	41.02	19.99	1.73	14.6	31.13	23.32	21.35	20.72	23.4	18.34	3.42	24.03	27.39	21.3	37.38	6.16	21.69	13.14	13.96	10.57	19.38	33.65	7	17.65	31.34	30.77	16.09	14.8	30.75	14.65	22.59	21.87	22.49	15.59	34.02	26.51	13.65	23.84	13.6	30.53	13.72	20.23	19.55	30.63	7.12	40.39	32.88	22.16	16.49	15.73	23.07	18.11	28.18	17.89	21.35
"njc55"	0	0.16	0.04	0.16	0	0.02	0.22	0.29	0.38	0	0.02	0.22	0.04	0.02	0.02	0.02	0.04	0.56	0	0	0.16	0.02	0.11	0.22	0	0.69	0.02	0.02	0	0.02	0.11	0	0.18	0	0	0.51	0.04	0.04	0.02	0.38	0	0	0.38	0	0.11	0.09	0.04	0	0.33	0.09	0.13	0	0	0.36	0.07	0.18	0.09	0.02	0	0	0.04	0	0.31	0.22	0.07	0.04
"njc56"	0.09	0.93	0.98	0.18	0	0.38	4.26	1.58	2.26	0.62	0.53	0.27	1.16	0.31	1.91	1.07	0.33	2.67	1.18	1.58	1.62	0.44	1.76	0.91	0.33	6.66	2.42	0.6	1.33	1.71	0.58	2.89	1.18	0.87	0.64	8.47	1.31	1.58	1.42	4.31	0.02	1.47	2.22	0.4	2.29	2.27	1.69	0.44	1.71	2.18	1.93	0.11	1.44	2.42	0.42	0.87	0.44	0.29	0.38	0.07	2.36	0.38	1.65	1.93	1.2	0.85
"njc57"	0.02	0.18	0.09	0.11	0	0.02	0.22	0.24	0.07	0	0	0.22	0.04	0	0.02	0	0	0.51	0	0.09	0.09	0.02	0.09	0.02	0	0.87	0	0.11	0.02	0.07	0	0	0.02	0	0	0.87	0.16	0.02	0.07	0.64	0.09	0.02	0.29	0.02	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0.2	0.13	0.02	0.02	0	0.02	0.13	0	0.09	0.33	0.53	0
"njc58"	0.22	1.54	7.49	5.72	2.05	0.51	0.69	5.82	0.83	0.93	0.22	0.4	0.98	0.04	4.29	3.58	0.11	3.29	0.04	5.98	1.16	0.16	12.02	1.09	1.4	1.02	0.24	0.2	1.58	2.98	0.4	3.45	0.69	0.18	0.96	0.78	0.38	0.38	1.71	0.58	6.25	4.87	0.56	0.2	1.45	1.04	0.24	1.11	0.62	1.29	1.22	0.51	0.6	1.09	0.8	14.12	0.89	0.24	0.11	0.18	9.53	2	1.71	0.27	1.16	4.36
"njc59"	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc60"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc61"	0	0	0.04	1.29	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
