"Taxa"	"ivy_17"	"korra_20"	"ophelia_20"	"kubo_21"	"franc_22"	"grogu_22"	"hamlet_23"	"franc_24"	"hera_24"	"ivy_24"	"kubo_24"	"ophelia_24"	"henry_25"	"kubo_25"	"ginger_44"	"iris_44"	"henry_45"	"korra_45"	"hamlet_46"	"joans_46"	"ginger_47"	"marshmallow_47"	"charles_48"	"grogu_48"	"henry_48"	"hera_48"	"kubo_48"	"kubo_49"	"franc_50"	"kubo_52"	"kubo_53"	"marshmallow_53"	"ginger_55"	"ophelia_55"	"buddy_56"
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera micronuciformis"	0.00075	5e-04	0.00025	5e-04	0.002	0.00025	0	0.0025	0.00025	0.00175	0.002	0.00025	5e-04	0	0.00475	0.003	0.00375	0.002	0.00075	0.001	0.0055	0.00125	0	0.00025	0.00175	0.00025	5e-04	5e-04	0.002	0.00075	0.00125	0	0.00275	0.00025	0.00075
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides salyersiae"	0	0	0.002	0	0	0	0.0055	0	0.00025	0.00775	0	0.001	0	5e-04	0	0	0	0	0.00175	0	0	0	0	0	0	0.01025	0.005	0.00125	0	0.00025	0.00225	0	0	0.00575	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena contorta"	0.00675	0.00025	0.004	0.00025	0.003	5e-04	0	0.00725	0.00025	0	0.002	0.00575	0	0	0	0.00225	0	0.00025	5e-04	0	0	0	0	0	0	0.00125	5e-04	0.00025	0.001	0.001	0.00075	0.00025	0	0.0035	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena absiana"	0.005	5e-04	0.002	0.001	0.00375	0	0	0.0055	0.00025	0	0.002	0.00575	0	0.00025	0	0.0025	0	0.00075	5e-04	0	0	0	0	0.00025	0	0.00125	0.001	0.00025	0.00075	0.001	0.00025	0.00025	0.00025	0.00225	0.00075
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella intestinihominis"	0.00025	0.00025	0.00375	0.00375	0.00025	0	5e-04	0.00025	0.001	0	0.001	0.00925	0	0.00425	0	0.001	0.00025	5e-04	0.00025	0	0	0.00025	0.00075	0	0	5e-04	0.00175	0.00075	0.00025	0.0035	0.001	0	0	0.00125	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus pullicaecorum"	0.00225	0	0	0.00025	0.00325	0.00025	0.0045	0.00675	0.00025	0.00475	0	0	0	0	0	0.0015	0	0.00025	0.00025	0	0	0.00125	0.003	0.00075	0	0.00325	0.001	0.00075	0	0.00025	5e-04	5e-04	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus niger"	0.00025	5e-04	0.00725	0.004	0.0025	0	0.00025	0.00125	0.00025	0.0015	0.00075	0.00425	0	0.00075	0	0	0	0	0.00075	0.00025	0	5e-04	0	0	0	0.004	0.00075	0.00175	0	5e-04	0.00075	0	0	0.0015	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio|s__Succinivibrio dextrinosolvens"	0	0	0	0.00025	0	0.00225	0	0	0	0	0	0	0	0.00425	0	0	0	0	0	0.01125	0	0.003	0	0.003	0	0	0	0	0	0	0	0.001	0	0	0.00925
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum intestinale"	0.0015	0.001	0.0015	0.00175	0.00125	0	5e-04	0.0025	5e-04	0.00025	0.00025	0.002	0.00075	0.00275	0.00075	0.00025	0.0015	0.00125	0.00075	0	0.00075	5e-04	0	0.00025	0.001	0.00075	0.001	0.00175	0.001	0.0015	0.00125	0	0.00075	0.0015	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella herbatica"	0.0015	0	0	0	0.0025	0	0	0.00125	0	0	0	0	0	0	0	0.015	0	0	0	0.002	0	0	0	0	0	0	0	0	0.00375	0	0	0	0	0	0.00175
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Waltera|s__Waltera intestinalis"	0.00075	0.00075	0.001	0.00175	0.00225	0.00025	5e-04	0.00175	5e-04	0.0015	0.00075	5e-04	0.0015	0.00025	0.00025	0.00175	5e-04	0	0.00025	0.00025	0.001	5e-04	0	0	0.001	0.001	0.00075	5e-04	0.00075	5e-04	0.00175	0	0.0015	0.001	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella buccae"	0	0.0015	0.00075	0	0	0	0.00075	0	5e-04	0	0.00075	0.00125	0.00175	0.00175	0	0	0	0.0065	0.0035	0.00075	0	0.00075	0.00125	0.00025	0.001	0.001	0	0	0	0.00075	0	0	0	0.0015	0.001
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora indolis"	0.00025	0.001	0.00025	0.00025	5e-04	0.00025	0.00025	0.00075	0.00075	0.00175	0.00025	5e-04	0	0	0	0.00125	0.00025	0.00025	0.00025	0.00025	0	0.00025	0.007	0	0.00025	0.002	0.00275	0.00125	0	0	0.00275	0	0.00025	0.00125	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium urinimassiliense"	0.00025	0.00175	0	0.00125	0.00075	0	0.00025	0.00025	5e-04	0.00075	0.0015	0.00075	0.00025	0.001	0.00075	0.00225	5e-04	5e-04	0.00075	0.00075	0.00025	0.00025	5e-04	0	0.00075	0.00075	0.0015	0.00175	0.00025	0.00025	0.00175	0	0.00175	0.00125	5e-04
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter fastidiosus"	0.00025	0.00025	0.00125	0	0	0.0015	0.00075	0.00025	0.00125	5e-04	0	0.0045	0.00125	0.00125	0	5e-04	0	0	0.00025	0	0	5e-04	0.00275	0	0	0.00125	0.00325	5e-04	0	0.0015	0.00075	0.00025	0	0.00175	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__|s__Clostridium leptum"	0	0	0.001	0.00375	0	0.00025	5e-04	0.0015	0.00025	0.001	0	0.002	0.001	0.00125	0	0	0	0	0	0	0	0	0.0045	0	0.00025	0.00025	0.001	0.00275	0	0	0.00225	0.00025	0	5e-04	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides"	0	0.00075	0	5e-04	0.00025	0	5e-04	0.00075	5e-04	0.00225	0.00075	0.001	0.00025	0.00025	0	0.00075	0	0.00025	0.00075	5e-04	0	0	0.0025	0	0.00025	0.0015	0.00225	0.0015	0.00025	0.00025	0.003	0	0.00025	0.001	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Porcincola|s__Porcincola intestinalis"	0.00025	0.00325	0.00025	0	0.00175	0.00025	0	0.00175	0.00025	0.00025	0.001	0	0.00025	0	0.00025	0.001	5e-04	0.00075	5e-04	5e-04	5e-04	0.00075	0.00025	0.00025	0	0.00075	0.00075	0.00025	5e-04	5e-04	0.00075	0	0.003	0.00075	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora amygdalina"	5e-04	5e-04	5e-04	0.00025	0.0015	0	0	0.00075	0.00025	0.00175	5e-04	5e-04	0	5e-04	0.00025	0.00175	0	5e-04	0.00075	0.00025	0	0.00025	0.00075	0	0.00025	0.001	0.00125	0.00225	0	0.00075	0.002	0	5e-04	0.0015	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides thetaiotaomicron"	5e-04	0.00025	0	0	5e-04	0	0	0.004	0	5e-04	0	0	0	0	0	0.007	0	0	0	0	0	0	0.004	0	0	0	0.0025	5e-04	0	5e-04	0.001	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hominisplanchenecus|s__Hominisplanchenecus faecis"	0.00025	0.00175	0.00075	5e-04	0.0015	0.00025	0.00025	0.00025	0.00025	0.001	0.001	0.00175	0	5e-04	0	0.00175	0.00025	5e-04	0	0.00025	0.00025	5e-04	0	0	0.00025	0.00025	0.002	0.00125	0.00025	5e-04	0.00125	0	0.00025	0.0015	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella oris"	0.0015	0.00025	0	0	0.002	0	0	0.001	0.00025	0	0.00025	0.00025	0	0	0	0.00775	0	0	0.00025	0.00325	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0.001
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01975	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella stercoris"	0.00025	0	0	0.002	0	0	0	0	0.00025	5e-04	0	5e-04	0.00125	0.00025	0.00175	5e-04	5e-04	0.00025	0	0	0	0.00025	0	0	0.0055	0	0	5e-04	0	0	0.004	0	0.00075	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens"	0.00025	0	0.001	0.00025	0	0	0.00025	5e-04	0.00025	0.00075	0	0.0015	0.00025	0.00025	0	0.001	0	0	0.00025	0	0	0	0.00675	0.00025	0	0.00125	0.00075	5e-04	0	0.0015	0	0.00025	0	0.00125	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella freteri"	0.00025	5e-04	0.0015	0.002	0.00075	0	0.00025	5e-04	0.00025	5e-04	0.00025	0.0015	5e-04	0.001	0.00025	0.00125	0.00075	0.001	0	0	0.00025	0.00025	0	0.00025	5e-04	0.00025	5e-04	0.00075	5e-04	0.001	0.00025	0	0.00075	0.00075	0
"k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma|s__Asteroleplasma anaerobium"	0.00025	0	0.00275	0	0	0	0	0.00025	0	0.001	0	0.00525	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0.00125	0.002	0	0.00225	0	0	0.00025	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum succiniciproducens"	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0.00575	0	0	0	0	0	5e-04	0	0.0035	0	0.00275	0	0	0	0	0	0	0	5e-04	0	0	0.00175
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter|s__Colibacter massiliensis"	0.00025	5e-04	0	0	0.00125	0	0	0.00075	0	0.00075	5e-04	0	0	0	0.00125	0.00425	5e-04	0.00025	0	0	0.002	0.00025	0	0	0.00075	0	0.00075	0	0.00025	0	0	0	0.001	0.00025	0.00075
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides eggerthii"	0	0	0.00025	0	0	0	0.00025	0	5e-04	0.00525	0	0	0	0	0	0.00025	0	0	0.00025	0	0	0	0.008	0	0	5e-04	0.00025	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia formatexigens"	0	0.00125	5e-04	0.00025	5e-04	0	0	0.00025	0.00025	0.00075	5e-04	5e-04	5e-04	0	0	5e-04	0	0.00125	0.00025	0.00075	0	0.001	5e-04	0.00025	0.00025	0.00125	0.00025	0.00025	0.001	0.00025	0.001	0	5e-04	0.00025	5e-04
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium perfoetens"	0	0	0	0	0	0	0.00775	0	5e-04	0.0025	0	0	0.00025	0.00025	0	0.00025	0	0	0	0	0	0	5e-04	0	0	0	0.00125	0	0	0	5e-04	0	0	0.0015	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia hominis"	0.00025	5e-04	5e-04	0.003	0.00075	0	0	0.00075	0	0.00175	5e-04	0.002	0.00025	0.00025	0	5e-04	0	0	0	0.00025	0	0	0	0	0	0	0.00075	0.00025	0.00025	0.00025	0.00025	0	5e-04	0.001	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster clostridioformis"	0.00025	0	0	0.001	5e-04	0	0	5e-04	0	0.00025	0.00075	0.00075	0	5e-04	0	0.0015	0	5e-04	0.00125	0.00025	0	0	0.00025	0.00025	0	0.00075	0.00125	0.001	0	5e-04	0.002	0	0	0.00075	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella maculosa"	0.00125	0	0.00025	0	0.0015	0	0	0.00025	0	0	0.00025	0.00025	0	5e-04	0	0.00325	0	0.00125	0.00075	0.001	0	0	0.00025	0	5e-04	0	0	0	0.00175	0.00025	0	0	0	0.00025	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus senegalensis"	0	0	0.00025	0.0025	0	0	5e-04	0.001	0	0.001	0	0	0.00025	0.00075	0	0	0	0	0	0	0	0	0.00225	0	0.00025	0.00025	0.0015	0.0015	0	0	0.001	0	0	0.00075	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena orotica"	5e-04	0.00025	0.00075	0.00025	0.00225	0.00025	0	0.00125	0	0	0.00075	0.002	0	0	0	0.00075	0	0.00025	0	0	0	0	0	0	0	0.00025	0.00025	0	0.00025	5e-04	0.00025	0	0.00025	0.00175	5e-04
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Xylanibacter|s__Xylanibacter oryzae"	0.00075	0	0	0	0.001	0	0	0.00025	0	0	0.00025	0	0	0	0	0.007	0	0.00025	0	0.00125	0	0	0	0	0	0	0	0	0.00125	0	0	0	0	0	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium edouardi"	0.00025	0.00025	0	0.00025	0.00025	0	0.00025	5e-04	0.00025	0.001	0	0.00025	0.00025	0	0	0.00075	0.00025	0	5e-04	0	0	0	0.0025	0	0	0.00075	5e-04	5e-04	0	0	0.0015	0	0	0.00075	5e-04
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caecigallinarum"	0.00025	0	5e-04	0	0	0	0	0.00025	0.00025	0.00025	0	0.00325	0	0	0	0.00175	0	0.001	0.00125	0	0	0	0	0	0	0.00075	0	0	0.00025	5e-04	0	0	0	0.00175	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus|s__Sodaliphilus pleomorphus"	0.00025	0.00025	5e-04	5e-04	0.00025	0	0	5e-04	0.00025	5e-04	0.00025	0.001	0.00025	0.001	0.00025	0	0	0.00025	0.00025	0	0.001	0.00025	0	0	5e-04	0.00025	0.00075	0.00025	0.00025	5e-04	0.00025	0	0.001	0.00075	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium phoceensis"	0	0	0.00225	0.004	0	0.00025	0	0	0	0	0.001	0.00175	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00175	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella tayi"	0.00025	0.0015	0	5e-04	0.00025	0	0	5e-04	0	0	0.00075	0	0	5e-04	0	0	0	0	0.00075	0	0	0	0	0	0	0.001	0.00125	0.00075	0.00075	0.00075	0.00175	0	0	0	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides faecis"	0	0	0	0	0	0	0.00025	0	0.00025	0.0035	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0.00375	0.001	0	0	0.00175	0	0	0.00025	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter sichuanensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter cloacae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01075	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter|s__Thermophilibacter mediterraneus"	0.00025	0	5e-04	5e-04	0	0	0	0.00025	0	0.00025	0.00025	0.00125	0.00025	0.00025	0.00025	0	0.00025	5e-04	0.00025	0	0.00025	0	0	0	5e-04	0.00025	0	5e-04	0	5e-04	0.00225	0	0.00025	0.00075	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella marseillensis"	0.001	0	0	0	0.001	0	0	0.00075	0	0	0	0	0	0	0	0.00325	0	0	0	0.001	0	0	0	0	0	0	0	0	0.00175	0	0	0	0	0	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio fibrisolvens"	0.00025	0.00125	0.00025	0	5e-04	0	0	0.00025	0	0.00075	0.00025	0.00025	0	0	0	0.001	0.00025	0.00025	0	0.00025	0	0	0	0	0	0	0.00025	0	0.00025	0.00025	0.00075	0	0.00175	0.00025	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides ovatus"	0	0	0	0	0	0	0	0.00075	0	0.00075	0	0	0	0	0	0.00175	0	0	0	0.00025	0	0	0.00375	0	0	5e-04	0.00025	0	0	5e-04	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter ludwigii"	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0.00025	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00775	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia producta"	0.00025	5e-04	0	5e-04	5e-04	0	0	0	0	5e-04	0.00025	0.00025	0	0	0.00025	0.00025	0	0.00025	0	0	0.00025	0	0.00225	0	0	0	0.00075	0	0	0.00025	0.00025	0	5e-04	0.00025	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio crossotus"	0	0.00075	0	0	0.00075	5e-04	0	0.00025	0	0.001	0.00075	0	0	0	0	0.00025	0	0.00025	0	0.00025	0	0.00025	0	0	0.00025	0	0.00025	0	0	0.00025	0.00025	0	0.00025	0.0015	5e-04
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides koreensis"	0.00025	0	0	0.00025	0	0	0.00025	5e-04	0	0.00025	0	0	0	0	0	0.0015	0	0	0	0	0	0	0.0045	0	0	5e-04	0	0	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella viscericola"	0	0.00025	0.00025	0	5e-04	0	0	5e-04	0.00025	0.00025	0.00025	0.001	0	5e-04	0	0	0.00025	0.00025	0	0	5e-04	0	0	0	5e-04	0	0.00025	5e-04	0.00025	0.00025	0.00025	0	5e-04	0.00075	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Kineothrix|s__Kineothrix alysoides"	0	5e-04	0.00025	0	0.001	0.00025	0	5e-04	0	5e-04	0	0.00025	5e-04	0.00025	0	5e-04	0	0	0	0	0.00025	0.00025	0	0	0	0.00025	5e-04	0.00025	5e-04	0	0.00075	0	5e-04	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora xylanisolvens"	0	5e-04	0.00025	0.00025	0.00025	0	0.00025	0.00025	0.00025	0.00075	0.001	0	0	0	0.00025	0.00075	0	0	0.00025	0.00025	0	0	0.00025	0	0.00025	0.00025	0.00025	0	0	0	5e-04	0	5e-04	5e-04	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio hungatei"	0.00025	0.00025	0	0.001	0	0	0	0	0	0	5e-04	5e-04	0	0	0	0.001	0	5e-04	0	0	0	0	0.00025	0	0	0.00025	0	0.00025	0.001	5e-04	0.001	0	0	0	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena faecalis"	5e-04	0	0.00025	5e-04	0.00125	0.00025	0	0.001	0	0	0.00025	0.00125	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0.001	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caccae"	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0.0015	0.00025	0	0	0.00025	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia schinkii"	0.00025	0	0	0.00025	0	0	0	0.00075	0	0.00075	0.00025	0.00025	0	0	0.00025	0.00025	0	0.00025	0	0	0	0.00025	0	0	0.0015	0.00025	0	0	0	0.00025	0	0	0	0.00075	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia caecimuris"	0	0	0.00025	5e-04	0.00025	0.00025	0	5e-04	0	5e-04	0.00025	0.001	0.00025	0	0	0	0	0.00025	0.00025	0	0	0	0	0	0.00125	0.00025	0	0	0	0.00025	0	0	0	5e-04	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna jejuensis"	0.00025	0.00075	0.00025	0.00025	0.00025	0	0	5e-04	0	0	5e-04	0	0	0	0.00025	0	0	0	0.00025	0.00025	0.00025	5e-04	0	0	0	0.00025	0.00025	0.00025	0.00025	0.00025	0	0	0.00025	0.00025	0.00025
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella|s__Parolsenella catena"	0.00025	5e-04	0	0	0	0	0	0.00025	0	0	0.00025	0	5e-04	0	0.00025	0	0.00025	5e-04	0.00075	0	5e-04	0	0	0	5e-04	0.00025	0.00025	0	0	0	0	0	0.00075	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus|s__Catenibacillus scindens"	0	0	0.00075	5e-04	0	0	0	0.00025	0	5e-04	0	0.00275	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0.00075	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera vaginalis (ex Srinivasan et al. 2021)"	0.00025	0	0	0	0.00025	0	0	0.00025	0	0.00025	0.00025	0	5e-04	0	0.00075	0.00025	5e-04	0.00025	0.00025	0.00025	0.00075	0	0	0	0.00025	0	5e-04	0	0	0	0	0	0.00025	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella shahii"	5e-04	0	0	0	0.00075	0	0	0.00075	0	0	0	0	0	0	0	0.003	0	0	0	0.00025	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella koreensis"	0.00025	0	0	0	0.00025	0	0	0.00075	0	0	0	0	0	0	0	0.00275	0	0	0	0.00025	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia pseudococcoides"	0	0.00075	0.00025	5e-04	0.00025	0	0	0	0	0	0.00025	0.00025	0	0	0	0.00025	0	0	0.00025	0	0	0	0	0	0	0	5e-04	0.00025	0	0	0.00025	0	0.00075	0.00025	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter chuandaensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00475	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio proteoclasticus"	0	0.0015	0.00025	0	5e-04	0	0	0	0	0.00025	0.00025	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0.00025	0.00025	0	0	0	0	0	0.00075	0.00025	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera sueciensis"	0	0.00025	0	0	0.00025	0	0	0.00025	0	5e-04	5e-04	0.00025	0	0	5e-04	5e-04	0	0.00025	0	0	5e-04	0	0	0	0.00025	0	0.00025	0	0	0	0	0	0.00025	0	0
