"Taxa"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"grogu_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0.02425	0.0015	0.01075	0.00025	0	0.00975	0.02875	0.015	0.01325	0.01825	0.0015	0	0.01075	0.002	0.0355	0.012	0.01175	0.024	0.01525	0.01425	0.037	0.009625	0.0025	0.03575	0.01025	0.00325	0.07275	0.04925	0.005	0.01875	0.0195	0.0065	0.059	0.017	0.01825	0.01225	0.1015	0.012	0.02225	0.017	0.04375	0.023	0.0395	0.02	0.007	0.02625	0.03625	0.02425	0.03425	0.02	0.031	0.031	0.03275	0.02525	0.032	0.003	0.01	0.00875	0.003	0.00775	0.0425	0.0365	0.0055	0.01625	0.016	0.0115	0.015
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia"	0	0.0155	0.074	0.0385	0.025	0	0	0.05475	0	0.00075	0	0	0.007	0.00025	0.05625	0.0355	0	0.02725	0	0.0435	0.0695	0.00025	0	0.15275	0.01025	0.009	0	0.0015	0.00075	0.001	0.0035	0.004	0.038	0.00325	0	0.0035	0.00125	0.0015	0.00125	0.0155	0	0.09825	0.05575	0	0.00125	0.001	0.00175	0	0.01325	0	0.013	0.00375	0.0075	0.0065	5e-04	0.00325	0.24775	0.0055	0.00025	0	0.00225	0.11025	0.00525	0	0	0.01	0.053
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"	0.02025	0.0295	0.00675	0.00175	0	0.00125	0.139	0.0065	0.057	0.004	0.011	0.00325	0.0095	0.00225	0.01025	0.0165	0.00175	0.016	0.002	0.00275	0.0045	0.0415	0.006	0.01	0.025	0.0015	0.04275	0.015	0.00275	0.03725	0.06175	0.01075	0.00975	0.02675	0.0135	0.02475	0.04675	0.00675	0.0435	0.04775	0.03175	0.00625	0.0035	0.03175	0.00225	0.09375	0.0205	0.0085	0.01125	0.01525	0.098	0.0195	0.0075	0.0025	0.01975	0.00175	0.0135	0.00675	0.0015	0.00425	0.00425	0.011	0.0105	0.01675	0.0175	0.00475	0.0265
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella"	0.06175	0.03325	0.0175	0	0.0235	0.055	0.018	0.00975	0.01275	0.00825	0.019	0.026	0.02275	0.00075	0.0125	0.00525	0.0095	0.03325	0.0095	0.01075	0.023	0.0135	5e-04	0.0355	0.01525	0.00775	0.02	0.0335	0.0115	0.0305	0.00925	0.003	0.02325	0.01675	0.0495	0.02725	0.01625	0.04525	0.006	0.005	0.01125	0.0235	0.01525	0.009	0.0155	0.00925	0.01225	0.01325	0.01675	0.01775	0.0115	0.02075	0.02425	0.009	0.01125	0.02375	0.00125	0.01125	0.019	0.022	0.0125	0.00975	0.00525	0.0045	0.01275	0.026	0.009
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"	0	0.14525	0.001	0	5e-04	0.00575	0.08675	0.00475	0.0495	0.014	0.2045	0.00975	0.00275	0	0.01	0.021	0	0.0045	0.0035	0	0.0085	0.074625	0	0.007	0.00675	0.00025	0.0285	0	0.0235	0.00925	0.0155	0.00125	0	0.00525	0.01425	0.001	0.01775	0.02875	0.00175	5e-04	0.012	0.00175	0	0.028	0.00025	0.00675	0.00525	0.004	0.00025	0.00425	0.00075	0.00925	0	0	0.0035	0.00525	5e-04	0.007	0.00275	0	0	5e-04	0.00925	0.01425	0.012	0.0055	0.00625
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia"	5e-04	0.00425	0.006	0	5e-04	0.009	0.00525	0.0085	0.01325	0.01375	0.0035	0.02275	0.01475	0.005	0.01025	0.01375	0.004	0.023	0.01025	0.01175	0.00975	0.024	0.0055	0.00525	0.05325	0.015	0.01875	5e-04	0.0015	0.0045	0.0055	0.0345	0.01125	0.03975	0.006	0.0075	0.00525	0.00225	0.00575	0.013	0.00875	0.0045	0.0435	0.00825	0.004	0.01425	0.0055	0.00075	0.011	0.00725	0.00925	0.003	0.004	0.004	0.00625	0.013	0.00375	0.00375	0.0025	0.0015	0.008	0.00875	0.00775	0.011	0.02475	0.00175	0.02775
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Wansuia"	5e-04	0.0035	0.0095	0	0.004	0.0015	0.01275	0.0205	0.02425	0.00625	0.003	0.0055	0.016	0.0045	0.0095	0.00425	0.006	0.0125	0.00325	0.00825	0.007	0.032	0.00925	0.00675	0.019	0.011	0.01225	0.00275	0.001	0.00175	0.0055	0.0085	0.00625	0.00925	0.00675	0.00225	0.01025	0.001	0.01	0.00775	0.0115	0.0095	0.00875	0.006	0.0055	0.0085	0.00625	0.00725	0.03	0.00375	0.01175	0.00525	0.013	0.007	0.00725	0.00125	0.003	0.00275	0.001	0.00425	0.0155	0.01425	0.0215	0.012	0.015	0.0035	0.0115
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Xylanibacter"	0.00025	0.00025	0.03675	0	0	0	0	0.02525	0	0	0.00175	0.02975	0.02	0	0	0	0	0.02725	0	0	0.00025	0	0	0	0	0.00275	0.061	0	0	0	0	0	0.00025	0	0.01675	0	0.0635	0	0	0	0.06425	0	0.00025	0	0.00675	0	0.0435	0.06575	0	0	0	0.02475	0	0	0	0	0	0.00425	0	0.011	0	0	0	0	0.05775	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium"	5e-04	0.002	0.00975	5e-04	0.00125	0.0155	0.00925	0.01075	0.01125	0.00425	0.002	0.0035	0.00875	0.00025	0.0015	0.006	0.0025	0.00825	0.00025	0.0035	0.002	0.01775	0.00275	0.00125	0.01975	0.002	0.0085	5e-04	0.00075	0.0125	0.0105	0.009	0.00575	0.015	0.00225	0.01675	0.0065	5e-04	0.023	0.02075	0.01225	0.01125	0.007	0.00975	0.001	0.02125	0.01025	0.01325	0.00975	0.02425	0.027	0.00975	0.00525	0.0035	0.01125	0.00025	0.006	0.00525	0.00025	0.0015	0.01075	0.00975	0.02175	0.02125	0.016	5e-04	0.01375
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus"	0.06875	0.00675	0.003	0	0.00025	0.0055	0.0035	0.003	0.003	0.00175	0.0035	0.002	0.005	5e-04	0.00725	0.00175	0.00425	0.00375	0.0055	0.00425	0.005	0.002875	0.00025	0.00475	0.00425	0.00325	0.003	0.118	0	0.011	0.006	0.002	0.01225	0.00575	0.0105	0.01825	0.00425	5e-04	0.006	0.00675	0.0055	0.00575	0.00525	0.00625	0.00325	0.00475	0.01125	0.00575	0.00625	0.0115	0.007	0.02225	0.00775	0.01275	0.01375	0.00025	0.00075	0.01725	0.00025	0.00475	0.00425	0.00975	0.0045	0.0045	0.00675	0.00025	0.0035
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella"	0.01225	0.0025	0.0045	0	0.00025	0.01375	0.0055	0.00275	0.00525	0.0065	0.01275	5e-04	0.0025	0	0.005	0.00275	0.001	0.001	0.00075	0.001	0.012	0.010375	0.00125	0.022	0.00125	0.018	0.0055	0.0035	0.00475	0.04675	0.065	0.00175	0.008	0.00325	0.01325	0.01325	0.0015	0.00125	0.00375	0.00225	0.00075	0.001	0.01075	0.001	0.00125	0.01475	0.011	0.00325	0.00175	0.00425	0.0045	0.009	0.0015	0.00075	0.01	0.00175	0.0015	0.00375	0.00225	0.00275	0.003	0.0015	0.06225	0.02125	0.001	0.00825	0.01425
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas"	0.00025	0.008	0.0025	0	0.00275	0.01475	0.02125	0.002	0.02025	0.01475	0.00425	0.00525	0.0055	0.001	0.00725	0.0035	0.0045	0.0045	0.00575	0.001	0.008	0.019375	0.00075	0.0025	0.0125	0.00825	0.00625	0.00075	0.01125	0.004	0.005	0.00375	0	0.01325	0.01075	0.0065	0.00725	0.0055	0.00375	0.00575	0.009	0.0035	0.00025	0.02125	0.008	0.00925	0.00325	0.00275	0.0065	0.012	0.011	0.011	0.00025	0.0035	0.011	0.00825	0.0015	0.004	0.0035	0.00475	0.00375	0.005	0.00575	0.01325	0.005	0.0035	0.011
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster"	0.00025	0.00225	0.00525	0	0.0035	0.00125	0.00025	0.0055	0.0025	0.00125	0.0015	0.004	0.0065	0	0.003	0.003	0.00275	0.00575	0.0045	0.00375	0.0035	0.004	0	0.0025	0.0085	0.005	0.0095	5e-04	0	0.008	0.00825	0.00475	0.00625	0.01125	0.004	0.00725	0.00625	0	0.01275	0.0105	0.00875	0.0075	0.007	0.00875	0.00075	0.00975	0.00475	0.013	0.0065	0.0155	0.016	0.00775	0.00525	0.00325	0.0165	0	0.0025	0.00275	0	0.002	0.0085	0.00625	0.01075	0.01675	0.0115	0	0.00775
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella"	0.0015	0.004	0.00425	0	0	0	0	0.00525	0	0	0.00325	0	0.005	0.001	0	0.00225	0.00475	0.0025	0	0.002	0	0	0.00275	0	0.00175	0.01925	0	5e-04	0.00575	0.002	0.00375	0.00025	0.00975	0.001	0.004	0.0045	0	0.003	0.0075	0.00475	0	0.00525	0.012	0.00375	0.01475	0.00075	0	0	0.01	0.00625	0.0015	0	0.031	0.011	0.01075	0.0075	0.00025	0	0.01725	0.02575	0.0155	0.00325	0.00525	0.0145	0	0.00525	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora"	0	0.00175	0.00175	0	0.00025	0.00275	0.01425	0.00225	0.021	0.00425	0.001	0.00075	0.00425	0.001	0.00275	0.004	0	0.00525	0.00175	0.00075	0.00275	0.0235	0.00575	0.00175	0.008	0.002	0.00775	0	0.00025	0.00275	0.009	0.003	0.00175	0.0075	0.002	0.0045	0.00375	0.00025	0.00825	0.0135	0.0055	0.002	0.00175	0.0095	5e-04	0.00925	0.00325	0.00325	0.0055	0.011	0.0115	0.0045	0.002	0.00125	0.0095	5e-04	0.0025	0.00175	0	5e-04	0.0015	0.002	0.009	0.017	0.006	0	0.008
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium"	0.19	0.00025	0.00025	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0.00025	0	0.06025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0.00025	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio"	0	0.001	0	0	0.0015	0	0	0	0	0	0.00125	0.00125	0	0.00225	0	0	5e-04	0	0	0.0015	0	0	0.004	0	0	0.0215	0	0.00525	0.01925	0	0	0	0	0	0.0325	0	0	0.012	0	0	0	5e-04	0	0	0.02475	0	0	0	0.00025	0	0	0	0.00025	0	0	0.018	0	0	0.00675	0.01575	0	0	0	0	0	0.007	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor"	0	0.00025	0.00025	0	0	0	0.00375	0.001	0.00525	0	0	0	0.00075	0	0	0.00625	0	0.003	0	0	0	0.008625	0	0	0.00725	0	0.0025	0	0	0.0035	0.01075	0.00625	0.00025	0.00675	0	0.00275	0.00175	0	0.0075	0.007	0.004	0.00125	0.0025	0.0025	0	0.01675	0.0055	0.00075	0.00075	0.00125	0.00875	0.0085	0.00025	0	0.0035	0	0.00475	0.00025	0	0	0	0.002	0.00125	0.00475	0.00175	0	0.009
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena"	0	0.00275	0.013	0	0	0	0	0.013	0	0	5e-04	0	0.01025	0.001	0	0.00125	0	0.015	0	0.0015	0	0.000125	0.00125	0	0.02175	0	0.0065	0	0	0.001	0.00025	0.01	0.00125	0.00975	5e-04	0.001	0.00225	0	0.0015	0.003	0.00575	0.00175	0.001	0.002	0	0.0025	0.001	0.00075	0.001	5e-04	0.0025	0.00025	5e-04	0	5e-04	0	0.00225	5e-04	0	0	0.00025	0.0025	0.001	0.00125	0.01075	0	0.0085
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bilifractor"	0	0.0025	0.003	0	0	0.00025	0.00075	0.0015	0.003	0.001	0.00175	0	0.004	0.00025	5e-04	0.0045	0.00025	0.0015	0.00025	0.00225	5e-04	0.0025	0.0025	5e-04	0.002	0.00725	0.00125	0	0.003	0.00275	0.00525	0.001	0.0015	0.00175	0.003	0.00325	0.0035	5e-04	0.00975	0.01175	0.0025	0.0035	0.00125	0.00225	0.00175	0.001	0.00275	0.00225	0.0105	0.00175	0.00075	0.00375	0.00425	0.0015	0.00325	0.0015	5e-04	0.00175	0.002	0.0015	0.005	0.003	0.004	0.0045	0.003	0.00175	0.00175
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter"	0	0.008	0.00075	0.00125	0.00025	0	0.00025	0.00425	0.00075	0	0.00125	0.00125	0.00175	0	0	0.031	0.00025	0.00775	0	0	0	0.00275	0	0	0.018	0.00075	0.0015	0	0.00075	0.002	0.0035	0.013	0.00025	0.0135	0	0.00125	0.00075	0.002	0.0055	0.00525	0.0025	0	0	0.0015	0	0.004	5e-04	0.001	0.00025	0.00175	0.00175	5e-04	0.00025	0	0.00075	0.00075	0.0015	0.00075	0.00225	0	0	5e-04	0.003	0.00275	0.0015	0.002	0.00475
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"	0.00075	0.00025	0.0035	0	0	0.00025	0	0.00175	0	0	0.00025	0.01025	0.00425	0	0	0.00025	0	0.00275	0	0	0	0	0	0	0	0.001	0.023	5e-04	0	0	0.001	0	5e-04	0.00025	0.007	5e-04	0.0215	0	0	0	0.02475	0	0	0	0.00325	0.0015	0.00575	0.01025	0	0	0.00075	0.00825	0.00075	0	0	0	0	0.00075	0	0.00225	0	0	0	0	0.0095	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas"	0.00225	0.00175	0	0	0.00075	0.023	0.0535	0.00025	0.02125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium"	0.00025	0.001	0.00075	0	0.00075	5e-04	0.001	0.00025	0.00175	5e-04	5e-04	0.00125	0.00125	0.00025	0.00125	0.00025	0.00075	0.001	0.00075	0.00125	0.00075	0.0035	0.00075	5e-04	0.001	0.00125	0.0035	0	0	0.0015	0.00175	0.00075	5e-04	0.00125	0.00075	0.0015	0.001	0.00025	0.0015	0.00175	0.002	0.001	0.00175	0.0025	5e-04	0.0015	0.00125	0.002	0.00275	0.00225	0.0015	0.0015	5e-04	5e-04	0.00175	0	5e-04	5e-04	0	0.001	0.00225	0.00025	0.00125	0.00375	0.001	0	0.002
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__Butyricicoccus"	0	0.00425	0.00225	0	0.00025	0	0.001	0.0035	0.00175	0	0.00225	0.00225	0.00325	0.00025	0	0.00425	0.001	0.00675	0	0.00175	0	0.004125	0.00125	0	0	0	0.0015	5e-04	0	0.00075	0.002	0	0.00025	0	0	0.00025	0.00175	0	0.002	0.00325	0.002	0	0	0.001	0	0	0.00025	0.00125	0	0.00075	0	0	0	0	5e-04	0	0	0.00025	0	0	0	0.00025	0.00025	5e-04	0.0075	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Waltera"	0	5e-04	0.00075	0	0.00075	5e-04	0.0045	0.001	0.006	0.00225	0.00075	5e-04	0.00225	0.00025	0.00225	0.00025	0	0.00175	0.00075	0.001	0.00075	0.002625	0.00075	0.0015	0.001	5e-04	0.00175	0	0.00025	0.00025	0.00025	0.0015	0	0.00125	0.00075	0.00025	0.002	0.00025	5e-04	0.001	0.00175	0	0.00025	0.00075	0.00025	0.00125	5e-04	0.00075	0.0025	5e-04	5e-04	0.00075	0.00075	5e-04	0.001	0.00025	0.00025	0.00025	5e-04	0.00025	0.001	5e-04	0.00075	0.00175	0.00175	0.00075	0.001
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio"	0	5e-04	0.00025	0	0	0	5e-04	0.001	0.00125	0	0	5e-04	0.00175	5e-04	5e-04	0.001	0	0.00075	0.00025	5e-04	5e-04	0.004625	0.0015	0	0.001	0.0015	0.0025	0.00025	0.001	0.001	0.0015	0.0015	0.001	0.00275	0.001	0	0.0015	0.00025	5e-04	5e-04	0.00225	0.00025	0.00025	0.001	0.00025	0.0015	0.00125	0.00175	0.004	5e-04	0.001	0.001	0.00125	5e-04	0.0025	5e-04	0.00025	5e-04	0	0.00025	0.00125	0.001	5e-04	0.002	0.00075	0	0.00225
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"	0	0.00025	0	0.0075	0	0.00375	0.00175	0	0.00675	0.00425	0.00025	0.0015	0	0	0	0	5e-04	0	0.00025	0.00025	0.00225	0.00675	0.00075	5e-04	0	5e-04	0	0	0.001	0	0.00025	0.00025	0.00025	0.00025	0	0.00025	0	0.0025	5e-04	0.00025	0	0	0.001	0	0	0	0.00025	0	0	5e-04	0	0	0	0	0.00075	0.00675	0	0.00025	0.005	0.00125	0	0	0.002	0	0	0.001	0
