"ID"	"wolverine_1"	"hamlet_11"	"joans_11"	"ginger_14"	"kubo_14"	"wolverine_14"	"kubo_15"	"ivy_17"	"kubo_17"	"wolverine_17"	"ginger_18"	"hamlet_18"	"ivy_18"	"kubo_18"	"wolverine_18"	"ivy_19"	"ophelia_19"	"wolverine_19"	"ginger_2"	"ginger_20"	"hamlet_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"joans_21"	"korra_21"	"kubo_21"	"hamlet_22"	"henry_22"	"joans_22"	"korra_22"	"kubo_22"	"marshmallow_22"	"hamlet_23"	"korra_23"	"ginger_24"	"henry_24"	"ivy_24"	"kubo_24"	"marshmallow_24"	"ophelia_24"	"wolverine_24"	"henry_25"	"kubo_25"	"ginger_29"	"henry_29"	"joans_29"	"korra_29"	"kubo_30"	"hamlet_31"	"ginger_36"	"henry_36"	"joans_36"	"kubo_37"	"ophelia_37"	"wolverine_37"	"ginger_41"	"hamlet_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"henry_42"	"ivy_42"	"ophelia_43"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"hamlet_45"	"henry_45"	"ivy_45"	"joans_45"	"korra_45"	"marshmallow_45"	"ophelia_45"	"charles_46"	"hamlet_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"ginger_47"	"ivy_47"	"marshmallow_47"	"charles_48"	"hamlet_48"	"henry_48"	"ivy_48"	"joans_48"	"korra_48"	"kubo_48"	"marshmallow_48"	"ophelia_48"	"wolverine_48"	"charles_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"kubo_49"	"marshmallow_49"	"ophelia_49"	"wolverine_49"	"charles_50"	"ginger_50"	"ivy_50"	"joans_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"charles_51"	"joans_51"	"charles_52"	"ginger_52"	"kubo_52"	"marshmallow_52"	"kubo_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"ophelia_55"	"joans_56"	"joans_57"	"ophelia_57"	"wolverine_57"	"ginger_58"	"wolverine_58"	"hamlet_59"	"henry_59"	"ophelia_59"	"korra_6"	"joans_60"	"marshmallow_60"	"wolverine_60"	"joans_62"	"henry_66"	"hamlet_67"	"ivy_67"	"ginger_7"	"charles_9"	"henry_9"	"ivy_9"	"korra_9"	"ophelia_9"
"f__Fusobacteriaceae"	103	1501	27	123	183	56	185	4	1	0	23	5	344	2	3	194	0	121	27	56	5	0	0	10	39	0	3	3	39	86	0	2	0	202	0	14	34	597	0	0	1	1	28	7	1	19	49	0	13	5	30	95	0	180	12	90	69	97	113	0	25	55	91	27	1	1	0	0	37	0	2	0	0	0	21	4	4	20	0	0	0	167	0	42	7	7	15	47	0	112	0	27	21	14	0	6	22	0	17	0	3	37	4	0	0	0	0	14	2	28	23	0	19	1	2	0	57	0	28	0	2	25	1	2	7	30	0	18	80	32	1	192	0	0	80	1	129	18	129	0	68	1100	0	2	15
"f__Clostridiaceae"	30	52	15	19	21	97	54	39	143	42	62	46	37	90	61	45	60	38	4	17	22	15	43	38	14	20	59	5	6	24	21	43	10	43	20	1	8	142	16	11	44	44	3	29	1	5	8	6	36	30	7	16	8	28	20	37	4	129	84	4	2	2	13	79	1	54	6	8	50	2	24	10	23	33	60	19	67	52	14	1	0	17	14	41	92	9	40	86	28	39	10	85	41	8	2	3	21	8	98	6	107	39	22	4	11	7	14	46	24	21	33	9	25	1	39	12	85	11	21	7	32	54	11	9	35	23	6	39	42	13	27	143	47	9	31	4	3	19	24	4	86	5	10	109	83
"f__Coriobacteriaceae"	54	16	11	8	2	27	8	18	15	6	55	6	22	41	11	21	36	25	3	26	6	5	3	36	2	24	20	46	20	11	4	5	4	1	5	3	48	83	10	5	40	13	88	2	2	134	4	2	77	18	64	13	1	18	10	120	3	15	5	17	39	68	18	5	51	23	5	10	187	7	29	1	32	11	13	6	53	122	3	16	8	44	10	8	15	192	2	4	43	5	7	60	44	2	18	4	9	0	17	28	17	36	5	11	3	14	3	40	7	16	32	2	2	10	6	45	85	2	374	82	10	58	2	1	61	11	3	21	66	2	34	12	1	1	109	9	242	32	105	9	1	115	18	61	8
"f__Oscillospiraceae"	26	24	0	1	7	37	23	1	24	5	0	13	21	9	45	36	12	9	1	0	10	2	21	10	1	1	25	7	2	26	1	11	1	18	1	0	1	79	2	1	37	36	4	11	0	3	2	0	13	14	0	6	0	13	18	33	6	65	1	1	0	0	24	38	1	2	0	3	14	0	10	0	1	2	35	7	11	12	0	0	0	15	0	28	32	1	20	3	10	15	0	74	24	15	0	3	12	0	16	0	39	40	9	0	0	0	0	21	26	5	54	0	28	0	8	0	28	0	7	2	54	39	0	1	30	19	1	20	40	0	29	39	0	0	11	0	0	16	24	1	20	4	2	25	32
"f__Streptococcaceae"	2	3	4	0	2	2	1	0	1	0	15	0	6	1	2	26	5	0	0	17	1	0	3	0	6	4	0	0	0	0	0	1	2	5	1	1	9	50	3	3	1	1	3	0	1	3	1	0	4	0	13	0	3	2	0	3	1	2	1	0	1	2	2	0	0	0	1	1	0	1	0	0	3	0	1	0	1	1	0	13	2	3	0	1	1	16	1	8	3	0	0	1	1	642	1	1	1	2	3	3	0	0	3	1	0	0	0	3	0	1	14	0	2	1	0	1	0	0	12	4	6	1	1	0	0	0	1	2	0	10	1	12	1	0	19	2	15	0	0	2	7	1	0	2	1
"f__Muribaculaceae"	2	2	3	0	4	13	2	9	7	2	0	4	10	29	6	14	28	29	0	3	3	7	14	5	0	8	17	0	6	0	7	14	7	3	2	7	7	20	4	0	18	3	6	19	3	13	4	0	1	9	8	11	0	1	9	2	5	2	0	28	12	25	7	6	5	16	2	3	3	9	12	3	11	1	7	6	4	2	0	1	8	4	4	0	7	8	3	0	4	9	2	10	1	0	7	5	1	8	11	3	14	6	0	6	11	11	18	20	0	0	2	7	2	13	12	11	7	0	12	16	12	12	4	2	40	3	8	1	8	3	18	25	3	4	6	0	14	9	6	6	0	0	3	14	10
"f__Barnesiellaceae"	8	2	0	0	4	7	5	2	5	3	0	6	11	10	8	1	20	10	0	11	3	3	21	5	0	3	15	1	17	7	12	23	1	5	0	1	2	5	5	11	59	4	5	24	0	9	1	0	5	6	1	20	0	3	5	4	6	3	0	20	6	4	7	3	0	2	0	1	2	2	4	0	3	2	6	0	2	0	0	0	2	5	3	14	11	2	28	0	2	21	1	22	2	3	2	3	7	0	7	0	17	0	3	1	2	0	4	4	3	1	1	1	18	2	21	10	7	1	14	4	30	15	1	0	50	6	1	1	9	1	11	39	0	1	2	0	35	16	1	1	5	20	20	11	10
"f__Morganellaceae"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	23	0	1	0	8	0	0	0	0	618	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Pseudomonadaceae"	35	0	0	0	0	0	0	0	0	0	90	9	212	16	4	85	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	9	106	0	0	0	0	0	0
"f__Peptococcaceae"	23	1	3	0	8	0	18	1	14	4	0	10	8	21	3	10	10	0	1	0	25	2	30	22	0	2	17	7	0	5	1	20	3	1	1	0	0	12	2	0	17	5	0	3	0	0	3	2	1	2	0	0	1	2	3	21	0	9	0	0	0	0	1	23	0	1	0	0	2	0	2	1	0	0	4	0	3	0	1	2	0	0	2	0	3	0	0	0	2	3	0	3	9	0	0	0	1	0	7	1	1	5	0	0	0	1	2	7	1	4	0	0	0	0	2	2	3	0	0	0	5	6	2	1	30	2	0	5	8	0	1	11	0	1	4	0	0	0	3	0	0	0	0	6	29
"f__Butyricicoccaceae"	11	11	3	0	2	27	14	9	2	0	0	7	4	1	5	7	0	7	0	0	6	0	0	3	9	0	1	1	0	17	0	1	4	18	0	0	0	33	0	5	0	0	0	0	0	0	15	0	0	7	0	0	1	20	0	0	0	33	5	0	0	0	6	0	0	2	0	1	3	0	6	1	1	5	0	1	1	18	0	2	0	3	5	12	8	0	6	3	0	4	0	0	1	8	0	0	17	0	3	1	0	0	21	0	0	0	0	2	0	1	15	0	25	0	1	14	2	2	3	0	7	0	0	0	0	4	0	0	8	0	0	4	0	1	1	0	0	1	17	0	13	0	10	2	0
"f__Bifidobacteriaceae"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0
"f__Atopobiaceae"	8	1	2	1	1	1	3	2	5	5	1	2	1	6	2	2	4	2	0	1	0	2	2	3	0	6	2	1	1	1	2	1	1	0	2	1	1	3	3	0	6	6	3	1	0	5	1	0	2	1	6	0	0	3	0	5	0	4	0	8	2	8	6	0	2	1	1	2	6	2	2	0	5	1	1	2	5	6	0	4	3	1	0	0	1	4	1	1	4	1	1	2	1	0	3	1	2	3	2	3	1	2	1	3	1	2	0	4	1	0	3	1	1	1	2	2	9	0	9	4	9	3	1	2	4	0	0	3	3	0	3	1	1	0	3	0	7	8	3	1	0	3	3	3	5
"f__Pasteurellaceae"	0	0	1	0	0	1	0	1	0	0	4	0	37	0	0	102	0	0	4	2	1	0	2	0	3	1	0	0	1	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	3	1	1	1	0	0	0	27	23	0	0	0	1	0	1	0	0	1	0	0	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	27	0	1	3	1	0	0	0	17	0	3	0	0	1
"f__Acutalibacteraceae"	3	1	0	0	3	4	2	0	1	0	0	3	4	1	1	5	1	0	0	1	0	0	1	1	0	0	10	2	1	0	0	2	0	2	0	0	1	10	0	0	1	1	1	3	0	0	0	0	4	5	0	1	0	10	6	2	1	3	0	0	0	0	5	0	0	0	0	0	1	0	4	0	0	1	5	1	0	3	0	0	0	7	0	10	1	1	1	1	0	6	0	5	1	7	0	2	2	0	6	0	2	6	2	0	0	0	0	5	2	2	9	0	1	0	0	0	4	0	1	0	6	4	0	0	0	1	0	0	2	0	9	7	0	0	6	0	0	0	10	0	2	1	0	0	4
"f__Anaeroplasmataceae"	3	0	0	0	2	3	2	1	0	0	0	0	26	3	0	11	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3	6	1	0	0	0	2	0	0	1	11	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	3	0	5	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	0	0	9	0	0	0	1	1	0	0	12	0	0	0	0	0	6	12	0	0	0	0	0	5	6	0	0	0	0	0	0
"f__Gemellaceae"	1	0	0	0	0	1	0	0	0	0	3	0	1	0	1	0	1	0	0	3	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	27	1	0	1	0	1	0	0	2	0	0	3	1	1	0	2	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	2	1	4	0	0	1	2	6	0	0	1	0	4	0	0	1
"f__Erwiniaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	16	0	0	0	2	1	19	0	0	10	8	1	0	0	0	0	0	0	0	0	0
"f__Aerococcaceae"	1	0	1	0	0	0	0	0	0	0	2	0	1	0	0	10	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	8	0	0	3	0	2	0	0	3	0	2	0	0	0
"f__Eubacteriaceae"	2	1	0	0	0	12	2	0	1	0	0	0	0	0	0	0	1	6	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	1	2	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"f__Carnobacteriaceae"	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	9	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	4	0	0	3	0	7	0	0	0	0	2	0	0	0
"f__Rikenellaceae"	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	2	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0
"f__Lactobacillaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	5	0	0	0	1	0	1	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Peptostreptococcaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	19	0	0	0	0
"f__Neisseriaceae"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	1	0	0	0
"f__Enterococcaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"f__Corynebacteriaceae"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
