"Taxa"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"jarjarbinks_3"	"goose_4"	"padme_5"	"korra_6"	"padme_6"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"	"ophelia_9"
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas hippei"	0.01025	0.019	5e-04	0.00475	0.0075	0.01025	0.00575	0.0055	0.00875	0.0095	0.00575	0.008	0.018	0.00575	0.001	0.00475	0.002	5e-04	0.00775	0	0.0035	0.016	0.00075	0.002	0.01075	0.008125	0.00225	0.00275	0.001	0.00725	0.007875	0.00375	0.001	0.01375
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola massiliensis"	0.00025	0.00775	0	0.0025	0.002	0.00825	0	0.00275	0.00025	0.00125	0.00775	0.005	0.00225	0.00325	0	0.001	0.047	0.0035	0	0	0	0.003875	0	0	0.00025	0.001375	0.00025	0.0015	0	0.02025	0.006625	0.06075	0.00025	0.0025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium porci"	0.00575	0.0065	0.007	0.00975	0.01075	0.003	0.003	0.00125	0.002	0.0045	0.00575	0.02775	0.00175	0.0135	0.00075	0.00375	0.003	5e-04	0.006	0	0.00125	0.00775	0.00125	0.00025	0.00875	0.007375	0.0015	0.0015	5e-04	0.00675	0.000125	0.001	0.02075	0.01475
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella sonnei"	0	0	0.001	0	0.00175	0.02375	0	0.00125	0	0.002	0	0.00025	0.10725	0	0.002	0.00025	0	0	5e-04	0.002625	0.00625	0.000375	0.00675	0.007625	0	0	0.00325	0.002	0.0105	0	0.005125	0.00175	0.0025	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides merdae"	0.00225	0.00725	0.00125	0.00175	0.001	0.00525	0.0015	0.0045	0.0045	0.00075	0.01325	0.01425	0.00375	0.00425	0.0015	0.007	0.01925	0.0025	0.012	0	0.00225	0.01175	0.00325	0.004	0.00275	0.005625	0.00375	0.00175	0.00075	0.0015	0.0025	0.00425	0.02625	0.00775
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera stantonii"	0.00725	0.00375	0.00975	0.001	0.00275	0.001	0.0075	0.00075	0.00675	0.0025	0.001	0.0015	0.00175	0.00275	0.00125	0.00375	0.001	5e-04	0.02625	0	0.00575	0.003375	0.0055	0.008625	0.01725	0.006875	0.00275	0.001	0.00525	0.02125	0.002125	0.00525	0.0115	0.005
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides mediterraneensis"	0.00375	0.00325	5e-04	0.00225	0.0015	0.0035	0.00175	0	0.0015	0.0035	0.002	0.0085	0.0035	0.00075	0.0015	0.01875	0.04275	0.007	0.004	0	0	0.005	0	0.000625	0.0035	0.002875	0	0	0.00025	0.007	0.00125	0.00475	0.011	0.0065
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster bolteae"	0.00425	0.00325	0.0035	0.0065	0.01	0.00425	0.002	0.00325	0.0025	0.0045	0.00525	0.0145	0.002	0.02025	0.00075	5e-04	5e-04	0	0.0035	0	0.001	0.006125	0.001	0.000375	0.005	0.007875	0.001	0.005	5e-04	0.0045	0	0	0.01325	0.00875
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium perfoetens"	0.00125	5e-04	5e-04	0.04675	0.02625	0.004	0	0.02175	0	0.013	0.00125	0	0.00075	0.001	0.00025	0.001	0.00025	0	0	0	0	0.001625	0	0	5e-04	0.000125	0.00075	5e-04	0	5e-04	0.01225	0	0	0.00025
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella faecalis"	0.00125	0.0015	0.0025	0.001	0.00075	0.00125	0.00175	0.00175	0.00375	0.001	0.003	0.00175	5e-04	5e-04	0.00275	0.04125	0.0105	0.02325	0.0035	0.000125	0.00125	0.00075	0.002	0.001875	0.0025	0.002125	0.00225	0.001	0.001	0.003	0.001875	0.002	0.00775	0.0015
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Xylanibacter|s__Xylanibacter rarus"	0	0	0.001	0	0	0	0.00825	0	0	0	0.05	0	0	0.01025	0	0	0.009	0	0	0	0	0	0	0	0	0.046125	0	0	0	0.00025	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola dorei"	0.00025	0.0105	0.00075	0.001	0.00075	0.01	0.00025	0.02125	5e-04	0.00125	0.004	0.0025	0.005	0.00175	0.00025	0.00175	0.01175	0.004	0.00075	0	0	0.005875	0.00025	0.000125	5e-04	0.001	0	0.0055	5e-04	0.001	5e-04	0.0105	0.00125	0.001
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella intestinalis"	0.001	0.0105	5e-04	0.00075	0.00175	0.00075	0.00025	0.00075	0.00075	5e-04	5e-04	0.0065	5e-04	0.002	0.00025	5e-04	0.05825	0.00025	0.00025	0	0.00025	0.000875	5e-04	0.00025	5e-04	0.00025	0.00025	0	0	0.00175	0.002625	5e-04	0.00675	0.0015
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora celerecrescens"	0.00675	0.004	0.00325	0.00725	0.0055	0.0085	0.0015	0.0035	0.0025	0.00275	0.00575	0.00825	0.00175	0.01125	5e-04	0.00025	0	0	0.00125	0	0.00025	0.005875	0.00025	0.00025	0.0025	0.00225	0.001	0.00325	0.00025	0.0015	0	0.0015	0.002	0.00375
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium asaccharolyticum"	0.0015	0.0015	5e-04	0.001	0.004	0.0015	0.0015	0.00125	0.00425	0.0045	0.0015	0.001	0.0015	0.004	0.00025	0.00125	5e-04	0.00025	0.00825	0	0.00275	0.00525	0.0015	0.00275	0.00325	0.013125	5e-04	0.00025	0.0025	0.00175	0.000625	0.0045	0.00325	0.0025
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc lactis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella histaminiformans"	0.00625	0	0.006	0.00225	0.0035	0.001	0.00225	0	0	0.00275	0	5e-04	0.001	0	0.00075	0.001	0	0	0.011	0	0.008	0.00375	0.00475	0	0.007	0	0.001	0	0.004	0.00525	0	0.006	0.004	0.001
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor plautii"	0.00125	0.00375	0.00075	0.00575	0.005	0.00575	0	0.002	0	0.00275	0.0035	0.01475	5e-04	0.0075	0.00025	0.00075	0.00125	0	0.001	0	0.00025	0.002875	0.001	0	0.001	5e-04	0.00075	0.00275	0	0.0015	0	0	0.006	0.005
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella baroniae"	0.00275	0	0.0025	5e-04	0.001	0.001	5e-04	0.00175	0	0.0025	0.00025	0.0035	0.00225	0	0.00075	0.001	0	0	0.0035	0	0.016	0.006875	0.00425	0	0.005	0.000625	0.003	0.002	0	0	0	0	0.0085	0.0025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus pullicaecorum"	0.00275	0.00275	0.00275	0.00275	0.00375	0.00625	0.00075	0.0055	0	0.00275	0.00325	0	5e-04	0.00675	0	0.001	0.00025	0.00025	0	0	0	5e-04	0	0	0.00325	0.010875	0	0.00325	0.001	0.0055	0	0.0025	5e-04	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella dysenteriae"	0	0	5e-04	0.00025	0.0045	0	0.00025	0.00025	0	0.03175	0	0.01225	0.0025	0	0.00075	0	5e-04	5e-04	0	0.001125	0.00275	0	0.0015	0.00225	0	0	0.00075	0.00075	0.00275	0.00025	0.00125	0.00075	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium fessum"	0.00275	0.00075	0.002	0.00325	0.00425	0.002	0.00075	0.00225	0.00225	0.00175	0.00225	0.00325	0.0015	0.01	0.00025	0.00225	5e-04	5e-04	0.00075	0	0.00075	0.004375	0	0.00025	0.0015	0.001875	5e-04	0.00075	0.00025	0.00025	0	0.0015	0.002	0.002
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium callitrichos"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225	0.02925	0.00125	0	0.026375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bilifractor|s__Bilifractor porci"	0.00275	0.003	0.00025	0.00125	0.00125	0.00125	0.0015	5e-04	0.00475	0.00125	0.001	0.00125	5e-04	0.00425	0.00025	5e-04	0.00025	0	0.0095	0	0.001	0.003375	0.00025	0.00125	0.00325	0.004875	0.00025	0	0.0015	0.00175	0.000125	0.003	0.00225	0.001
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella tanakaei"	0.001	0.00075	0.002	0.002	0.0025	0	0.0015	0.00025	0.001	0.00125	0.00075	0.00175	0	0.00125	0.00025	0.003	0.021	0.00075	0.001	0	0	0.00025	0	5e-04	0.00025	0	0	0	0	0.0015	0.00825	0.002	0.00425	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter fastidiosus"	0.00025	5e-04	0	0.00025	5e-04	0.002	0	5e-04	0	5e-04	0.0085	0.002	0.00025	0.0015	0	0	0.00725	0.0015	0	0	0.00325	0.001375	0.0065	0	0.001	0.00075	0.0105	0.00025	0	0.00025	0.0025	0.005	0.00025	0.001
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera vaginalis (ex Bordigoni et al. 2020)"	0.00025	0.00025	5e-04	0.00025	0.00175	0	0.00075	5e-04	0.004	0.0015	0.00025	0.00025	0.001	0.00225	0.00025	0	0	0	0.0025	0	0.00375	0.002125	0.0045	0.005875	0.003	0.006	0.00025	0	0.00375	0.00275	0.00275	0.00425	0.0015	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides salyersiae"	0.00125	0	0	0.00525	0.00225	0.008	0	0	0	0.00125	0	0.0125	0.002	0	0	0.00475	0	0	0	0	0	0.006	0	0	0.001	0	0	0	0	0.00325	0	0	0	0.00675
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium animalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium aesculapii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0.02625	5e-04	0	0.017125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella oris"	0	0	0.00025	0	0	0	0.0015	0.00025	0	0.00025	0.00575	0	0	0.0015	0	0.00025	0.0265	0	0	0	0.00025	0.000125	0.00025	0	0	0.00725	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides thetaiotaomicron"	0	5e-04	5e-04	0	0	0	0	0.00375	0	0	0.00975	0	0	0.003	0	0	0.0015	0	0	0	0.0045	0	0.006	0	0	0.00075	0.01	0.0025	0	0.00075	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caccae"	0	0.00375	0	0	0	0	0	0	0	0	0.0135	0	0	0.00725	0	0	0.0175	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0
