"ID"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"grogu_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"g__Parabacteroides"	95	6	43	1	0	39	115	60	53	72	6	0	43	8	142	48	47	96	61	57	148	77	10	143	41	13	291	197	20	75	78	26	236	68	73	49	406	48	89	68	175	92	158	80	28	105	145	97	137	80	123	124	131	101	128	12	40	35	12	31	170	146	22	65	64	46	60
"g__Bacteroides"	81	118	27	7	0	5	556	26	228	16	44	13	38	9	41	66	7	64	8	11	18	332	24	40	100	6	169	59	11	149	247	43	39	107	54	99	187	27	174	191	126	25	14	127	9	375	82	34	45	61	392	78	30	10	79	7	54	27	6	17	17	44	42	67	70	19	106
"g__Escherichia"	0	62	296	154	100	0	0	219	0	3	0	0	28	1	225	142	0	109	0	174	278	2	0	611	41	36	0	6	3	4	14	16	152	13	0	14	5	6	5	62	0	393	223	0	5	4	7	0	53	0	52	15	30	26	2	13	991	22	1	0	9	441	21	0	0	40	212
"g__Sutterella"	247	133	70	0	94	220	72	39	51	33	76	104	91	3	50	21	38	133	38	43	92	108	2	142	61	31	80	133	46	122	37	12	93	67	198	109	65	181	24	20	45	94	61	36	62	37	49	53	67	71	46	83	97	36	45	95	5	45	76	88	50	39	21	18	51	104	36
"g__Fusobacterium"	0	581	4	0	2	23	345	19	197	56	817	39	11	0	40	84	0	18	14	0	34	597	0	28	27	1	114	0	94	37	62	5	0	21	57	4	71	115	7	2	48	7	0	112	1	27	21	16	1	17	3	37	0	0	14	21	2	28	11	0	0	2	37	57	48	22	25
"g__Blautia"	2	17	24	0	2	36	21	34	53	55	14	91	59	20	41	55	16	92	41	47	39	191	22	21	213	59	75	2	6	18	21	138	45	159	24	30	21	9	23	52	35	18	173	33	16	57	22	3	44	29	37	12	16	16	25	52	15	14	10	6	32	35	31	44	99	7	110
"g__Wansuia"	2	14	38	0	16	6	51	82	97	25	12	22	64	18	38	17	24	50	13	33	28	256	37	27	76	44	49	11	4	7	22	34	25	37	27	9	41	4	40	31	46	38	35	24	22	34	25	29	120	15	47	21	52	28	29	5	12	11	4	17	62	57	86	48	60	14	46
"g__Clostridium"	2	8	39	2	5	62	37	43	45	17	8	13	35	1	6	24	10	33	1	14	8	142	11	5	79	8	34	2	3	50	42	36	23	60	9	67	26	2	92	83	49	45	28	39	4	85	41	53	39	97	108	39	21	14	45	1	24	21	1	6	43	39	87	85	64	2	55
"g__Xylanibacter"	1	1	147	0	0	0	0	101	0	0	7	119	80	0	0	0	0	109	0	0	1	0	0	0	0	11	244	0	0	0	0	0	1	0	67	0	254	0	0	0	257	0	1	0	27	0	174	263	0	0	0	99	0	0	0	0	0	17	0	44	0	0	0	0	231	0	0
"g__Duodenibacillus"	275	27	12	0	1	22	14	12	12	7	14	8	20	2	29	7	17	15	22	17	20	23	1	19	17	13	12	472	0	44	24	8	49	23	42	73	17	2	24	27	22	23	21	25	13	19	45	23	25	46	28	89	31	51	55	1	3	69	1	19	17	39	18	18	27	1	14
"g__Collinsella"	48	10	18	0	1	55	22	11	21	26	51	2	10	0	20	11	4	4	3	4	48	83	5	88	5	72	22	14	19	187	260	7	32	13	53	53	6	5	15	9	3	4	43	4	5	59	44	13	7	17	18	36	6	3	40	7	6	15	9	11	12	6	249	85	4	33	57
"g__Succinatimonas"	1	32	10	0	11	59	85	8	81	59	17	21	22	4	29	14	18	18	23	4	32	155	3	10	50	33	25	3	45	16	20	15	0	53	43	26	29	22	15	23	36	14	1	85	32	37	13	11	26	48	44	44	1	14	44	33	6	16	14	19	15	20	23	53	20	14	44
"g__Enterocloster"	1	9	21	0	14	5	1	22	10	5	6	16	26	0	12	12	11	23	18	15	14	32	0	10	34	20	38	2	0	32	33	19	25	45	16	29	25	0	51	42	35	30	28	35	3	39	19	52	26	62	64	31	21	13	66	0	10	11	0	8	34	25	43	67	46	0	31
"g__Lacrimispora"	0	7	7	0	1	11	57	9	84	17	4	3	17	4	11	16	0	21	7	3	11	188	23	7	32	8	31	0	1	11	36	12	7	30	8	18	15	1	33	54	22	8	7	38	2	37	13	13	22	44	46	17	8	5	38	2	10	7	0	2	6	8	36	68	24	0	31
"g__Allisonella"	6	16	17	0	0	0	0	21	0	0	13	0	20	4	0	9	19	10	0	8	0	0	11	0	7	77	0	2	23	8	15	1	39	4	16	18	0	12	30	19	0	21	48	15	59	3	0	0	40	25	6	0	124	44	43	30	1	0	69	103	62	13	21	58	0	21	3
"g__Bifidobacterium"	753	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"g__Succinivibrio"	0	4	0	0	6	0	0	0	0	0	5	5	0	9	0	0	2	0	0	6	0	0	16	0	0	86	0	21	77	0	0	0	0	0	130	0	0	48	0	0	0	2	0	0	99	0	0	0	1	0	0	0	1	0	0	72	0	0	27	63	0	0	0	0	0	28	0
"g__Flavonifractor"	0	1	1	0	0	0	15	4	21	0	0	0	3	0	0	25	0	12	0	0	0	69	0	0	29	0	10	0	0	14	43	25	1	27	0	11	7	0	30	28	16	5	10	10	0	67	22	3	3	5	35	34	1	0	14	0	19	1	0	0	0	8	5	19	7	0	36
"g__Bilifractor"	0	10	12	0	0	1	3	6	12	4	7	0	16	1	2	18	1	6	1	9	2	20	10	2	8	29	5	0	12	11	21	4	6	7	12	13	14	2	39	47	10	14	5	9	7	4	11	9	42	7	3	15	17	6	13	6	2	7	8	6	20	12	16	18	12	7	7
"g__Mediterraneibacter"	0	32	3	5	1	0	1	17	3	0	5	5	7	0	0	124	1	31	0	0	0	22	0	0	72	3	6	0	3	8	14	52	1	54	0	5	3	8	22	21	10	0	0	6	0	16	2	4	1	7	7	2	1	0	2	3	6	3	9	0	0	2	12	11	6	8	19
"g__Faecalicatena"	0	11	52	0	0	0	0	52	0	0	2	0	41	4	0	5	0	60	0	6	0	1	5	0	87	0	26	0	0	4	1	40	5	39	2	4	9	0	6	12	23	7	4	8	0	10	4	3	4	2	10	1	2	0	2	0	9	2	0	0	1	10	4	5	43	0	34
"g__Prevotella"	3	1	14	0	0	1	0	7	0	0	1	41	17	0	0	1	0	11	0	0	0	0	0	0	0	4	92	2	0	0	4	0	2	1	27	1	86	0	0	0	99	0	0	0	12	6	23	41	0	0	3	33	3	0	0	0	0	3	0	9	0	0	0	0	38	0	0
"g__Pseudomonas"	9	7	0	0	3	91	212	1	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Lachnoclostridium"	1	4	3	0	3	2	4	1	7	2	2	5	5	1	5	1	3	4	3	5	3	28	3	2	4	5	14	0	0	6	7	3	2	5	3	6	4	1	6	7	8	4	7	10	2	6	5	8	11	9	6	6	2	2	7	0	2	2	0	4	9	1	5	15	4	0	8
"g__Butyricicoccus"	0	17	9	0	1	0	4	14	7	0	9	9	13	1	0	17	4	27	0	7	0	33	5	0	0	0	6	2	0	3	8	0	1	0	0	1	7	0	8	13	8	0	0	4	0	0	1	5	0	3	0	0	0	0	2	0	0	1	0	0	0	1	1	2	30	0	0
"g__Butyrivibrio"	0	2	1	0	0	0	2	4	5	0	0	2	7	2	2	4	0	3	1	2	2	37	6	0	4	6	10	1	4	4	6	6	4	11	4	0	6	1	2	2	9	1	1	4	1	6	5	7	16	2	4	4	5	2	10	2	1	2	0	1	5	4	2	8	3	0	9
"g__Waltera"	0	2	3	0	3	2	18	4	24	9	3	2	9	1	9	1	0	7	3	4	3	21	3	6	4	2	7	0	1	1	1	6	0	5	3	1	8	1	2	4	7	0	1	3	1	5	2	3	10	2	2	3	3	2	4	1	1	1	2	1	4	2	3	7	7	3	4
"g__Streptococcus"	0	0	0	30	0	15	6	0	26	17	1	6	0	0	0	0	2	0	1	1	9	51	3	2	0	2	0	0	4	0	1	1	1	1	0	1	0	9	1	1	0	0	4	0	0	0	1	0	0	2	0	0	0	0	3	26	0	1	20	5	0	0	7	0	0	4	0
"g__Duncaniella"	8	0	2	0	0	0	7	4	11	0	1	0	5	0	1	0	2	6	1	3	1	7	0	2	1	1	12	20	0	1	1	1	4	1	1	0	28	0	2	1	23	2	2	2	1	1	2	3	5	3	5	3	1	4	5	0	0	0	0	0	0	4	1	1	6	0	3
"g__Porcincola"	1	1	1	0	0	0	0	1	0	5	1	0	7	0	2	1	3	7	4	4	1	6	6	1	0	8	4	0	3	1	2	1	3	3	2	2	8	1	3	3	6	3	1	3	5	2	2	5	28	1	2	9	15	3	2	1	0	2	0	7	5	2	1	3	2	0	3
"g__Coprobacter"	0	0	1	0	0	0	10	0	1	10	0	0	0	6	12	6	1	1	0	4	2	4	11	5	3	0	2	14	0	1	3	1	0	3	0	1	8	0	8	5	9	0	1	13	0	10	2	2	0	2	5	0	0	0	1	0	2	1	0	0	0	6	1	3	5	0	7
"g__Paramuribaculum"	3	0	6	0	0	0	1	6	1	2	0	0	5	0	4	0	3	10	5	3	4	3	0	3	5	0	1	8	0	2	3	2	5	5	3	3	1	0	3	3	0	3	2	4	1	5	0	1	12	7	6	0	2	10	10	0	0	0	0	0	2	6	1	5	0	0	6
"g__Peptococcus"	0	0	1	0	0	0	8	3	10	0	0	0	11	0	0	5	3	5	0	3	0	12	0	0	23	1	0	0	0	2	0	4	0	4	1	3	0	0	3	17	0	3	2	3	0	3	9	0	1	7	1	5	1	2	7	0	1	4	0	0	1	2	1	3	0	0	6
"g__Hoylesella"	0	0	5	0	0	0	0	1	0	0	0	15	6	0	0	0	0	7	0	1	0	0	0	0	0	2	31	0	0	0	1	0	0	0	3	0	35	0	0	0	25	0	0	0	7	0	4	10	0	0	0	13	0	0	0	0	0	1	0	3	0	0	0	0	7	0	0
"g__Colibacter"	1	0	1	0	0	1	0	1	0	0	0	0	5	0	0	0	1	3	0	0	2	7	0	0	0	11	17	1	2	1	1	0	1	1	2	0	14	1	0	0	15	0	0	3	6	1	1	28	4	0	0	2	6	0	2	5	0	2	2	4	2	0	0	0	16	0	0
"g__Hominisplanchenecus"	0	1	1	0	0	0	2	1	2	1	1	2	6	1	0	1	0	1	0	1	0	15	4	0	4	3	7	0	0	0	4	3	2	9	4	0	4	1	3	1	2	1	1	8	2	7	2	1	9	5	9	1	3	1	11	0	1	2	0	1	1	2	1	5	3	0	6
"g__Marvinbryantia"	0	0	0	0	0	0	3	0	5	1	1	0	2	0	0	3	3	1	1	3	3	7	2	2	2	3	2	0	1	0	3	0	5	3	7	1	4	0	6	5	2	2	2	1	2	0	1	5	8	1	6	2	5	1	2	0	1	2	0	6	4	1	2	4	2	0	1
"g__Barnesiella"	1	1	1	0	0	0	1	2	0	1	1	0	2	0	4	1	0	3	1	2	0	1	0	0	0	0	4	2	0	1	1	2	3	3	0	1	2	0	3	2	1	7	1	8	0	12	0	1	5	5	12	0	0	4	4	0	0	0	0	0	0	15	1	5	0	0	8
"g__Asteroleplasma"	0	0	1	0	0	0	26	0	11	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	11	0	12	2	0	0	0	3	0	12	0	0	2	0	0	0	0	0	0	0	0	7	0	2	0	5	0	1	0	0	0	0	10	0	0	0	0	0	0	9	4	0	1
"g__Paraprevotella"	0	1	0	0	1	2	6	0	2	0	1	0	0	1	1	7	0	1	0	0	1	2	1	1	2	0	5	1	0	4	5	1	3	2	1	2	3	0	3	2	1	0	0	1	1	18	1	1	2	2	15	2	1	0	2	0	1	0	0	1	0	2	0	2	1	0	2
"g__Kineothrix"	0	1	0	0	1	1	4	2	8	4	0	0	4	1	1	1	2	2	0	2	2	9	1	2	1	1	2	0	3	0	1	0	0	3	3	0	2	1	2	2	2	1	0	2	1	2	2	2	8	1	1	2	0	1	1	1	0	1	0	1	1	0	2	3	1	1	1
"g__Klebsiella"	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Canicola"	0	1	1	2	0	3	19	0	59	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
"g__Anaeromassilibacillus"	0	0	0	0	0	0	3	1	5	1	0	0	1	0	1	0	0	4	0	0	1	9	0	1	0	1	0	0	0	1	0	4	0	4	0	0	0	1	1	1	0	0	0	6	0	4	1	0	0	6	2	6	0	0	5	1	1	2	0	0	0	0	0	4	0	0	3
"g__Muribaculum"	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1	2	0	0	0	7	0	0	0	0	13	2	0	0	0	0	0	0	0	0	12	0	0	0	16	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
"g__Thermophilibacter"	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	1	1	0	0	0	2	0	1	0	8	0	2	0	5	4	1	2	0	2	1	0	0	0	1	1	0	3	1	0	1	0	0	0	2	0	1	0	0	3	0	1	0	1	1	0	2	1	9	0	1	3
"g__Sodaliphilus"	3	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	2	1	2	2	3	0	1	0	0	0	5	0	0	1	0	1	1	1	1	1	0	2	1	0	1	0	3	0	4	0	0	2	1	3	0	2	4	5	0	0	0	0	0	1	2	1	1	0	0	3
"g__Eisenbergiella"	0	0	2	0	0	0	0	3	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	6	2	1	0	0	3	0	0	4	4	0	0	1	5	0	0	0	0	0	3	0	0	0	1	6	0	0	0	0	0	0	3	7	7	0	0	0
"g__Anaerocolumna"	0	1	2	0	0	0	1	0	0	0	0	0	1	0	1	1	1	2	2	1	0	5	2	0	0	3	0	0	2	0	0	2	0	0	2	2	1	0	1	1	2	1	1	0	2	1	0	2	6	0	0	3	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1
"g__Gemella"	0	1	0	0	0	3	1	0	0	3	0	1	0	0	0	0	0	0	0	0	1	27	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	1	0	0	0	0	1	0	1	0
"g__Gluceribacter"	0	0	1	0	0	1	3	1	3	1	0	0	2	0	1	0	0	0	0	0	1	7	2	0	1	1	2	0	1	0	1	0	0	1	0	0	2	0	0	0	1	0	0	1	0	1	2	2	4	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1
"g__Abiotrophia"	0	1	0	0	1	2	1	0	10	1	1	1	0	0	0	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	1	0
"g__Caecibacter"	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	8	1	0	1	0	2	0	0	0	1	1	0	1	0	0	1	0	0	1	6	2	0	1	2	0	0	1	6	0	0	2	0	0	0	2	1	0	0	0	1	0	0
"g__Qiania"	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	1	2	0	3	2	0	0	2	0	0	1	0	0	1	0	1	1	0	1	0	0	1	2	1	0	1	1	1	0	1	5	1	1	3	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0
"g__Alistipes"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	3	4	0	0	0	0	2	3	0	6	7	6	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0
"g__Veillonella"	0	0	0	0	1	0	2	1	21	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	3	0	0	2	0	0	0	0	0	0	0	0
"g__Alloprevotella"	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	3	3	1	1	1	2	1	0	0	2	0	0	1	1	0	3	5	0	0	2	0	2	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0
"g__Pantoea"	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	6	0	5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
"g__Latilactobacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	14	7	5	0	0	0	1	2	0	0	0	0	0
"g__Roseburia"	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	1	0	0	0	1	2	1	1	2	1	0	1	2	0	0	1	0	0	0	1	4	0	1	3	1	0	2	0	0	0	0	0	1	0	0	0	2	0	0
"g__Hungatella"	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	2	1	0	0	0	0	8	2	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	2	1	0	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
"g__Aggregatibacter"	0	2	0	3	1	0	3	0	7	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0
"g__Parolsenella"	2	2	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	2	0	1	0	2	0	0	2	1	2	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0
"g__Granulicatella"	0	1	0	11	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"g__Marseilla"	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	4	1	3	1	1	0	1	0	1	0	1	0	0	0	1	2	0	2	1	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0
"g__Eubacterium"	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2
"g__Faecalimonas"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	2	0	0	1	0	1	0	0	1	0	2	1	0	0	3	0	0	0	0	0	1	0	0	1	0	0	2
"g__Syntrophococcus"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
"g__Jingyaoa"	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	3	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	1	2	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
"g__Neisseria"	0	2	1	0	2	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0
"g__Drancourtella"	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	2	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g__Catenibacillus"	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	4	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	3
"g__Murimonas"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	1	0	2	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1
"g__Proteus"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	3
"g__Olsenella"	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
"g__Leyella"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
"g__Haemophilus"	0	0	0	8	1	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Actinobacillus"	0	1	0	4	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
