"Taxa"	"jarjarbinks_29"	"korra_29"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"goose_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"goose_42"	"lambchop_42"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"grogu_70"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0.0215	0.0075	0.008	0.02175	0.025625	0.0115	0.02125	0.005	0.01475	0.01275	0.02125	0.006875	0.00925	0.01	0.0125	0.0135	0.0055	0.017	0.0075	0.00625	0.0105	0.00075	0.07925	0.00925	0.0095	0.00475
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas"	0.00325	0.00275	0.00325	0.0155	0.00625	0.006	0.006	0.01125	0.012	0.0035	0.008	0.032125	0.0195	0.01725	0.0035	0.0115	0.015	0.0045	0.005	0.0315	0.00425	0.0115	0.0045	0.01175	0.00725	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"	0.00675	0.0035	0.00375	0.01675	0.009625	0.00425	0.02675	0.0175	0.004	0.02325	0.01225	0.01375	0.01775	0.0035	0.004	0.00375	0.0025	0.00325	0.01125	0.0025	0.0015	0.00175	0.01825	0.017	0.00425	0.0095
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"	0	0	0.00325	0.00125	0	0.003	0.00675	0.045	0.00075	0.003	0.0225	0.01225	0.013	0	0.03725	0.00875	0.00025	0	0.00775	0	0	0.00025	0.03225	0.03225	0.00075	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia"	0.00675	0.00275	0.00575	0.022	0.00925	0.006	0.0085	0.0105	0.0055	0.0125	0.0205	0.014875	0.01375	0.00625	0.00025	0.00275	0.0105	0.00375	5e-04	0.00375	0.00475	0.00125	0.0105	0.01825	0.00625	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Wansuia"	0.012	0.0025	0.00425	0.0045	0.014125	0.00825	0.00725	0.00525	0.01525	0.0065	0.0145	0.012625	0.00425	0.012	0	0.0095	0.00525	0.0085	0.00025	0.0145	0.008	0.00075	0.01275	0.01125	0.0125	5e-04
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella"	0.00225	5e-04	0.01925	0.0045	0.006625	0.00225	0.013	0.0045	0.003	0.0025	0.03	0.001875	0.003	0.001	0.003	0.00675	0.00025	0.00075	5e-04	0.00025	5e-04	0.00225	0.0605	0.02625	0.00175	0.00175
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium"	0.00425	0.0015	0.009	0.0075	0.004625	0.0035	0.029	0.00725	0.005	0.005	0.00925	0.016125	0.013	0.00275	0	0.0095	0.0025	0.0015	0.0035	0.01175	0.00225	0.001	0.00075	0.006	0.00375	0.001
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio"	0.00025	0	0.0035	0	0.000375	0.02075	0	0	0.03525	0	0	0	0	0.04775	0.008	0.004	0.005	0	0	0.01	0.00125	0.014	0	0	0.00075	0
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus"	0.0035	0.00125	0.00225	0.007	0.00725	0.005	0.00625	0.00625	0.00675	0.00175	0.00625	0.009625	0.006	0.00525	0	0.003	0.0015	0.0035	0.00525	0.00575	0.00525	0.00575	0.0045	0.00225	0.00525	0.00975
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella"	0.004	0.00375	0.006	0.004	0.00375	0.0035	0.0015	0.003	0.0135	0.00025	0	0.002375	0.002	0.01775	0.01475	0.00375	0.00175	0	0	0.00375	0.0025	0.0085	0	0.00375	0.01275	0.00075
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Xylanibacter"	0	0	0	0	0	0.00825	0.00025	0	0.00925	0	0.02475	0	0	0.01325	0	0.0055	0.008	0	0.00025	0.01475	0	0.01725	0	0	0.009	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster"	0.005	0.00275	0.006	0.00625	0.00425	0.004	0.01425	0.0035	0.00525	0.0035	0.006	0.010875	0.008	0.0045	0	0.00375	0.00225	0.00425	0.00125	0.00225	0.001	0.001	0.0025	0.00375	0.004	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora"	0.001	5e-04	0.0025	0.00425	0.002375	0.0025	0.01425	0.00525	0.00275	0.00225	0.004	0.00925	0.005	0.002	0	0.00175	0.00075	0.00125	0.00075	0.005	0.00025	0.00025	0.00225	0.0125	0.00225	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor"	5e-04	0	0.001	0.00225	0.001125	0	0.0355	0.00075	0	0.0035	0.00675	0.0075	0.0055	0	0	5e-04	0.00025	0	0	0	0	0	0	0.0025	5e-04	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bilifractor"	0.00275	0.001	0.002	0.0035	0.005125	0.004	0.00625	0.00225	0.00275	0.00075	0.00275	0.007875	0.00275	0.00325	0.00375	0.00075	5e-04	0.00125	0.00275	0.00325	0.00175	0.00125	0.00175	0.0015	0.00175	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter"	0	0	0.00025	0.0235	0	5e-04	0.00125	0.0085	0	0.0055	0.00075	0.008625	0.00375	0.00025	0.00025	5e-04	0.00025	0	0	0	0	0.00025	0	0.00325	0.00075	0.00025
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter"	0	0	0.00225	0.01675	0	0	0	0	0	0.001	0	0.008125	0.0115	0	0	0	0	0	0.00275	0	0.01025	0.00025	0.00025	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01825	0.027	0.00075	0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium"	0	0	0	0	0.000125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0355
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"	0	0	0.00025	0.00125	0.000625	0.0045	0	0	0.00325	0.00025	0.0035	0.00025	0.00025	0.00525	0	0.00075	5e-04	0	5e-04	0.00125	0.00025	0.0055	0	0	0.003	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena"	5e-04	0	5e-04	0.002	0.000875	0.001	0.00025	5e-04	0.00025	0.00325	0.0025	0.00275	0.0035	0.00025	0	5e-04	5e-04	5e-04	0.00025	0.00025	0.001	0	0	0.0025	0.005	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio"	0.00075	0.00025	0.00175	0.0015	0.0015	0.0015	0.00125	0.0015	0.00075	0.00125	0.0025	0.00275	0.001	0.0015	0	0	5e-04	0.00075	0.00025	5e-04	0.001	0.00025	0.00025	0.0025	0.00125	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Porcincola"	0.00025	0.00025	0.00025	0.00025	0.0025	0.00275	0.0015	0.00075	0.004	0.00025	0.00025	0.0025	0.00025	0.00275	0	0.00025	0.00025	0.00275	0.00025	0.00025	0.00175	0.001	0.00025	5e-04	0.00125	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium"	5e-04	0.00075	5e-04	0.001	0.001125	0.0015	0.0025	0.001	0.0015	5e-04	0.00125	0.00275	0.001	0.00175	0	5e-04	5e-04	0.0015	0.00075	0	0.001	0	0.00075	0.0015	0.001	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__Butyricicoccus"	0	0	0	0.00175	0	0	0.00175	0.005	0	0	0	0.004125	0.00275	0	0	0.00025	0	0	0	0	0.00025	0	0	0.00425	0.00125	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus"	0.00175	5e-04	0.00025	5e-04	0.000625	5e-04	0.001	5e-04	0	0.00075	0.00525	0.001125	0.00125	0	0	0.00075	0.00025	0	0	0	0.00025	0	0	0.00075	5e-04	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hominisplanchenecus"	5e-04	0.00025	0.00175	0.00125	0.00125	0.00125	0.00075	0.001	0.00075	5e-04	0	0.001125	0.00025	0.001	0	0	0.00025	0.00025	0	0	0.001	0	0.00025	0.00075	5e-04	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter"	0	0	0.00025	5e-04	0	0	0.00125	0.00075	0	0.00075	0.00075	0.000375	0.00075	0	0	0	0	0	0	0	0.00025	0	0.008	0.00025	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Waltera"	0.00075	0	5e-04	0.00075	0.000625	5e-04	0.00025	0.00125	0.00075	0.00025	0.001	0.0015	0.00025	5e-04	0	5e-04	0	0.00025	0	0.001	0.00025	0	0.00125	5e-04	0.00075	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum"	0.001	0	0.00025	0.00125	0.002125	0.00025	0.001	0.00025	0.00025	0.00125	0	0.000125	0.00025	0.00025	0	0.00025	0.00025	0.00075	5e-04	0	0	0	0.00225	0.00025	0	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__"	0	0	0.002	0.00075	0	0	0	0.00225	0	0.00075	0.0015	0.00025	0.00025	0	5e-04	0	0	0	0	0	0	0	0	0.0035	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia"	5e-04	0	0.00025	5e-04	0.00075	0.00075	0.00125	0.001	0.00125	0	5e-04	0.001375	5e-04	0.00075	0	0	0	0.00075	0.00025	0.00025	0.00025	0	0.00025	0.00025	5e-04	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter"	0	0	0.00025	0	0.00025	5e-04	0	0.00025	0.001	0	0	0.00025	0	0.00175	0.00025	0	0	0.0025	5e-04	0.00025	0.00075	0.00125	0	5e-04	0.00125	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella"	0.00075	0	0.001	0.001	0.005125	0	5e-04	0	5e-04	5e-04	0.00025	0.000125	0	0	0	0.00025	0	0.00025	0.00025	0	0	0	0.00075	0	0	0.00025
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"	0	0	0.00075	0	0.00025	0	0	5e-04	0	0	0.00075	0.00025	0.00025	0	0.00025	0.00025	0	0.00025	0.00225	5e-04	0.00025	5e-04	0.00375	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella"	0.00025	0	0.00025	5e-04	0.000375	5e-04	5e-04	0	5e-04	5e-04	5e-04	0.00025	0.00025	0.00025	0	5e-04	0.00025	0.00075	0.00025	5e-04	5e-04	0	0.001	0.00025	5e-04	0.001
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Anaeromassilibacillus"	0	0	0.00075	0.00125	0	0	0	0.00225	0	0.0015	5e-04	0.00025	0.00075	0	0	0	0	0	0	0	0	0	0	0.0025	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Kineothrix"	0.00025	0	0.00025	0.00025	0.00075	5e-04	0.00025	5e-04	0.00075	0.00025	5e-04	0.000625	0.00025	0.00025	0.00025	5e-04	0.00025	0.00075	0	5e-04	5e-04	0.00025	0.00075	0	5e-04	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella"	0	0	0	0	0	0.00175	0	0	0.00125	0	5e-04	0	0	0.00175	0	0	0	0	0.00025	0.00075	0	0.00075	0	0	0.001	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerocolumna"	0	0.00025	0.00025	0	0.000375	0.00125	0.00025	0.00025	5e-04	0.00025	0	5e-04	0	5e-04	0	0	0	5e-04	0	0.00075	0.00075	0	0	0.00025	0.00025	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella"	0	0	0	5e-04	0.000375	5e-04	0.00075	0	0.00025	0.001	0.00025	0.00025	0.00125	0.00025	0	0.00025	0	0	0.00025	0	0	0	5e-04	5e-04	0	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter"	0.00025	0	5e-04	0.00025	0	0	5e-04	5e-04	0.00025	0	0.001	0.00025	0.001	0.00025	0	0	0.00025	0	0.00025	0.00025	0	0	0.00075	5e-04	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella"	0	0	0.00075	0.001	0.000375	0.00025	0.00025	0	0.00025	0	0	0.00025	0.00025	5e-04	0	0	0	0	0.001	0	5e-04	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Qiania"	0	0	0.00025	0	0.000375	5e-04	0.00025	0.00025	0.00075	0	0	0.000375	0.00025	0.00075	0	0	0	0.00075	0	0	0.00025	0	0	0	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia"	0	0	0	0.00025	5e-04	0.00025	0	0.00075	0	0	0	0.000625	0	0.00025	0	0	0	0.001	0.00025	0	0.00025	0	0	0.00025	5e-04	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter"	0	0	0	0	0.000375	0.00025	0	0.00025	5e-04	0	0	0	0	0.00075	0	0	0	0.00075	0.00075	0	0	0.00025	0	0	5e-04	0
"k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma"	0	0	0	0	0	0	0	0.00075	0	0.0015	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0.00025	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella"	0.00025	0	0	0	0.000125	0	0.00025	0	0.00025	0	0.00025	0.00025	0.00025	0	0.00025	0.00025	0.00025	0	0	0	0	0.00025	0.00125	0	0	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus"	0.00025	0	0	5e-04	0.000375	0	0.00025	0	0	5e-04	0	0	0.00025	0	0	0	0	5e-04	0.00025	0	0	0	0.00025	5e-04	0	5e-04
"k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella"	0	0	0.00075	0.00025	0	0	0	5e-04	0	0	0	0	0.00025	0	0	0.00025	0	0	5e-04	0	0	0	0.0015	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella"	0	0	0.00025	5e-04	0	0	0	0	0	0	0	0.001125	0.00125	0	0	0	0.00025	0	0	0	0	0	0	5e-04	0	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella"	0	0	5e-04	0.00025	0	0	0	0.00025	0	0	0	0	0.00025	0	0	0.00025	0	0	0	0	0	0	0.00175	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea"	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0.0025	0.00025	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla"	0	0	0.00025	5e-04	0.00025	0.00025	0.00025	0	0.00025	0	0	0.00025	0	0.00025	0	0	0	0	5e-04	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus"	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium"	0	0	0	0.00025	0.000125	0	0	5e-04	0	0	5e-04	5e-04	0	0.00025	0	0	0	0	0	0	0	0	0	0.00025	5e-04	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Gluceribacter"	0	0	0	0	0.00025	0.00025	0	0	0	0	0.00025	0.00025	0	0	0	0	0	0	0.00025	0.00025	0.00025	0	0	5e-04	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Jingyaoa"	0	0	0	0.00025	0.00025	0.00025	0	0	5e-04	0	0	0.00025	0.00025	0.00025	0	0	0.00025	0	0	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Caecibacteroides"	0	0	0	0	0	0.00025	0	0	5e-04	0	0	0	0	0	0	0.00025	0.00025	0	0	0.00075	0	0	0	0	0	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella"	0	0	0.00025	0	0	0	0	0.00025	0	0.00025	0	0.000375	0	0.00025	0	0	0	0	0	0.00025	0	0	0	5e-04	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas"	0	0	0.00025	0.00025	0.000125	0	0	0	0.00025	0	0	0.000375	0.00025	0.00025	0	0	0	0	0	0	0	0	0	0	0.00025	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella"	0	0	0	0	0.000375	0	0	0.00025	0	0.00025	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0.00025	0.00025	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes"	0	0	5e-04	0.00025	0	0	5e-04	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pseudocitrobacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00175	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Diplocloster"	0	0	0	0	0.000125	5e-04	0.00025	0	0.00025	0	0	0.00025	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Murimonas"	0	0	0.00025	0	0.00025	0	0	5e-04	0	0	0	0.000375	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Syntrophococcus"	0	0	0	0.00025	0.000125	0	0.00025	0	0.00025	0	0	0.00025	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella"	0	0	0	5e-04	0.000125	0	0	0	0	0.00025	0	0.000125	0.00025	0	0	0	0	0.00025	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus"	0	0	0	0	0	0	0	0	0	5e-04	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Cuneatibacter"	0	0	0	0	0	0.00025	0	0	0.00025	0	0	0.000125	0	0	0	0	0	0	0	0	0	0.00025	0	0	0.00025	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella"	0	0	0	0	0	0	0	0	0	0	0	0.000125	0	0	0	0	0	0	0.00025	0	0	5e-04	0	0.00025	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Leyella"	0	0	0	0	0.000125	0.00025	0	0	0	0	0	0.000125	0	0.00025	0	0	0	0	0	0	0	0.00025	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__|g__"	0	0	0	0	0.000125	0.00025	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdimonas"	0	0	0	0	0	0	0	0	0.00025	0	0	0.000125	0	0	0	0	0	0	0	0	0	0	0	0.00025	0.00025	0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium"	0	0	0	0	0.000125	0	0.00025	0	0	0	0	0.000125	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus"	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0.00025	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum"	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0
