"ID"	"hera_1"	"wolverine_1"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"iris_17"	"kubo_17"	"wolverine_17"	"hamlet_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"kubo_18"	"wolverine_18"	"ophelia_19"	"wolverine_19"	"hera_2"	"jarjarbinks_2"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"jarjarbinks_21"	"korra_21"	"kubo_21"	"hamlet_22"	"hera_22"	"iris_22"	"kubo_22"	"hamlet_23"	"iris_23"	"korra_23"	"hera_24"	"kubo_24"	"ophelia_24"	"wolverine_24"	"kubo_25"	"jarjarbinks_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"hera_37"	"kubo_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"ophelia_43"	"iris_44"	"jarjarbinks_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"hamlet_46"	"iris_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"ophelia_55"	"ophelia_57"	"wolverine_57"	"wolverine_58"	"hamlet_59"	"iris_59"	"ophelia_59"	"korra_6"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"	"hera_7"	"iris_7"	"korra_9"
"njc76"	0.13	0.93	0.69	0.38	1.31	0.42	9.38	3.69	0.62	3.56	1.73	0.98	4.25	1.96	2.69	0.36	0.58	5.45	0.18	2.8	1.98	0.38	4.58	0.42	12.64	1.07	0.82	2.05	1.67	1.25	0.76	0.18	1.22	2.02	0.31	0	2.34	1.53	0.87	0.98	0.93	1.18	0.96	2.94	3	1.49	0.09	0.38	0.11	0.56	1.4	0.28	2.13	1.07	1.64	1.98	0.62	0.93	1.2	6.59	2.38	1.71	2.56	0.65	2.85	1.29	0.8	8.51	2.07	1.96	4.31	0.09	1.45	2.04	5.38	2.13	1.71	0.04	1.47	5.83	1.64	0.02	1.42	2.07	1.25	0.27	0.02	2.22	0.42	1.42	1.65	1.22	4.87	0.76	0.93	2.09	3.65	3.27	1.93	14.3	1	6.41	0.16	0.45	0.16	1.25	3.98
"njc77"	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.01	0	0.02	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0.02	0.02	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0.02	0	0.02
"njc78"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc79"	0	0.07	0	0	0.02	0	1.98	0.04	0	0.87	0	0	0.49	0.02	0	0	0	0.67	0.02	0.02	0.02	0	1.04	0.02	0.36	0	0	0.62	0.02	0	0.02	0	0	0	0	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0.02	0	0	0.07	0	0.18	0	0.07	0.03	0.02	0.02	0.87	0	0.02	0.07	0	0	0.02	0	0.87	0.02	0.07	0.64	0.09	0	0.29	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0	0.02	0.09	0	0.09	0.33	0.02	0.04	0.07	0.02	0.02	0.18	0.02	0.01	1.53	0.4	0	0	0.11	0	0.16	0
"njc80"	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0
"njc81"	36.31	40.87	26.01	41.48	20.21	43.89	49.42	20.52	11.58	41.3	29.11	39.31	30.33	40.31	54.94	20.21	18.62	28.18	17.34	37.85	44.77	22.03	39.11	3.07	21.77	11.6	11.54	42.15	13.9	18.1	25.69	14.71	18.25	25.67	8.65	13.32	46.03	29.31	21.59	25.18	19.19	17.96	27.96	32.13	64.98	13.03	28.11	29.16	23.62	13.82	36.62	13.91	17.36	40.56	7.84	40.08	25.6	35.58	27.17	36.58	6.03	13.16	13.63	10.21	18.07	32.35	17.43	30.78	15.96	14.65	29.86	13.29	21.1	20.29	15.8	33.53	26.13	12.58	23.53	13.64	29.56	13.18	19.8	18.84	4.14	39.5	16.13	12.91	23.05	17.62	27.53	19.89	25.13	26.23	46.49	23.14	15.47	10.71	16.13	23.01	39.14	9.39	42.62	18.96	33.57	18.16	21.94
"njc82"	0	0.02	0	0.09	0	0.11	0.04	0	0.02	0.11	0	0	0.04	0.04	0.04	0.04	0.02	0.02	0	0.04	0.02	0	0	0.02	0.07	0	0.04	0.04	0.33	0.04	0	0.04	0	0	0.02	0.04	0.09	0.02	0	0	0.09	0	0.13	0.04	0.02	0	0.02	0	0.07	0.13	0.11	0.13	0.04	0.13	0.16	0.02	0.22	0.07	0.02	0.13	0.02	0.07	0.13	0.09	0.04	0.16	0	0.13	0.04	0.02	0.18	0.02	0.02	0.11	0.13	0.02	0	0.4	0.04	0.09	0.13	0.11	0.02	0.2	0	0.02	0.07	0.04	0	0.09	0.04	0.18	0.04	0.02	0	0.02	0.04	0.13	0.31	0.16	0.13	0.04	0.04	0.18	0.04	0.27	0
"njc83"	0	0.07	0	0.04	0	0	1	0.02	0.02	0.36	0	0	0.36	0	0	0.02	0.04	0.49	0	0	0.04	0.02	0.67	0	0.18	0	0	0.49	0.04	0	0.02	0	0	0.02	0	0	0.29	0.02	0	0.07	0	0.02	0	0	0.04	0	0	0	0	0.02	0	0.01	0.07	0.16	0	0.07	0.03	0.04	0	0.76	0	0.07	0.07	0.02	0	0	0.04	0.62	0.13	0.13	0.51	0	0	0.27	0.04	0.04	0.07	0.02	0.04	0	0	0	0	0.2	0	0	0	0.07	0	0.13	0.31	0.02	0	0.07	0.02	0.04	0.09	0.02	0.04	1.18	0.02	0.04	0	0	0.02	0.09	0.04
"njc84"	0	0.02	0	0.09	0	0.11	0.04	0	0.02	0.11	0	0	0.04	0.04	0.04	0.04	0.02	0.02	0	0.04	0.02	0	0	0.02	0.07	0	0.04	0.04	0.33	0.04	0	0.04	0	0	0.02	0.04	0.09	0.02	0	0	0.09	0	0.13	0.04	0.02	0	0.02	0	0.07	0.13	0.11	0.13	0.04	0.13	0.16	0.02	0.22	0.07	0.02	0.13	0.02	0.07	0.13	0.09	0.04	0.16	0	0.13	0.04	0.02	0.18	0.02	0.02	0.11	0.13	0.02	0	0.4	0.04	0.09	0.13	0.11	0.02	0.2	0	0.02	0.07	0.04	0	0.09	0.04	0.18	0.04	0.02	0	0.02	0.04	0.13	0.31	0.16	0.13	0.04	0.04	0.18	0.04	0.27	0
"njc85"	0	0.44	0	0.04	0.02	0	3.36	0.07	0.02	1.65	0	0	0.76	0.02	0	0.02	0.04	1.16	0.02	0.02	0.07	0.02	1.67	0.02	2.21	0	0	1.07	0.07	0	0.04	0	0	0.02	0.02	0	0.45	0.07	0	0.13	0	0.02	0.02	0.02	0.09	0	0	0	0.02	0.02	0	0.08	0.07	0.22	0	0.22	0.07	0.09	0.02	1.45	0.04	0.09	0.18	0.02	0	0.02	0.04	1.64	0.18	0.2	1.33	0.09	0	0.44	0.13	0.42	0.18	0.07	0.07	0.02	0.22	0.02	0	0.24	0	0.04	0.04	0.16	0	0.18	0.87	0.04	0.07	0.13	0.07	0.07	0.4	0.07	0.08	2.4	0.07	0.04	0	0.11	0.02	0.27	0.04
"njc86"	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0.02
"njc87"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.02	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0	0.02	0.02	0	0.09	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0.04	0	0	0.02	0	0.02	0	0	0	0	0	0	0.02	0.02	0	0	0	0.02	0	0	0	0	0	0.04	0.01	0	0.36	0	0	0.02	0	0	0
"njc88"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc89"	0.09	0.67	0.27	0.22	0.71	0.29	3.47	1.2	0.33	1.71	0.69	0.58	2.54	1.91	2.51	0.22	0.33	3.02	0.16	2.69	1.71	0.13	3	0.36	7.76	0.89	0.49	1.36	1.67	0.56	0.58	0.18	1.22	1.98	0.27	0	2.14	1.49	0.56	0.93	0.93	0.91	0.96	1.53	2.87	1.2	0.09	0.38	0.09	0.51	1.11	0.22	1.49	0.4	0.62	1.44	0.44	0.58	0.36	5.48	2.31	1.04	1.27	0.31	2.85	0.64	0.56	7.11	1.18	1.07	3.34	0	1.45	1.71	1.24	1.78	1.58	0.02	1.25	1.36	1.33	0	1.42	1.89	0.62	0.22	0	2.18	0.24	1.22	1.36	0.49	3.24	0.58	0.71	1.04	3.2	2.69	1.33	10.49	1.2	3.58	0.07	0.33	0.13	1.11	3.96
"njc90"	0	0.07	0	0	0.02	0.02	1.98	0.04	0	0.87	0	0	0.49	0.02	0	0	0	0.67	0.02	0.02	0.02	0	1.04	0.02	0.36	0	0	0.62	0.04	0	0.02	0	0	0	0	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0.02	0	0	0.07	0	0.2	0	0.07	0.03	0.02	0.02	0.87	0	0.02	0.07	0	0	0.02	0	0.87	0.02	0.07	0.64	0.09	0	0.29	0.04	0.09	0.11	0.07	0.04	0	0.04	0.02	0	0.18	0	0	0.02	0.09	0	0.09	0.33	0.02	0.04	0.07	0.02	0.02	0.18	0.02	0.01	1.53	0.04	0	0	0.11	0	0.16	0.02
"njc91"	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0.04	0	0	0
"njc92"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc93"	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0
"njc94"	0.04	0.04	0	0.02	0.02	0.02	0.09	0	0	0.13	0.02	0.02	0.13	0.07	0.04	0.02	0.13	0.18	0.04	0.04	0.04	0.07	0.11	0.04	0	0	0.04	0.31	0.04	0.02	0.09	0.18	0.18	0.04	0	0	0.33	0.04	0	0.24	0.16	0.02	0.24	0.04	0.09	0	0.04	0.07	0.11	0.04	0.13	0.12	0.09	0.09	0.02	0.04	0.06	0.02	0.04	0.31	0	0.09	0.04	0.02	0.2	0.04	0.09	0.27	0.04	0.02	0.51	0.07	0.24	0.07	0.07	0.07	0.87	0.18	0.04	0.02	0.11	0.29	0.2	0.24	0	0.16	0.2	0.09	0.02	0.11	0.27	0.02	0.07	0.02	0.07	0.02	0.22	0.04	0.07	0.24	0.16	0.02	0.2	0.2	0.2	0.6	0.11
"njc95"	37.02	40.93	26.25	47.26	21.34	45.95	27.66	18.2	25.98	35.98	28	41.51	25.39	39.62	51.96	19.9	18.2	23.6	16.21	34.33	42.5	20.5	34.3	2.23	18.66	11.14	10.34	40.7	19.53	16.41	26.01	13.03	22.49	24.65	13.14	14.16	43.65	28.07	21.28	23.81	26.59	17.11	31.63	29	61.63	10.87	28.4	40.76	22.93	16.07	35.91	16.15	16.43	44.56	20.11	40.61	28.6	37.25	27.06	29.88	1.4	12.83	14.76	10.17	16	32.33	17.36	20.96	14.09	14.67	26.08	17.4	22.15	19.64	14.07	31.01	24.27	11.07	22.04	11.46	28.41	10.89	18.12	16.97	16.97	40.21	12.36	18.78	24.52	17.87	26.2	23.41	18.87	25.98	46.07	23.76	10.78	10.26	14.49	9.83	41.34	5.4	45.02	18.34	34.46	17.4	16.85
"njc96"	0	0.07	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0.33	0	0	0.02	0	0.6	0	0.16	0	0	0.42	0.02	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.01	0	0.16	0	0.04	0	0	0	0.69	0	0	0	0	0	0	0	0.51	0	0	0.38	0	0	0.27	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0.04	0	0.09	0.22	0	0	0.07	0.02	0	0.07	0.02	0	1.09	0.38	0	0	0	0	0.08	0
"njc97"	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0	0	0.09	0	0.04	0	0	0	0	0	0	0	0.02	0.02	0	0	0.11	0	0.01	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0.11	0	0.11	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.02
"njc98"	0.09	0.67	0.27	0.22	0.71	0.29	3.47	1.2	0.33	1.71	0.69	0.58	2.54	1.91	2.51	0.22	0.33	3.02	0.16	2.69	1.71	0.13	3	0.36	7.76	0.89	0.49	1.36	1.67	0.56	0.58	0.18	1.22	1.98	0.27	0	2.14	1.49	0.56	0.93	0.93	0.91	0.96	1.53	2.87	1.2	0.09	0.38	0.09	0.51	1.11	0.22	1.49	0.4	0.62	1.44	0.44	0.58	0.36	5.48	2.31	1.04	1.27	0.31	2.85	0.64	0.56	7.11	1.18	1.07	3.34	0	1.45	1.71	1.24	1.78	1.58	0.02	1.25	1.36	1.33	0	1.42	1.89	0.62	0.22	0	2.18	0.24	1.22	1.36	0.49	3.24	0.58	0.71	1.04	3.2	2.69	1.33	10.49	0.85	3.58	0.07	0.33	0.13	1.11	3.96
"njc99"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.36	0	0	0.02	0	0	0
"njc100"	0	0.07	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0.33	0	0	0.02	0	0.6	0	0.16	0	0	0.42	0.02	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.01	0	0.16	0	0.04	0	0	0	0.69	0	0	0	0	0	0	0	0.51	0	0	0.38	0	0	0.27	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0.04	0	0.09	0.22	0	0	0.07	0.02	0	0.07	0.02	0	1.09	0.38	0	0	0	0	0.08	0
"njc101"	1.29	2.09	1.91	3.47	3.11	2.93	29.46	5.98	1.87	10.51	3.09	2.13	7.47	3.4	4.2	0.93	1.64	9.14	1.96	5.31	3.13	3.13	7.96	1.76	16.17	1.71	2.13	3.67	3.2	3.78	1.96	2.69	2.31	3.58	1.11	0.73	3.74	3.31	1.42	1.69	2.33	1.96	2.82	6.6	4.89	3	2.47	0.91	1.69	1.38	3.76	3.21	3.11	5.45	2.76	2.96	1.87	1.82	2.56	10.47	5.16	3.02	4.18	1.36	6.2	3.94	1.85	13.45	3.85	3.36	6.74	2.49	4.14	4.24	8.18	4.42	2.98	4.11	2.76	8.59	4.47	3.69	2.8	4.47	1.73	1.82	4.53	4.27	0.96	2.47	2.54	3.14	10.33	1.24	1.47	3.38	5.6	6.19	4.09	19.16	2.94	8.03	2.07	3.25	1.65	2.61	7
"njc102"	0	0.27	0.02	0	0.24	0.02	0.02	0.09	0.09	0.13	0.22	0.24	0.02	0.07	0.04	0.07	0	0	0	0.13	0.24	0.2	0	0	0.04	0.02	0	0	0	0.11	0.02	0	0	0.38	0	0	0	0.11	0.04	0	0	0	0	0.2	0.11	0.11	0	0	0	0.2	0.11	0	0	0.24	0.07	0.13	0.03	0.02	0.24	0	0.02	0	0.02	0.11	0	0.18	0	0	0.04	0.02	0	0	0	0.11	0.11	0.04	0	0	0.29	0.09	0.13	0	0	0.18	0.18	0.09	0	0	0	0.22	0	0.07	0	0.07	0.07	0.02	0	0.18	0.12	0	0.18	0	0.02	0.02	0	0.01	0
"njc103"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc104"	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0
"njc105"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc106"	0	0.07	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0.33	0	0	0.02	0	0.6	0	0.16	0	0	0.42	0.02	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.01	0	0.16	0	0.04	0	0	0	0.69	0	0	0	0	0	0	0	0.51	0	0	0.38	0	0	0.27	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0.04	0	0.09	0.22	0	0	0.07	0.02	0	0.07	0.02	0	1.09	0.38	0	0	0	0	0.08	0
"njc107"	0	0.07	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0.33	0	0	0.02	0	0.6	0	0.16	0	0	0.42	0.02	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.01	0	0.16	0	0.04	0	0	0	0.69	0	0	0	0	0	0	0	0.51	0	0	0.38	0	0	0.27	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0.04	0	0.09	0.22	0	0	0.07	0.02	0	0.07	0.02	0	1.09	0.38	0	0	0	0	0.08	0
"njc108"	37.2	41.58	26.52	44.46	19.54	46.15	31.08	20.27	11.76	37.56	29.04	39.44	27.86	40.84	55.4	20.3	18.96	26.47	17.5	38.49	44.9	22.34	37.33	3.36	23.89	11.8	11.82	41.97	14.62	18.39	26.41	14.89	18.58	26.16	9.07	14.16	46.14	29.58	21.59	25.18	19.52	18.23	29.01	32.58	65.56	13.12	28.51	29.33	24.07	14.89	37.98	14.49	17.8	44.23	7.93	40.96	26.67	35.87	27.32	36.61	6.18	13.14	14.07	10.61	18.56	33.73	17.7	30.56	16.11	14.71	30.24	13.38	21.35	21.62	15.71	34.15	26.51	13.56	23.89	13.6	30.72	13.69	20.07	19.62	4.05	40.41	16.47	13.07	23.14	18.49	27.89	21.85	25.51	26.38	46.71	23.36	15.38	11.33	16.94	21.3	40.68	9.65	44.31	19.56	34.86	18.94	22.4
"njc109"	0	0.02	0	0.04	0	0.07	0.02	0	0.02	0.09	0	0	0.04	0.02	0.02	0.02	0.02	0.02	0	0.02	0.02	0	0	0	0.04	0	0.04	0.04	0.27	0.04	0	0.02	0	0	0.02	0.02	0.07	0.02	0	0	0.09	0	0.04	0.02	0.02	0	0.02	0	0.04	0.07	0.09	0.06	0.02	0.04	0.07	0	0.12	0.04	0	0.11	0	0.04	0.11	0.02	0.02	0.09	0	0.09	0.02	0.02	0.13	0.02	0.02	0.07	0.07	0	0	0.31	0.02	0.02	0.09	0.07	0.02	0.18	0	0.02	0.04	0.02	0	0.07	0.04	0.04	0.02	0.02	0	0.02	0.04	0.07	0.2	0.11	0.11	0	0.02	0.07	0.02	0.14	0.02
"njc110"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0
"njc111"	0	0.33	0.02	0	0.24	0.02	1	0.09	0.09	0.45	0.22	0.24	0.33	0.07	0.04	0.07	0	0.33	0	0.13	0.27	0.2	0.6	0	0.2	0.02	0	0.42	0.02	0.09	0.02	0	0	0.38	0	0	0.24	0.13	0.04	0	0	0	0	0.2	0.16	0.11	0	0	0	0.2	0.09	0.01	0	0.4	0.07	0.18	0.03	0.02	0.22	0.69	0.02	0	0.02	0.11	0	0.18	0	0.51	0.04	0.02	0.38	0	0	0.38	0.11	0.09	0.04	0	0.33	0.09	0.13	0	0	0.36	0.18	0.09	0	0.04	0	0.31	0.22	0.04	0	0.13	0.09	0.02	0.07	0.2	0.12	1.09	0.56	0	0.02	0	0	0.09	0
"njc112"	37.2	41.58	26.52	44.48	19.52	46.15	31.08	20.23	11.8	37.56	29.02	39.42	27.86	40.84	55.4	20.3	18.96	26.47	17.5	38.45	44.9	22.32	37.33	3.34	23.65	11.8	11.82	41.97	14.64	18.39	26.41	14.89	18.58	26.16	9.07	14.14	46.14	29.56	21.59	25.18	19.59	18.23	29.03	32.58	65.56	13.12	28.51	29.33	24.07	14.8	37.93	14.51	17.8	44.21	8.04	40.94	26.67	35.87	27.32	36.61	6.18	13.14	14.05	10.55	18.56	33.71	17.67	30.56	16.11	14.71	30.24	13.38	21.37	21.62	15.71	34.15	26.51	13.54	23.89	13.6	30.72	13.69	20.07	19.62	4.16	40.41	16.47	13.11	23.14	18.49	27.89	20.74	25.51	26.38	46.69	23.36	15.38	11.18	16.9	21.3	40.59	9.45	44.28	19.6	34.84	18.94	22.4
"njc113"	0.47	1.82	1.02	0.56	2.09	0.51	7.47	4	0.98	3.45	2.31	1.16	3.51	2.8	3.53	0.69	0.98	4.89	1.85	4.71	2.62	2.67	5.47	1.63	11.83	1.24	1.58	2.62	2.67	2.8	1.11	2.56	2.13	3.25	0.58	0.02	3.27	3.04	1.38	1.51	2	1.44	1.91	4.36	4.27	2.31	2.13	0.76	1.31	0.82	2.36	2.64	2.47	0.89	1.73	2.33	1.21	1.42	1.62	8.71	4.89	2.85	4.25	0.93	5.93	2.38	1.4	11.58	3.45	2.89	5.6	2.4	3.96	3.04	4.53	4.07	2.58	3.47	2.22	5.48	3.31	3.31	2.56	3.49	1.27	0.93	4.29	3.91	0.73	1.96	2.42	2.2	9.07	0.96	1.09	2.76	5	5.61	3.19	14.67	1.58	6.72	0.42	2.71	0.53	1.87	6.62
"njc114"	4.31	2.6	2.07	6.32	5.25	6.18	4.54	4.22	4.82	7.15	3.56	8.53	1.42	11.27	4.54	2.25	4.84	2.62	5.76	11.39	1.93	4.89	3.82	1.36	4.61	1.87	3.29	3.78	6.47	4.58	4.38	5.58	5.29	6.99	2.8	0.87	3.61	7.67	3.72	1.2	6.85	3.16	12.05	8.03	4.96	4.47	7.51	6.82	8.69	5.9	16.8	7.46	4.31	6.56	2.31	2.24	10.39	9.23	2.96	7.66	3.05	3.29	5.31	2.78	6.91	10.34	4.27	8	4.36	3.8	6.18	5.33	7.05	5.89	4.05	3.96	3.83	7.74	4.94	3.56	6.82	7.78	6.11	7.65	0.8	4.67	7.13	4.45	4.45	5.03	3.05	6.07	6.53	1.24	1.4	4.67	2.18	3.94	7.53	4.36	7.01	1.42	17.95	9.48	4.76	3.94	6.85
