"ID"	"hera_1"	"wolverine_1"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"iris_17"	"kubo_17"	"wolverine_17"	"hamlet_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"kubo_18"	"wolverine_18"	"ophelia_19"	"wolverine_19"	"hera_2"	"jarjarbinks_2"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"jarjarbinks_21"	"korra_21"	"kubo_21"	"hamlet_22"	"hera_22"	"iris_22"	"kubo_22"	"hamlet_23"	"iris_23"	"korra_23"	"hera_24"	"kubo_24"	"ophelia_24"	"wolverine_24"	"kubo_25"	"jarjarbinks_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"hera_37"	"kubo_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"ophelia_43"	"iris_44"	"jarjarbinks_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"hamlet_46"	"iris_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"ophelia_55"	"ophelia_57"	"wolverine_57"	"wolverine_58"	"hamlet_59"	"iris_59"	"ophelia_59"	"korra_6"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"	"hera_7"	"iris_7"	"korra_9"
"njc11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc12"	0.16	1.11	0.4	3.76	7.38	0.64	6.89	1.47	34.58	3.43	1.16	7.36	3.09	5.25	2.51	0.27	0.38	3.87	1.45	3.02	1.73	0.2	4.07	0.42	10.04	4.07	0.58	1.96	14.79	5.2	1.84	1.8	14.03	5.54	12.47	0	2.34	4.11	1.05	1	20.48	1.04	10.91	1.58	2.96	1.29	4.69	27.98	0.38	2	1.62	9.11	1.56	1.38	35.96	1.62	1.19	1.02	2.02	6.17	2.65	1.09	1.49	1.07	7.71	1.42	0.67	8.4	1.29	1.73	4.23	15.58	9.5	1.91	1.62	4.36	1.69	2.51	1.27	4.14	2.62	1.33	2.33	1.94	45.16	3.45	0.4	17.65	0.93	1.31	2	9.12	4.11	5.69	2.96	3.71	3.58	10.26	1.47	12.47	1.31	4.03	0.07	4.21	0.13	1.28	4.78
"njc13"	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0
"njc14"	0	0.02	0	0.02	0	0.02	0.02	0	0	0.04	0	0	0.04	0	0.02	0.02	0	0.02	0	0	0.02	0	0	0	0.04	0	0.02	0.04	0.11	0.02	0	0.02	0	0	0	0.02	0.04	0	0	0	0.04	0	0.02	0.02	0.02	0	0.02	0	0.02	0.04	0.04	0.03	0	0.02	0.04	0	0.06	0.02	0	0.09	0	0.02	0.04	0.02	0.02	0.04	0	0.07	0.02	0	0.04	0.02	0.02	0.04	0.07	0	0	0.16	0.02	0.02	0.04	0.02	0.02	0.09	0	0	0.04	0.02	0	0.07	0.04	0.02	0.02	0.02	0	0.02	0.04	0.07	0.17	0.09	0.09	0	0.02	0.04	0.02	0.08	0
"njc15"	0	0.07	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0.33	0	0	0.02	0	0.6	0	0.16	0	0	0.42	0.02	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.01	0	0.16	0	0.04	0	0	0	0.69	0	0	0	0	0	0	0	0.51	0	0	0.38	0	0	0.27	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0.04	0	0.09	0.22	0	0	0.07	0.02	0	0.07	0.02	0	1.09	0.02	0	0	0	0	0.08	0
"njc16"	0.27	1.42	0.6	0.24	1.13	0.22	9.56	3.93	0.67	3.3	1.85	0.78	2.65	0.91	1.2	0.44	0.84	4.2	1.67	2.11	1.2	2.62	3.94	0.78	8.72	0.47	1.29	2.05	1	2.62	0.64	2.36	0.91	1.29	0.36	0.02	1.49	1.56	0.56	0.58	1.07	0.71	0.96	3.96	1.58	1.33	2.04	0.38	1.22	0.33	1.36	2.4	1.29	1.11	1.67	1.44	0.42	0.67	1.51	4.74	2.58	1.49	1.98	0.67	3.09	1.69	0.89	5.85	1.91	1.51	3.22	2.38	2.51	1.31	5.51	2.6	1.11	3.42	1.09	6.19	2.24	3.31	1.13	1.85	1	0.76	4.27	1.58	0.47	0.78	1.45	1.74	6.02	0.62	0.62	1.67	2.18	2.87	1.77	8.25	0.89	3.8	0.38	2.38	0.29	0.86	2.67
"njc17"	0	0	0	0.02	0.09	0.02	0	0.02	0.04	0	0	0.16	0	0.09	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0.04	0	0	0	0.02	0.04	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0.02	0	0.02	0.02	0	0.04	0.02	0.04	0.02	0	0.03	0	0	0.02	0	0	0.02	0	0.02	0.07	0	0.04	0	0	0.09	0	0.02	0.07	0.04	0	0	0.09	0	0.04	0	0.04	0	0.04	0	0	0.02	0.02	0	0.02	0	0.02	0	0	0	0	0	0	0.08	0.02	0	0.02	0	0.07	0	0.07	0.02
"njc18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.36	0	0	0.02	0	0	0
"njc19"	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0
"njc20"	0	0.07	0	0	0.02	0	1.98	0.04	0	0.87	0	0	0.49	0.02	0	0	0	0.67	0.02	0.02	0.02	0	1.04	0.02	0.36	0	0	0.62	0.02	0	0.02	0	0	0	0	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0.02	0	0	0.07	0	0.18	0	0.07	0.03	0.02	0.02	0.87	0	0.02	0.07	0	0	0.02	0	0.87	0.02	0.07	0.64	0.09	0	0.29	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0	0.02	0.09	0	0.09	0.33	0.02	0.04	0.07	0.02	0.02	0.18	0.02	0.01	1.53	0.04	0	0	0.11	0	0.16	0
"njc21"	0.58	2.89	32.79	5.67	19.68	2.65	4.85	0.44	4.67	1.71	0.91	5.02	0.51	0.31	0.13	0.27	0.2	0.89	0.13	0.27	0.4	0.27	3.18	0.33	1.45	0.13	0.09	2.82	0.44	0.16	0.31	0.22	0.2	0.56	0.07	0.07	1.78	0.2	4.34	0.69	0.24	0.2	0.36	0.31	0.27	0.24	0.09	0.04	0.2	0.62	0.4	0.3	0.82	4.87	0.56	2.47	1.26	1.27	0.84	3.36	0.04	1.02	1.27	0.33	0.27	0.91	0.22	2.29	0.42	0.27	2.11	0.24	0.29	3.04	0.91	0.64	1.29	0.78	0.8	0.33	1.36	0.44	0.11	1.02	0.22	0.96	0.29	0.24	0.84	1.85	1.56	0.71	0.29	0.84	0.6	1.82	0.78	0.36	2.85	0.73	2.65	0.4	0.31	1.8	0.82	2.71	0.2
"njc22"	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.04	0	0	0	1.09	0	0	0	0	0	0.09	0	0	0.02	0	0	0.04	0	0	0
"njc23"	37.31	42.31	26.61	44.57	19.61	46.13	31.75	20.89	11.76	37.9	29.55	39.51	28.17	41	55.45	20.39	19.11	27.36	17.56	38.94	45.05	23.01	38.13	3.38	28.1	11.85	11.87	42.26	14.62	18.46	26.96	14.87	18.8	26.43	9.8	14.14	46.45	29.67	21.59	25.18	19.54	18.54	29.03	33.22	65.76	13.12	28.56	29.36	24.09	15.94	38.04	14.74	18.52	44.34	8.09	42.7	26.69	36.02	27.41	37.16	6.21	14.61	16.45	10.55	18.74	33.84	18.23	30.9	16.23	14.89	30.35	13.47	21.41	21.78	16.74	34.53	26.65	13.43	24.07	13.87	31.1	13.69	20.09	20.13	4.16	40.61	16.49	13.16	24.78	19.43	27.77	21.54	26.53	26.52	46.98	24.12	15.38	11.75	16.87	22.23	42.23	9.74	45.4	19.94	34.84	18.91	23.07
"njc24"	0.04	0.04	0.04	0.09	0.04	0.04	0.04	0.07	0	0.18	0.09	0.02	0.11	0.04	0.09	0.02	0.09	0.11	0.09	0.02	0.07	0	0.09	0.09	0.07	0.07	0.13	0.18	0.22	0.09	0.07	0.02	0.13	0.04	0	0.11	0.07	0.02	0	0	0.11	0.04	0.07	0.07	0.04	0	0.09	0	0.13	0.07	0.09	0.11	0.13	0.11	0.04	0.07	0.21	0.07	0.04	0.16	0	0.02	0.11	0.02	0.16	0.11	0.02	0.16	0.18	0.11	0.11	0.09	0.07	0.09	0.07	0.02	0.11	0.38	0.04	0.18	0.09	0.13	0.04	0.13	0.04	0.04	0.13	0.07	0.04	0.18	0.11	0.04	0.11	0.04	0.02	0.09	0.11	0.11	0.27	0.18	0.16	0.02	0.02	0.13	0.13	0.22	0.09
"njc25"	0	0.33	0.02	0.02	0.24	0.02	1	0.09	0.18	0.45	0.22	0.24	0.33	0.07	0.04	0.07	0	0.33	0	0.13	0.27	0.2	0.6	0	0.2	0.02	0	0.42	0.07	0.09	0.02	0	0	0.38	0	0	0.24	0.13	0.04	0	0.09	0	0.02	0.2	0.16	0.11	0	0	0	0.2	0.09	0.03	0	0.4	0.18	0.18	0.03	0.02	0.22	0.69	0.02	0	0.02	0.11	0	0.18	0	0.51	0.04	0.02	0.38	0	0.02	0.38	0.11	0.09	0.04	0	0.33	0.09	0.13	0	0	0.36	0.29	0.09	0	0.09	0	0.31	0.22	0.04	0	0.13	0.09	0.02	0.07	0.2	0.12	1.09	0.56	0	0.02	0.04	0	0.09	0
"njc26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc27"	0	0.33	0.02	0.02	0.24	0.02	1	0.09	0.18	0.45	0.22	0.24	0.33	0.07	0.04	0.07	0	0.33	0	0.13	0.27	0.2	0.6	0	0.2	0.02	0	0.42	0.07	0.09	0.02	0	0	0.38	0	0	0.24	0.13	0.04	0	0.09	0	0.02	0.2	0.16	0.11	0	0	0	0.2	0.09	0.03	0	0.4	0.18	0.18	0.03	0.02	0.22	0.69	0.02	0	0.02	0.11	0	0.18	0	0.51	0.04	0.02	0.38	0	0.02	0.38	0.11	0.09	0.04	0	0.33	0.09	0.13	0	0	0.36	0.29	0.09	0	0.09	0	0.31	0.22	0.04	0	0.13	0.09	0.02	0.07	0.2	0.12	1.09	0.56	0	0.02	0.04	0	0.09	0
"njc28"	0	0	0	0.02	0.09	0.02	0	0.02	0.04	0	0	0.16	0	0.09	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0.04	0	0	0	0.02	0.04	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0.02	0	0.02	0.02	0	0.04	0.02	0.04	0.02	0	0.03	0	0	0.02	0	0	0.02	0	0.02	0.07	0	0.04	0	0	0.09	0	0.02	0.07	0.04	0	0	0.09	0	0.04	0	0.04	0	0.04	0	0	0.02	0.02	0	0.02	0	0.02	0	0	0	0	0	0	0.08	0.02	0.36	0.02	0	0.07	0	0.07	0.02
"njc29"	0	0	0	0	0	0	0	0.02	0.04	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0.07	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0.02	0	0.07	0	0.02	0	0.02	0	0
"njc30"	0	0.07	0	0	0.02	0	1.98	0.04	0	0.87	0	0	0.49	0.02	0	0	0	0.67	0.02	0.02	0.02	0	1.04	0.02	0.36	0	0	0.62	0.02	0	0.02	0	0	0	0	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0.02	0	0	0.07	0	0.18	0	0.07	0.03	0.02	0.02	0.87	0	0.02	0.07	0	0	0.02	0	0.87	0.02	0.07	0.64	0.09	0	0.29	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0	0.02	0.09	0	0.09	0.33	0.02	0.04	0.07	0.02	0.02	0.18	0.02	0.01	1.53	0.04	0	0	0.11	0	0.16	0
"njc31"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0
"njc32"	0.31	0.96	1.4	0.62	2.67	0.47	27.95	4.65	0.91	8.62	2.47	1.04	5.18	0.13	0.31	0.4	0.51	5.78	0.16	0.22	0.47	0.49	4.91	1	7.99	0.44	0.69	2.31	0.16	1.29	0.31	0.02	0.13	0.13	0.07	0.09	0.71	0.16	1.14	0.22	0.07	0.6	0.04	2.18	0.29	0.58	0.07	0	0.16	0.18	0.6	0.21	1.2	1.47	1.67	0.89	0.91	1.11	1.8	3.05	0.2	1.91	4.07	0.71	0.13	1.62	0.62	3.36	2.71	2.62	2.42	0.18	0.09	1.98	6.96	0.89	0.4	0.29	0.71	7.72	0.71	0.13	0.04	0.73	1.07	0.2	0.16	0.49	0.58	0.96	1.27	1.62	3.53	0.42	0.38	2.53	1.2	1.47	1.76	8.31	0.42	5.52	0.16	0.2	0.38	0.58	0.2
"njc33"	0.38	1.24	1.62	3.67	5.96	0.73	28.01	4.76	16.04	8.95	2.76	4.27	5.27	1.62	0.42	0.53	0.53	5.81	0.62	0.49	0.73	0.76	4.91	1.05	8.1	1.04	0.73	2.36	7.92	2	0.47	0.76	5.98	1.96	4	0.16	0.8	1.67	1.74	0.22	9.2	0.62	4.6	2.47	0.47	0.73	2.07	12.16	0.33	1.36	0.96	4.24	1.22	2.45	15.09	1.07	3.73	3.25	2.82	3.18	0.36	2.09	4.6	1.09	3.36	2.18	0.96	3.6	2.98	4.25	2.62	6.45	4.8	2.24	7.25	1.09	0.4	1.62	1.07	8.68	1.36	0.69	0.73	1.18	15.08	0.8	0.31	9.96	0.87	1.27	1.29	5.18	3.96	0.8	0.56	4	1.24	5.34	2.31	8.47	1.34	5.69	0.29	1.34	0.44	0.88	0.62
"njc34"	37.2	41.53	26.54	44.8	19.54	46.06	32.99	20.2	11.73	38.32	29	39.4	28.33	40.82	55.38	20.28	18.96	26.4	17.54	38.25	44.85	22.28	38.28	3.34	23.15	11.8	11.82	42.59	14.51	18.39	26.43	14.91	18.58	25.96	9.25	14.12	46.36	29.56	21.59	25.16	19.5	18.2	28.9	32.47	65.54	13.09	28.6	29.31	24.07	14.53	37.87	15.11	17.74	44.34	11.42	40.36	26.71	35.91	27.37	37.36	6.16	13.14	13.96	10.57	19.4	33.67	17.65	31.34	16.11	14.8	30.75	14.65	22.59	21.87	15.58	34.04	26.51	13.65	23.87	13.6	30.54	13.71	20.23	19.58	7.09	40.37	16.51	15.74	23.09	18.14	28.2	21.34	25.6	26.36	46.62	23.45	15.54	11.87	16.7	22.7	40.19	9.39	44.24	19.63	34.79	18.94	22.36
"njc35"	37.27	42.02	27.25	44.82	20.92	46.31	51.09	21.36	11.89	43.73	29.98	39.56	30.66	40.06	54.51	20.32	18.67	28.34	15.94	36.8	44.25	20.74	39.2	3.41	28.32	11.69	11.07	42.62	13.57	16.94	26.54	12.51	17.92	24.96	9.54	14.12	45.65	28.22	22.11	24.81	18.47	18.27	28.12	31.18	64.47	12.29	26.49	28.98	22.89	15.29	37.13	12.43	18.2	44.61	8.07	41.56	26.96	36.45	27.59	35.69	3.67	14.92	18.19	10.57	15.6	33.53	17.87	28.56	16.69	15.69	29.71	11.18	18.88	22.36	17.94	32.9	25.78	10	23.6	15.07	29.54	10.36	18.96	18.73	4.16	39.99	12.24	11.8	24.81	19.07	27.93	21.23	23.53	26.27	46.67	24.76	14.49	10.17	16.54	22.41	41.41	11.41	45.13	17.6	34.77	18.47	20.45
"njc36"	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0
"njc37"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0
