Extract_ID	Sample_ID	Extract_Type	Extract_Date	Extracted_By	Extract_Conc_ng_uL	Extract_Kit	Extract_Box	Extract_Notes
RNA1-FRA-57-DRS	FRA-57-DRS	RNA	2023-07-26	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-FRA-57-MGE	FRA-57-MGE	RNA	2023-07-26	SA	54	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-IRI-66-DRS	IRI-66-DRS	RNA	2023-07-26	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-IRI-66-MGE	IRI-66-MGE	RNA	2023-07-26	SA	26	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-OPH-70-DRS	OPH-70-DRS	RNA	2023-07-26	SA	87	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-OPH-70-MGE	OPH-70-MGE	RNA	2023-07-26	SA	2.94	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-LAM-3-DRS	LAM-3-DRS	RNA	2023-07-26	SA	4.61	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-LAM-3-MGE	LAM-3-MGE	RNA	2023-07-26	SA	0.253	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-OPH-16-DRS	OPH-16-DRS	RNA	2023-07-26	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-OPH-16-MGE	OPH-16-MGE	RNA	2023-07-26	SA	52	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-KOR-36-MGE	KOR-36-MGE	RNA	2023-07-26	SA	10	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-IRI-41-DRS	IRI-41-DRS	RNA	2023-07-26	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-IRI-41-MGE	IRI-41-MGE	RNA	2023-07-26	SA	24	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-HEN-43-DRS	HEN-43-DRS	RNA	2023-07-26	SA	51	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-HEN-43-MGE	HEN-43-MGE	RNA	2023-07-26	SA	16	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-IVY-57-DRS	IVY-57-DRS	RNA	2023-07-26	SA	95	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-IVY-57-MGE	IVY-57-MGE	RNA	2023-07-26	SA	21	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-CHA-66-DRS	CHA-66-DRS	RNA	2023-07-26	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-CHA-66-MGE	CHA-66-MGE	RNA	2023-07-26	SA	63	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-KUB-70-DRS	KUB-70-DRS	RNA	2023-07-26	SA	68	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-KUB-70-MGE	KUB-70-MGE	RNA	2023-07-26	SA	17	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-GOO-2-DRS	GOO-2-DRS	RNA	2023-08-07	SA	67	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-GOO-2-MGE	GOO-2-MGE	RNA	2023-08-07	SA	4.12	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-KUB-16-DRS	KUB-16-DRS	RNA	2023-08-07	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-KUB-16-MGE	KUB-16-MGE	RNA	2023-08-07	SA	23	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-WOL-36-MGE	WOL-36-MGE	RNA	2023-08-07	SA	1.93	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-LAM-41-DRS	LAM-41-DRS	RNA	2023-08-07	SA	84	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-LAM-41-MGE	LAM-41-MGE	RNA	2023-08-07	SA	15	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-GIN-43-DRS	GIN-43-DRS	RNA	2023-08-07	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-GIN-43-MGE	GIN-43-MGE	RNA	2023-08-07	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-CHA-57-DRS	CHA-57-DRS	RNA	2023-08-07	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-CHA-57-MGE	CHA-57-MGE	RNA	2023-08-07	SA	2.62	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-IVY-66-DRS	IVY-66-DRS	RNA	2023-08-07	SA	70	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-IVY-66-MGE	IVY-66-MGE	RNA	2023-08-07	SA	12	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-KOR-70-DRS	KOR-70-DRS	RNA	2023-08-07	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-KOR-70-MGE	KOR-70-MGE	RNA	2023-08-07	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-HAM-4-DRS	HAM-4-DRS	RNA	2023-08-08	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-HAM-4-MGE	HAM-4-MGE	RNA	2023-08-08	SA	8.9	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-KOR-16-DRS	KOR-16-DRS	RNA	2023-08-08	SA	48	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-KOR-16-MGE	KOR-16-MGE	RNA	2023-08-08	SA	6.6	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-IRI-36-MGE	IRI-36-MGE	RNA	2023-08-08	SA	4.3	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-GOO-41-DRS	GOO-41-DRS	RNA	2023-08-08	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-GOO-41-MGE	GOO-41-MGE	RNA	2023-08-08	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-HER-44-DRS	HER-44-DRS	RNA	2023-08-08	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-HER-44-MGE	HER-44-MGE	RNA	2023-08-08	SA	53	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-MAR-57-DRS	MAR-57-DRS	RNA	2023-08-08	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-MAR-57-MGE	MAR-57-MGE	RNA	2023-08-08	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-JOA-66-DRS	JOA-66-DRS	RNA	2023-08-08	SA	51	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-JOA-66-MGE	JOA-66-MGE	RNA	2023-08-08	SA	7.1	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-LAM-70-DRS	LAM-70-DRS	RNA	2023-08-08	SA	63	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-LAM-70-MGE	LAM-70-MGE	RNA	2023-08-08	SA	6.5	Quick-DNA/RNA MagBead	RNA Extracts 2	
RNA1-HER-2-DRS	HER-2-DRS	RNA	2023-08-14	SA	>109	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HER-2-MGE	HER-2-MGE	RNA	2023-08-14	SA	7.2	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-IRI-16-DRS	IRI-16-DRS	RNA	2023-08-14	SA	86	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-IRI-16-MGE	IRI-16-MGE	RNA	2023-08-14	SA	5.6	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-GOO-36-MGE	GOO-36-MGE	RNA	2023-08-14	SA	5	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-FRA-41-DRS	FRA-41-DRS	RNA	2023-08-14	SA	>109	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-FRA-41-MGE	FRA-41-MGE	RNA	2023-08-14	SA	11	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HAM-44-DRS	HAM-44-DRS	RNA	2023-08-14	SA	49	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HAM-44-MGE	HAM-44-MGE	RNA	2023-08-14	SA	11	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-JAR-58-DRS	JAR-58-DRS	RNA	2023-08-14	SA	>109	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-JAR-58-MGE	JAR-58-MGE	RNA	2023-08-14	SA	25	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-GIN-66-DRS	GIN-66-DRS	RNA	2023-08-14	SA	35	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-GIN-66-MGE	GIN-66-MGE	RNA	2023-08-14	SA	8.8	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-WOL-70-DRS	WOL-70-DRS	RNA	2023-08-14	SA	109	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-WOL-70-MGE	WOL-70-MGE	RNA	2023-08-14	SA	11	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-JAR-2-DRS	JAR-2-DRS	RNA	2023-08-28	SA/SK	38	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-JAR-2-MGE	JAR-2-MGE	RNA	2023-08-28	SA/SK	11	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-BUD-16-DRS	BUD-16-DRS	RNA	2023-08-28	SA/SK	101	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-BUD-16-MGE	BUD-16-MGE	RNA	2023-08-28	SA/SK	0.252	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-LAM-36-MGE	LAM-36-MGE	RNA	2023-08-28	SA/SK	24	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-IVY-41-DRS	IVY-41-DRS	RNA	2023-08-28	SA/SK	5.9	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-IVY-41-MGE	IVY-41-MGE	RNA	2023-08-28	SA/SK	14	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-OPH-44-DRS	OPH-44-DRS	RNA	2023-08-28	SA/SK	>109	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-OPH-44-MGE	OPH-44-MGE	RNA	2023-08-28	SA/SK	11	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HAM-58-DRS	HAM-58-DRS	RNA	2023-08-28	SA/SK	17	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HAM-58-MGE	HAM-58-MGE	RNA	2023-08-28	SA/SK	13	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HEN-67-DRS	HEN-67-DRS	RNA	2023-08-28	SA/SK	>109	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HEN-67-MGE	HEN-67-MGE	RNA	2023-08-28	SA/SK	6.6	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-CHA-70-DRS	CHA-70-DRS	RNA	2023-08-28	SA/SK	19	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-CHA-70-MGE	CHA-70-MGE	RNA	2023-08-28	SA/SK	42	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-OPH-2-DRS	OPH-2-DRS	RNA	2023-09-11	SA/GC	30	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-OPH-2-MGE	OPH-2-MGE	RNA	2023-09-11	SA/GC	54	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HAM-17-DRS	HAM-17-DRS	RNA	2023-09-11	SA/GC	43	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HAM-17-MGE	HAM-17-MGE	RNA	2023-09-11	SA/GC	35	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-FRA-36-MGE	FRA-36-MGE	RNA	2023-09-11	SA/GC	24	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-CHA-41-DRS	CHA-41-DRS	RNA	2023-09-11	SA/GC	>102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-CHA-41-MGE	CHA-41-MGE	RNA	2023-09-11	SA/GC	50	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-WOL-44-DRS	WOL-44-DRS	RNA	2023-09-11	SA/GC	>102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-WOL-44-MGE	WOL-44-MGE	RNA	2023-09-11	SA/GC	2.58	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HER-58-DRS	HER-58-DRS	RNA	2023-09-11	SA/GC	31	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HER-58-MGE	HER-58-MGE	RNA	2023-09-11	SA/GC	5.1	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-LAM-67-DRS	LAM-67-DRS	RNA	2023-09-11	SA/GC	55	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-LAM-67-MGE	LAM-67-MGE	RNA	2023-09-11	SA/GC	19	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-GOO-70-DRS	GOO-70-DRS	RNA	2023-09-11	SA/GC	>102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-GOO-70-MGE	GOO-70-MGE	RNA	2023-09-11	SA/GC	36	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-WOL-2-DRS	WOL-2-DRS	RNA	2023-09-15	SA/SK	>102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-WOL-2-MGE	WOL-2-MGE	RNA	2023-09-15	SA/SK	20	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HER-17-DRS	HER-17-DRS	RNA	2023-09-15	SA/SK	>102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HER-17-MGE	HER-17-MGE	RNA	2023-09-15	SA/SK	48	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-IVY-36-MGE	IVY-36-MGE	RNA	2023-09-15	SA/SK	16	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-GRO-41-DRS	GRO-41-DRS	RNA	2023-09-15	SA/SK	>102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-GRO-41-MGE	GRO-41-MGE	RNA	2023-09-15	SA/SK	61	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-KOR-44-DRS	KOR-44-DRS	RNA	2023-09-15	SA/SK	>102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-KOR-44-MGE	KOR-44-MGE	RNA	2023-09-15	SA/SK	102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-OPH-58-DRS	OPH-58-DRS	RNA	2023-09-15	SA/SK	>102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-OPH-58-MGE	OPH-58-MGE	RNA	2023-09-15	SA/SK	6	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-JAR-67-DRS	JAR-67-DRS	RNA	2023-09-15	SA/SK	>102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-JAR-67-MGE	JAR-67-MGE	RNA	2023-09-15	SA/SK	>102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-BUD-69-DRS	BUD-69-DRS	RNA	2023-09-15	SA/SK	>102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-BUD-69-MGE	BUD-69-MGE	RNA	2023-09-15	SA/SK	>102	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-IRI-2-DRS	IRI-2-DRS	RNA	2023-09-15	SA/SK	19	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-IRI-2-MGE	IRI-2-MGE	RNA	2023-09-15	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-WOL-16-DRS	WOL-16-DRS	RNA	2023-09-15	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-WOL-16-MGE	WOL-16-MGE	RNA	2023-09-15	SA/SK	19	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-CHA-36-MGE	CHA-36-MGE	RNA	2023-09-15	SA/SK	46	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-MAR-41-DRS	MAR-41-DRS	RNA	2023-09-15	SA/SK	33	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-MAR-41-MGE	MAR-41-MGE	RNA	2023-09-15	SA/SK	11	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-JAR-44-DRS	JAR-44-DRS	RNA	2023-09-15	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-JAR-44-MGE	JAR-44-MGE	RNA	2023-09-15	SA/SK	15	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-KUB-58-DRS	KUB-58-DRS	RNA	2023-09-15	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-KUB-58-MGE	KUB-58-MGE	RNA	2023-09-15	SA/SK	29	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HAM-67-DRS	HAM-67-DRS	RNA	2023-09-15	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HAM-67-MGE	HAM-67-MGE	RNA	2023-09-15	SA/SK	41	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-MAR-70-DRS	MAR-70-DRS	RNA	2023-09-15	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-MAR-70-MGE	MAR-70-MGE	RNA	2023-09-15	SA/SK	73	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HAM-3-DRS	HAM-3-DRS	RNA	2023-09-18	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-HAM-3-MGE	HAM-3-MGE	RNA	2023-09-18	SA/SK	21	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-JAR-17-DRS	JAR-17-DRS	RNA	2023-09-18	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-JAR-17-MGE	JAR-17-MGE	RNA	2023-09-18	SA/SK	26	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-GRO-36-MGE	GRO-36-MGE	RNA	2023-09-18	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-BUD-41-DRS	BUD-41-DRS	RNA	2023-09-18	SA/SK	93	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-BUD-41-MGE	BUD-41-MGE	RNA	2023-09-18	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-KUB-44-DRS	KUB-44-DRS	RNA	2023-09-18	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-KUB-44-MGE	KUB-44-MGE	RNA	2023-09-18	SA/SK	48	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-KOR-58-DRS	KOR-58-DRS	RNA	2023-09-18	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-KOR-58-MGE	KOR-58-MGE	RNA	2023-09-18	SA/SK	56	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-FRA-67-DRS	FRA-67-DRS	RNA	2023-09-18	SA/SK	50	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-FRA-67-MGE	FRA-67-MGE	RNA	2023-09-18	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-GRO-70-DRS	GRO-70-DRS	RNA	2023-09-18	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-GRO-70-MGE	GRO-70-MGE	RNA	2023-09-18	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-LAM-2-DRS	LAM-2-DRS	RNA	2023-10-27	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-LAM-2-MGE	LAM-2-MGE	RNA	2023-10-27	SA/SK	2.46	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-JAR-3-DRS	JAR-3-DRS	RNA	2023-10-27	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-JAR-3-MGE	JAR-3-MGE	RNA	2023-10-27	SA/SK	16	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-GOO-4-DRS	GOO-4-DRS	RNA	2023-10-27	SA/SK	17	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-GOO-4-MGE	GOO-4-MGE	RNA	2023-10-27	SA/SK	17	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-MAR-37-MGE	MAR-37-MGE	RNA	2023-10-27	SA/SK	25	Quick-DNA/RNA MagBead	RNA Extracts 3	
RNA1-IVY-2-DRS	IVY-2-DRS	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-IVY-2-MGE	IVY-2-MGE	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-JOA-3-DRS	JOA-3-DRS	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-JOA-3-MGE	JOA-3-MGE	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-PAD-6-DRS	PAD-6-DRS	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-PAD-6-MGE	PAD-6-MGE	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-IRI-11-DRS	IRI-11-DRS	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-IRI-11-MGE	IRI-11-MGE	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-OPH-17-DRS	OPH-17-DRS	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-OPH-17-MGE	OPH-17-MGE	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-LAM-18-DRS	LAM-18-DRS	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-LAM-18-MGE	LAM-18-MGE	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-HER-19-DRS	HER-19-DRS	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-HER-19-MGE	HER-19-MGE	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-MAR-36-MGE	MAR-36-MGE	RNA	2023-10-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-KOR-20-DRS	KOR-20-DRS	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-KUB-20-MGE	KUB-20-MGE	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-IRI-29-DRS	IRI-29-DRS	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-IRI-29-MGE	IRI-29-MGE	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-KUB-30-DRS	KUB-30-DRS	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-KUB-30-MGE	KUB-30-MGE	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-HAM-31-DRS	HAM-31-DRS	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-HAM-31-MGE	HAM-31-MGE	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-JAR-32-DRS	JAR-32-DRS	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-JAR-32-MGE	JAR-32-MGE	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-BUD-36-MGE	BUD-36-MGE	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-FRA-44-DRS	FRA-44-DRS	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-FRA-44-MGE	FRA-44-MGE	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-IVY-45-DRS	IVY-45-DRS	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-IVY-45-MGE	IVY-45-MGE	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-LAM-46-MGE	LAM-46-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-CHA-46-MGE	CHA-46-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-GRO-47-MGE	GRO-47-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-GIN-47-MGE	GIN-47-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-IRI-48-MGE	IRI-48-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-MAR-48-MGE	MAR-48-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-KOR-49-MGE	KOR-49-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-BUD-49-MGE	BUD-49-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-KUB-50-MGE	KUB-50-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-GIN-58-MGE	GIN-58-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-GOO-59-MGE	GOO-59-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-HEN-59-MGE	HEN-59-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-WOL-60-MGE	WOL-60-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-JOA-62-MGE	JOA-62-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-OPH-63-MGE	OPH-63-MGE	RNA	2023-11-03	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-HAM-22-MGE	HAM-22-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-FRA-22-MGE	FRA-22-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-KUB-24-MGE	KUB-24-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-GRO-24-MGE	GRO-24-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-KOR-25-MGE	KOR-25-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-MAR-25-MGE	MAR-25-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-WOL-28-MGE	WOL-28-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-BUD-28-MGE	BUD-28-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
