ExtractID	ExtractDate	ExtractedBy	ExtractType	ExtractKit	SampleID	ExtractConcentration	ExtractBox	ExtractNotes
DNA1-IRI-48-MGE	10/18/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	IRI-48-MGE	12	DNA Extracts 7	
DNA1-MAR-48-MGE	10/25/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	MAR-48-MGE	12	DNA Extracts 7	
DNA1-KOR-49-MGE	10/25/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	KOR-49-MGE	2.15	DNA Extracts 7	
DNA1-BUD-49-MGE	10/25/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	BUD-49-MGE	0.611	DNA Extracts 7	
DNA1-KUB-50-MGE	10/25/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	KUB-50-MGE	5.7	DNA Extracts 7	
DNA1-GIN-58-MGE	10/25/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	GIN-58-MGE	16	DNA Extracts 7	
DNA1-GOO-59-MGE	10/25/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	GOO-59-MGE	12	DNA Extracts 7	
DNA1-HEN-59-MGE	10/25/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	HEN-59-MGE	2.01	DNA Extracts 7	
DNA1-WOL-60-MGE	10/25/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	WOL-60-MGE	2.33	DNA Extracts 7	
DNA1-JOA-62-MGE	11/1/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	JOA-62-MGE	2.73	DNA Extracts 7	
DNA1-OPH-63-MGE	11/1/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	OPH-63-MGE	0.666	DNA Extracts 7	
DNA1-HAM-22-MGE	11/1/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	HAM-22-MGE	9.6	DNA Extracts 7	
DNA1-FRA-22-MGE	11/1/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	FRA-22-MGE	2.31	DNA Extracts 7	
DNA1-KUB-24-MGE	11/1/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	KUB-24-MGE	7.7	DNA Extracts 7	
DNA1-GRO-24-MGE	11/1/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	GRO-24-MGE	6.8	DNA Extracts 7	
DNA1-KOR-25-MGE	11/1/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	KOR-25-MGE	7.8	DNA Extracts 7	
DNA1-MAR-25-MGE	11/1/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	MAR-25-MGE	1.92	DNA Extracts 7	
DNA1-WOL-28-MGE	11/1/23	SA/MB	DNA	Quick-DNA Fecal/Soil Microbe	WOL-28-MGE	0.372	DNA Extracts 7	
DNA1-BUD-28-MGE	11/1/23	SA/MB	DNA	Quick-DNA Fecal/Soil Microbe	BUD-28-MGE	9.6	DNA Extracts 7	
DNA1-JOA-28-MGE	11/1/23	SA/MB	DNA	Quick-DNA Fecal/Soil Microbe	JOA-28-MGE	24	DNA Extracts 7	
DNA1-HER-67-MGE	11/1/23	SA/MB	DNA	Quick-DNA Fecal/Soil Microbe	HER-67-MGE	11	DNA Extracts 7	
DNA1-IVY-67-MGE	11/1/23	SA/MB	DNA	Quick-DNA Fecal/Soil Microbe	IVY-67-MGE	7.8	DNA Extracts 7	
DNA1-JAR-68-MGE	11/1/23	SA/MB	DNA	Quick-DNA Fecal/Soil Microbe	JAR-68-MGE	8	DNA Extracts 7	
DNA1-FRA-68-MGE	11/1/23	SA/MB	DNA	Quick-DNA Fecal/Soil Microbe	FRA-68-MGE	4.85	DNA Extracts 7	
DNA1-OPH-69-MGE	11/1/23	SA/MB	DNA	Quick-DNA Fecal/Soil Microbe	OPH-69-MGE	2.57	DNA Extracts 7	
DNA1-CHA-69-MGE	11/1/23	SA/MB	DNA	Quick-DNA Fecal/Soil Microbe	CHA-69-MGE	40	DNA Extracts 7	
DNA1-JOA-36-MGE	11/8/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	JOA-36-MGE	16	DNA Extracts 7	
DNA1-IVY-44-DRS	11/8/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	IVY-44-DRS	13	DNA Extracts 7	
DNA1-IVY-44-MGE	11/8/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	IVY-44-MGE	15	DNA Extracts 7	
DNA1-CHA-44-DRS	11/8/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	CHA-44-DRS	25	DNA Extracts 7	
DNA1-CHA-44-MGE	11/8/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	CHA-44-MGE	5.4	DNA Extracts 7	
DNA1-JAR-45-DRS	11/8/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	JAR-45-DRS	27	DNA Extracts 8	
DNA1-JAR-45-MGE	11/8/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	JAR-45-MGE	11	DNA Extracts 8	
DNA1-FRA-45-DRS	11/8/23	SA/SK	DNA	Quick-DNA Fecal/Soil Microbe	FRA-45-DRS	4.15	DNA Extracts 8	
DNA1-FRA-45-MGE	11/10/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-45-MGE	43	DNA Extracts 8	
DNA1-GOO-46-DRS	11/10/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-46-DRS	17	DNA Extracts 8	
DNA1-GOO-46-MGE	11/10/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-46-MGE	21	DNA Extracts 8	
DNA1-GRO-46-DRS	11/10/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-46-DRS	8.5	DNA Extracts 8	
DNA1-GRO-46-MGE	11/10/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-46-MGE	6.3	DNA Extracts 8	
DNA1-LAM-48-DRS	11/10/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	LAM-48-DRS	0.935	DNA Extracts 8	
DNA1-LAM-48-MGE	11/10/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	LAM-48-MGE	3.48	DNA Extracts 8	
DNA1-HEN-36-MGE	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HEN-36-MGE	10	DNA Extracts 8	
DNA1-HAM-41-DRS	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-41-DRS	17	DNA Extracts 8	
DNA1-HAM-41-MGE	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-41-MGE	13	DNA Extracts 8	
DNA1-JOA-41-DRS	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-41-DRS	17	DNA Extracts 8	
DNA1-JOA-41-MGE	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-41-MGE	7.6	DNA Extracts 8	
DNA1-IRI-44-DRS	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-44-DRS	69	DNA Extracts 8	
DNA1-IRI-44-MGE	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-44-MGE	12	DNA Extracts 8	
DNA1-GRO-44-DRS	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-44-DRS	6.4	DNA Extracts 8	
DNA1-GRO-44-MGE	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-44-MGE	26	DNA Extracts 8	
DNA1-BUD-48-DRS	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-48-DRS	2.14	DNA Extracts 8	
DNA1-BUD-48-MGE	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-48-MGE	4.68	DNA Extracts 8	
DNA1-HER-49-DRS	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-49-DRS	60	DNA Extracts 8	
DNA1-HER-49-MGE	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-49-MGE	24	DNA Extracts 8	
DNA1-JAR-49-DRS	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JAR-49-DRS	10	DNA Extracts 8	
DNA1-JAR-49-MGE	11/15/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	JAR-49-MGE	2.53	DNA Extracts 8	
DNA1-HAM-9-DRS	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-9-DRS	80	DNA Extracts 8	
DNA1-HAM-9-MGE	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-9-MGE	21	DNA Extracts 8	
DNA1-FRA-9-DRS	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-9-DRS	32	DNA Extracts 8	
DNA1-FRA-9-MGE	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-9-MGE	9.9	DNA Extracts 8	
DNA1-HER-11-DRS	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-11-DRS	57	DNA Extracts 8	
DNA1-HER-11-MGE	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-11-MGE	12	DNA Extracts 8	
DNA1-PAD-11-DRS	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	PAD-11-DRS	53	DNA Extracts 8	
DNA1-PAD-11-MGE	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	PAD-11-MGE	11	DNA Extracts 8	
DNA1-KUB-14-DRS	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KUB-14-DRS	62	DNA Extracts 8	
DNA1-KUB-14-MGE	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KUB-14-MGE	5.6	DNA Extracts 8	
DNA1-GIN-14-DRS	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-14-DRS	31	DNA Extracts 8	
DNA1-GIN-14-MGE	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-14-MGE	5.7	DNA Extracts 8	
DNA1-KOR-17-DRS	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KOR-17-DRS	31	DNA Extracts 8	
DNA1-KOR-17-MGE	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	KOR-17-MGE	33	DNA Extracts 8	
DNA1-GIN-36-MGE	12/12/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-36-MGE	34	DNA Extracts 8	
DNA1-HER-37-MGE	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-37-MGE	21	DNA Extracts 8	
DNA1-GOO-42-DRS	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-42-DRS	26	DNA Extracts 8	
DNA1-GOO-42-MGE	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-42-MGE	6.3	DNA Extracts 8	
DNA1-LAM-44-DRS	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	LAM-44-DRS	3.02	DNA Extracts 8	
DNA1-LAM-44-MGE	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	LAM-44-MGE	24	DNA Extracts 8	
DNA1-MAR-44-DRS	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	MAR-44-DRS	25	DNA Extracts 8	
DNA1-MAR-44-MGE	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	MAR-44-MGE	19	DNA Extracts 8	
DNA1-OPH-45-DRS	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-45-DRS	54	DNA Extracts 8	
DNA1-OPH-45-MGE	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-45-MGE	11	DNA Extracts 8	
DNA1-CHA-45-DRS	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-45-DRS	29	DNA Extracts 8	
DNA1-CHA-45-MGE	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-45-MGE	0.376	DNA Extracts 8	
DNA1-IRI-46-DRS	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-46-DRS	22	DNA Extracts 8	
DNA1-IRI-46-MGE	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-46-MGE	12	DNA Extracts 8	
DNA1-BUD-46-DRS	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-46-DRS	2.12	DNA Extracts 8	
DNA1-BUD-46-MGE	12/19/23	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-46-MGE	3.32	DNA Extracts 8	
DNA1-PAD-5-DRS	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	PAD-5-DRS	0.672	DNA Extracts 8	
DNA1-PAD-5-MGE	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	PAD-5-MGE	2.37	DNA Extracts 8	
DNA1-KOR-6-DRS	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	KOR-6-DRS	3.3	DNA Extracts 8	
DNA1-KOR-6-MGE	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	KOR-6-MGE	2.73	DNA Extracts 8	
DNA1-IRI-7-DRS	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-7-DRS	13	DNA Extracts 8	
DNA1-IRI-7-MGE	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-7-MGE	5.5	DNA Extracts 8	
DNA1-GIN-7-DRS	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-7-DRS	19	DNA Extracts 8	
DNA1-GIN-7-MGE	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-7-MGE	15	DNA Extracts 8	
DNA1-JOA-21-DRS	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-21-DRS	1.47	DNA Extracts 8	
DNA1-JOA-21-MGE	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-21-MGE	7.8	DNA Extracts 8	
DNA1-IVY-24-DRS	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-24-DRS	1.17	DNA Extracts 8	
DNA1-IVY-24-MGE	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-24-MGE	2.28	DNA Extracts 8	
DNA1-MAR-24-DRS	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	MAR-24-DRS	4.89	DNA Extracts 8	
DNA1-MAR-24-MGE	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	MAR-24-MGE	0.63	DNA Extracts 8	
DNA1-OPH-37-MGE	1/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-37-MGE	33	DNA Extracts 8	
DNA1-GRO-37-MGE	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-37-MGE	78	DNA Extracts 8	
DNA1-OPH-55-DRS	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-55-DRS	80	DNA Extracts 8	
DNA1-OPH-55-MGE	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-55-MGE	21	DNA Extracts 9	
DNA1-GIN-55-DRS	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-55-DRS	5.3	DNA Extracts 9	
DNA1-GIN-55-MGE	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-55-MGE	15	DNA Extracts 9	
DNA1-BUD-56-DRS	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-56-DRS	101	DNA Extracts 9	
DNA1-BUD-56-MGE	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-56-MGE	34	DNA Extracts 9	
DNA1-GOO-58-DRS	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-58-DRS	20	DNA Extracts 9	
DNA1-GOO-58-MGE	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-58-MGE	1.7	DNA Extracts 9	
DNA1-OPH-59-DRS	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-59-DRS	100	DNA Extracts 9	
DNA1-OPH-59-MGE	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-59-MGE	52	DNA Extracts 9	
DNA1-IRI-60-DRS	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-60-DRS	80	DNA Extracts 9	
DNA1-IRI-60-MGE	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-60-MGE	34	DNA Extracts 9	
DNA1-MAR-60-DRS	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	MAR-60-DRS	33	DNA Extracts 9	
DNA1-MAR-60-MGE	2/2/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	MAR-60-MGE	71	DNA Extracts 9	
DNA1-IVY-9-DRS	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-9-DRS	104	DNA Extracts 9	
DNA1-IVY-9-MGE	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-9-MGE	9.6	DNA Extracts 9	
DNA1-HEN-9-DRS	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	HEN-9-DRS	6.9	DNA Extracts 9	
DNA1-HEN-9-MGE	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	HEN-9-MGE	8	DNA Extracts 9	
DNA1-HER-14-DRS	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-14-DRS	95	DNA Extracts 9	
DNA1-HER-14-MGE	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-14-MGE	26	DNA Extracts 9	
DNA1-WOL-14-DRS	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-14-DRS	Higher Than Standard	DNA Extracts 9	
DNA1-WOL-14-MGE	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-14-MGE	40	DNA Extracts 9	
DNA1-KUB-37-MGE	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	KUB-37-MGE	2.8	DNA Extracts 9	
DNA1-JAR-50-DRS	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	JAR-50-DRS	4.87	DNA Extracts 9	
DNA1-JAR-50-MGE	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	JAR-50-MGE	10	DNA Extracts 9	
DNA1-CHA-50-DRS	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-50-DRS	100	DNA Extracts 9	
DNA1-CHA-50-MGE	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-50-MGE	3.14	DNA Extracts 9	
DNA1-FRA-56-DRS	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-56-DRS	56	DNA Extracts 9	
DNA1-FRA-56-MGE	2/7/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-56-MGE	28	DNA Extracts 9	
DNA1-GOO-37-MGE	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-37-MGE	28	DNA Extracts 9	
DNA1-OPH-48-DRS	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-48-DRS	105	DNA Extracts 9	
DNA1-OPH-48-MGE	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-48-MGE	91	DNA Extracts 9	
DNA1-FRA-48-DRS	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-48-DRS	77	DNA Extracts 9	
DNA1-FRA-48-MGE	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-48-MGE	21	DNA Extracts 9	
DNA1-WOL-49-DRS	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-49-DRS	31	DNA Extracts 9	
DNA1-WOL-49-MGE	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-49-MGE	14	DNA Extracts 9	
DNA1-CHA-49-DRS	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-49-DRS	105	DNA Extracts 9	
DNA1-CHA-49-MGE	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-49-MGE	84	DNA Extracts 9	
DNA1-LAM-50-DRS	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	LAM-50-DRS	1.08	DNA Extracts 9	
DNA1-LAM-50-MGE	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	LAM-50-MGE	2.95	DNA Extracts 9	
DNA1-BUD-50-DRS	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-50-DRS	3.75	DNA Extracts 9	
DNA1-BUD-50-MGE	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-50-MGE	1.25	DNA Extracts 9	
DNA1-JOA-51-DRS	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-51-DRS	45	DNA Extracts 9	
DNA1-JOA-51-MGE	2/16/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-51-MGE	54	DNA Extracts 9	
DNA1-LAM-37-MGE	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	LAM-37-MGE	88	DNA Extracts 9	
DNA1-GOO-44-DRS	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-44-DRS	23	DNA Extracts 9	
DNA1-GOO-44-MGE	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-44-MGE	2.3	DNA Extracts 9	
DNA1-JOA-44-DRS	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-44-DRS	55	DNA Extracts 9	
DNA1-JOA-44-MGE	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-44-MGE	64	DNA Extracts 9	
DNA1-WOL-46-DRS	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-46-DRS	33	DNA Extracts 9	
DNA1-WOL-46-MGE	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-46-MGE	0.518	DNA Extracts 9	
DNA1-IVY-46-DRS	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-46-DRS	41	DNA Extracts 9	
DNA1-IVY-46-MGE	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	IVY-46-MGE	2.38	DNA Extracts 9	
DNA1-KUB-48-DRS	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	KUB-48-DRS	Higher Than Standard	DNA Extracts 9	
DNA1-KUB-48-MGE	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	KUB-48-MGE	90	DNA Extracts 9	
DNA1-GRO-48-DRS	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-48-DRS	25	DNA Extracts 9	
DNA1-GRO-48-MGE	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-48-MGE	109	DNA Extracts 9	
DNA1-FRA-49-DRS	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-49-DRS	91	DNA Extracts 9	
DNA1-FRA-49-MGE	3/4/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-49-MGE	60	DNA Extracts 9	
DNA1-FRA-37-MGE	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	FRA-37-MGE	Higher Than Standard	DNA Extracts 9	
DNA1-LAM-42-DRS	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	LAM-42-DRS	63	DNA Extracts 9	
DNA1-LAM-42-MGE	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	LAM-42-MGE	Higher Than Standard	DNA Extracts 9	
DNA1-HEN-42-DRS	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	HEN-42-DRS	48	DNA Extracts 9	
DNA1-HEN-42-MGE	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	HEN-42-MGE	7.2	DNA Extracts 9	
DNA1-HER-45-DRS	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-45-DRS	Higher Than Standard	DNA Extracts 9	
DNA1-HER-45-MGE	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-45-MGE	28	DNA Extracts 9	
DNA1-GRO-45-DRS	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-45-DRS	62	DNA Extracts 9	
DNA1-GRO-45-MGE	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-45-MGE	11	DNA Extracts 9	
DNA1-OPH-49-DRS	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-49-DRS	Higher Than Standard	DNA Extracts 9	
DNA1-OPH-49-MGE	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-49-MGE	46	DNA Extracts 9	
DNA1-GIN-49-DRS	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-49-DRS	45	DNA Extracts 9	
DNA1-GIN-49-MGE	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GIN-49-MGE	29	DNA Extracts 9	
DNA1-CHA-51-DRS	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-51-DRS	50	DNA Extracts 9	
DNA1-CHA-51-MGE	3/8/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-51-MGE	18	DNA Extracts 9	
DNA1-KOR-14-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	KOR-14-MGE	5.2	DNA Extracts 10	
DNA1-HEN-14-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	HEN-14-MGE	11	DNA Extracts 10	
DNA1-KUB-17-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	KUB-17-MGE	25	DNA Extracts 10	
DNA1-PAD-17-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	PAD-17-MGE	37	DNA Extracts 10	
DNA1-OPH-18-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	OPH-18-MGE	9.7	DNA Extracts 10	
DNA1-GRO-18-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GRO-18-MGE	3.08	DNA Extracts 10	
DNA1-WOL-20-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	WOL-20-MGE	13	DNA Extracts 10	
DNA1-LAM-20-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	LAM-20-MGE	1.66	DNA Extracts 10	
DNA1-CHA-20-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	CHA-20-MGE	0.659	DNA Extracts 10	
DNA1-JAR-22-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	JAR-22-MGE	2.39	DNA Extracts 10	
DNA1-GOO-22-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	GOO-22-MGE	4.28	DNA Extracts 10	
DNA1-HAM-23-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	HAM-23-MGE	4.66	DNA Extracts 10	
DNA1-IRI-23-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	IRI-23-MGE	14	DNA Extracts 10	
DNA1-HER-24-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	HER-24-MGE	2.38	DNA Extracts 10	
DNA1-JOA-24-MGE	3/21/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	JOA-24-MGE	8.6	DNA Extracts 10	
DNA1-BUD-52-MGE	3/25/24	SA	DNA	Quick-DNA Fecal/Soil Microbe	BUD-52-MGE	4.71	DNA Extracts 10	
