"ID"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"jarjarbinks_3"	"goose_4"	"padme_5"	"korra_6"	"padme_6"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"
"njc25"	0	0	0	0	0.02	0	0	0.13	0	0	0	0	0.09	0	0.04	0	0	0.02	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0
"njc26"	37.31	42.31	22.63	26.6	44.55	19.6	27.48	38.66	59.62	46.14	31.74	20.9	11.78	37.86	4.76	3.38	27.97	1.44	24.09	1.88	4.8	16.84	5.92	12.3	34.83	18.91	8.51	27.49	9.11	14.51	16.5	13.91	23.08
"njc27"	0.04	0.04	0.02	0.04	0.09	0.04	0.04	0.02	0.11	0.04	0.04	0.07	0	0.18	0	0.09	0.07	0	0.13	0	0.02	0.27	0.07	0.02	0.13	0.22	0.04	0.02	0.07	0.02	0	0.13	0.09
"njc28"	0	0.33	0.13	0.02	0.02	0.24	0	0.58	0.04	0.02	1	0.09	0.18	0.44	0.04	0	0.2	0	0	0.19	0.64	0.12	1.31	0.12	0	0.09	1.18	1.42	0.13	0.31	0.17	0.07	0
"njc29"	0	0	0.07	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0.04	0	0	5.33	0.13	0	0.02	0	0	0	0.07	0.93	0	0	0.03	0	0
"njc30"	0	0.33	0.13	0.02	0.02	0.24	0	0.58	0.04	0.02	1	0.09	0.18	0.44	0.04	0	0.2	0	0	0.19	0.64	0.12	1.31	0.12	0	0.09	1.18	1.42	0.13	0.31	0.17	0.07	0
"njc31"	0	0	0.07	0	0.02	0.09	0	0.11	0.04	0.02	0	0.02	0.04	0	0	0.02	0.04	0	0.02	5.33	0.13	0.08	0.04	0.01	0	0.07	0.07	0.96	0	0	0.03	0.02	0.02
"njc32"	0	0	0	0	0	0	0	0	0	0	0	0.02	0.04	0	0	0	0	0	0	0.52	0.07	0.02	0.07	0	0.02	0	0	0.04	0	0	0.01	0	0
"njc33"	0	0.07	0.07	0	0	0.02	0.02	0.4	0	0	1.98	0.04	0	0.87	0	0.02	0.36	0	0.02	0	0.49	0.01	0.62	0	0	0.16	1.18	0.24	0	0.09	0.01	0.13	0
"njc34"	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	1.4	0.04	0	0.02	0	0	0	0.2	0.07	0	0	0	0	0
"njc35"	0.31	0.96	0.44	1.4	0.62	2.67	0.07	1.51	0.07	0.44	27.98	4.65	0.93	8.65	0	1.02	7.97	0.27	0.16	0.1	1.31	1.76	2.27	0.01	0.38	0.58	3.98	0.89	0.04	0.67	0.23	5.36	0.2
"njc36"	0.38	1.24	7.05	1.62	3.67	5.96	2.8	4.94	0.33	0.73	28.03	4.76	16.07	8.94	19.94	1.07	8.08	0.44	0.33	23.29	16.44	2.31	17.68	18.45	0.44	0.88	22.65	16.35	21.6	1.73	10.18	10.25	0.62
"njc37"	37.2	41.53	24.39	26.53	44.78	19.54	28.22	39.9	59.56	46.08	32.99	20.21	11.76	38.28	10.54	3.33	23.05	1.44	24.07	4.82	9.84	16.67	11.4	18.44	34.79	18.94	13.25	31.29	17.04	14.38	19.51	15.34	22.37
"njc38"	37.27	42.02	22.61	27.24	44.84	20.92	27.37	39.28	59.16	46.32	51.1	21.37	11.91	43.71	4.62	3.4	28.26	1.31	22.89	7.72	4.76	16.52	5.85	11.87	34.76	18.47	8.63	27.96	9.02	14.76	16.33	15.56	20.45
"njc39"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0.04	0	0	0	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0
"njc40"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	5.19	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc41"	0.27	1.89	0.31	0.44	0.6	0.93	0.29	1.65	0.98	0.4	5.98	2.11	0.49	3.31	0.29	0.58	14.32	0.73	0.29	7.72	1.47	1.89	2.69	0.89	0.38	1.54	3.85	0.93	0.22	0.67	0.32	1.84	4.82
"njc42"	0	0.13	0.07	0	0.07	0.04	0.02	0.49	0.09	0.02	3.05	0.09	0.11	1.36	0.04	0.02	0.42	0	0.04	0.04	0.58	0.06	0.76	0.12	0	0.23	1.24	0.31	0.16	0.11	0.1	0.22	0
"njc43"	0	0	0.02	0	0.02	0.02	0.02	0.02	0	0	0	0	0.09	0	0.04	0	0	0	0	0.17	0.07	0.01	0.11	0.13	0	0	0.07	0.04	0.13	0	0.11	0.02	0
"njc44"	0	0.13	0.07	0	0.02	0.04	0.02	0.47	0	0	3.05	0.09	0	1.31	0	0.02	0.53	0	0.02	5.19	0.49	0.02	0.62	0	0	0.17	1.18	0.27	0	0.09	0.01	0.13	0
"njc45"	37.36	42.73	24.52	26.62	45.06	19.65	28.35	40.41	59.71	46.16	33.19	20.94	11.89	38.75	10.62	3.42	29.77	1.47	24.2	11.85	10.11	16.94	11.67	18.75	35.05	19.59	13.56	31.85	17.24	15.02	19.91	15.63	23.19
"njc46"	0	0.13	0.07	0	0.07	0.04	0.02	0.49	0.09	0.02	3.05	0.09	0.11	1.38	0.04	0.02	0.42	0	0.04	0.04	0.58	0.06	0.78	0.12	0	0.24	1.24	0.31	0.16	0.11	0.1	0.22	0.02
"njc47"	0	0.07	0.07	0	0	0	0	0.38	0	0	0.98	0	0	0.31	0	0	0.16	0	0	0	0.44	0	0.6	0	0	0.08	1	0.24	0	0.09	0	0	0
"njc48"	33.02	39.33	22.68	24.16	38.33	14.2	22.47	39.3	34.64	39.8	23.16	14.94	7.07	29.25	9.74	2.51	15.43	1.2	16.4	7.19	8.73	9.55	9.44	13.73	30.18	15.09	10.29	30.78	13.29	11	18.73	10.58	18.07
"njc49"	37.31	42.58	24.46	26.62	44.98	19.63	28.26	39.52	59.62	46.14	33.07	20.88	11.82	38.52	10.56	3.38	28.92	1.47	24.09	6.26	9.91	16.83	11.55	18.47	34.85	18.98	13.58	31.32	17.04	14.6	19.8	15.38	23.1
"njc50"	0	0.07	0.07	0	0	0	0	0.38	0	0	0.98	0	0	0.31	0	0	0.45	0	0	5.19	0.44	0	0.6	0.01	0	0.09	1	0.24	0	0.09	0	0	0.02
"njc51"	0.13	1.56	0.18	0.13	0.2	0.16	0.07	1.25	0.07	0.04	3.73	0.76	0.13	1.94	0.02	0.13	8.08	0.04	0.04	1.53	0.62	0.2	0.82	0.03	0.07	0.28	1.91	0.42	0	0.29	0.32	0.53	0.73
"njc52"	33.07	39.33	33.33	24.33	42.29	20.94	26.79	44.04	34.69	43.36	23.16	16.25	41.5	29.38	40.85	2.6	15.43	1.38	16.69	43.92	35.67	9.73	34.37	46.6	30.14	15.17	38.64	52.82	53.67	12.04	36.82	20.03	18.92
"njc53"	0	0	0.02	0	0	0	0	0.51	0	0	0	0	0	0	0	0	0	0	0	1.4	0.04	0	0.02	0	0	0	0.2	0.11	0	0	0	0	0
"njc54"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0.04	0	0	0	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0
"njc55"	37.2	41.53	24.37	26.53	44.78	19.54	28.19	39.41	59.56	46.08	32.99	20.19	11.76	38.28	10.54	3.33	23.05	1.44	24.07	4	9.84	16.67	11.4	18.44	34.76	18.94	13.25	31.23	17.04	14.38	19.51	15.34	22.34
"njc56"	0	0.33	0.13	0.02	0	0.24	0	0.56	0.04	0.02	1	0.09	0.09	0.44	0	0	0.24	0	0	5.33	0.58	0.12	1.2	0	0	0.09	1.11	1.38	0	0.31	0.08	0.04	0
"njc57"	0.13	1.42	0.38	0.58	0.38	1.96	0.16	1.51	0.96	0.56	23.16	1.91	0.76	7.81	0.27	0.6	10.55	0.82	0.18	0.14	1.47	2	3.21	0.87	0.24	1.58	3.25	1.98	0.2	0.78	0.2	3.51	3.98
"njc58"	0	0.07	0.13	0	0.02	0.02	0.02	0.47	0.04	0	1.98	0.04	0.09	0.87	0.04	0.02	0.4	0	0.02	0.19	0.69	0.01	0.76	0.12	0	0.16	1.31	1.22	0.13	0.09	0.13	0.16	0
"njc59"	0.18	1.49	6.76	0.31	3.25	3.49	2.78	3.87	0.13	0.24	1.11	0.89	15.2	0.91	19.96	0.09	7.17	0.2	0.16	28.45	15.6	0.54	16.07	18.45	0.11	0.23	19.68	15.7	21.49	1.44	10.22	4.8	1.2
"njc60"	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.29	0	0	6.59	0.04	0	0.02	0	0	0	0.2	0.07	0	0	0	0	0
"njc61"	0	0	0	0	0.02	0	0	0.04	0	0	0	0	0.09	0	0.04	0	0.11	0	0	6.64	0.11	0	0.13	0.12	0	0	0.27	0.11	0.13	0	0.09	0.02	0
"njc62"	0	0	0	0	0.02	0	0	0.04	0	0	0	0	0.09	0	0.04	0	0	0	0	1.45	0.11	0	0.13	0.12	0	0	0.27	0.11	0.13	0	0.09	0.02	0
"njc63"	0.04	0.02	0.02	0.04	0.09	0.04	0.04	0	0.07	0.02	0.04	0.09	0	0.18	0	0.09	0.02	0	0.11	0.01	0.02	0.13	0.07	0.01	0.13	0.16	0.02	0	0.04	0.07	0	0.09	0.11
"njc64"	0.27	1.71	19.28	0.78	7.69	10.89	7.88	9.16	0.33	4	20.76	2.71	49.86	6.61	56.88	0.36	9.95	0.53	0.51	72.01	47.71	1.02	46.1	57.52	0.2	0.66	53.18	40.48	69.87	2.53	31.67	18.05	2
"njc65"	0.04	0.36	0.29	0.42	0.2	0.6	0.02	1.02	0.13	0.22	6.91	2.49	0.31	2.25	0	0.07	5.1	0.09	0.07	5.19	1.07	0.82	1.83	0.01	0.04	0.38	2.98	0.69	0.04	0.13	0.09	2.76	0.04
"njc66"	0.4	2.13	0.71	1.16	0.64	2.87	0.36	2.76	1.38	0.78	30.36	5.78	1.33	9.99	0.4	1.38	17.28	1.18	1.4	0.95	2.16	3.66	4.07	1.28	0.56	2.27	5.4	1.38	0.29	0.71	0.49	6.53	6.69
"njc67"	0	0	0	0	0.02	0	0	0.04	0	0	0.02	0	0.09	0.04	0.04	0	0	0	0	1.46	0.11	0	0.13	0.12	0	0	0.27	0.11	0.13	0.02	0.09	0.02	0
"njc68"	0	0.38	0	0	0	0	0	0	0	0	1.36	0	0	0.71	0	0	1.76	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0
"njc69"	0	0.07	0.07	0	0	0.02	0.02	0.4	0	0	1.98	0.04	0	0.87	0	0.02	0.36	0	0.02	0	0.49	0.01	0.62	0	0	0.16	1.18	0.24	0	0.09	0.01	0.13	0
"njc70"	33.02	39.33	22.63	24.16	38.33	14.18	22.43	37.97	34.64	39.8	23.16	14.9	7.02	29.25	9.74	2.51	15.39	1.2	16.4	5.49	8.6	9.48	9.37	13.72	30.14	15.09	10.29	30.18	13.31	11	18.71	10.58	18.05
"njc71"	0	0	0.07	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0.04	0	0	5.33	0.13	0	0.02	0	0	0	0.07	0.93	0	0	0.03	0	0
"njc72"	0	0	0.07	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0.04	0	0	5.33	0.13	0	0.02	0	0	0	0.07	0.93	0	0	0.03	0	0
"njc73"	0	0	0.07	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0.04	0	0	5.33	0.13	0	0.02	0	0	0	0.07	0.93	0	0	0.03	0	0
"njc74"	0	0	0.07	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0.04	0	0	5.33	0.13	0	0.02	0	0	0	0.07	0.93	0	0	0.03	0	0
"njc75"	0	0	0	0	0.04	0.02	0	0	0	0	0.02	0.04	0	0.09	0	0	0	0	0	0.01	0	0.06	0	0	0.02	0.01	0	0	0	0.04	0	0	0.02
"njc76"	0.38	2.38	0.56	1.47	0.93	3.05	0.04	2.14	0.31	0.67	28.12	5.4	1.24	9.21	0.07	1.04	14.74	0.29	0.16	1.75	1.62	2.36	3.09	0.2	0.36	0.84	4.45	2.29	0.2	1.11	0.71	5.65	0.93
"njc77"	0	0	0.02	0	0	0	0.02	0.51	0	0	0	0.04	0.04	0	0	0	0	0	0	1.67	0.09	0.04	0.07	0	0.04	0	0	0.13	0	0	0.01	0	0.02
"njc78"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.01	0	0	0	0	0	0	0	0	0	0	0
"njc79"	0.13	0.93	0.42	0.69	0.38	1.31	0.18	1.78	0.71	0.42	9.38	3.69	0.62	3.56	0.27	0.42	12.58	0.78	0.11	0	1.82	1.92	3.58	0.83	0.16	1.24	4.85	1.13	0.13	0.42	0.09	3.76	3.98
"njc80"	0	0	0.02	0	0	0	0.02	0.51	0	0	0	0.02	0	0	0	0	0	0	0	2.23	0.04	0	0.02	0	0.02	0	0.2	0.13	0	0	0	0	0.02
"njc81"	0	0	0.07	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0.14	0.13	0	0.02	0	0	0	0.07	0.93	0	0	0.03	0	0
"njc82"	0	0.07	0.13	0	0	0.02	0.02	0.44	0.04	0	1.98	0.04	0	0.87	0	0.02	0.36	0	0.02	0.14	0.62	0.01	0.65	0	0	0.16	1.24	1.18	0	0.09	0.04	0.13	0
"njc83"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0.04	0	0	0	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0
"njc84"	36.31	40.87	21.88	26	41.49	20.2	27.01	33.01	57.51	43.9	49.41	20.52	11.58	41.26	4.76	3.07	21.67	1.51	23.62	0.04	4.49	16.1	5.92	12.04	33.56	18.16	8	25.98	8.96	14.09	14.21	14.4	21.94
"njc85"	0	0.02	0	0	0.09	0	0	0.04	0.2	0.11	0.04	0	0.02	0.11	0	0.02	0.07	0	0.07	0	0.02	0.31	0.02	0.03	0.04	0.27	0.02	0.02	0.07	0.02	0.02	0.2	0
"njc86"	0	0.07	0.07	0	0.04	0	0	0.4	0	0	1	0.02	0.02	0.36	0	0	0.18	0	0	0	0.44	0.04	0.69	0	0.02	0.09	1.11	0.24	0	0.13	0	0	0.04
"njc87"	0	0.02	0	0	0.09	0	0	0.04	0.2	0.11	0.04	0	0.02	0.11	0	0.02	0.07	0	0.07	0	0.02	0.31	0.02	0.03	0.04	0.27	0.02	0.02	0.07	0.02	0.02	0.2	0
"njc88"	0	0.44	0.07	0	0.04	0.02	0.02	0.42	0	0	3.36	0.07	0.02	1.65	0	0.02	2.2	0	0.02	0	0.53	0.08	0.71	0.02	0.02	0.27	1.29	0.24	0	0.13	0.01	0.16	0.04
"njc89"	0	0	0	0	0	0	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0
"njc90"	0	0	0.02	0	0	0	0.02	0.49	0	0	0	0.02	0	0	0	0	0	0	0	0.73	0	0	0	0	0.02	0	0	0.07	0	0	0	0	0.02
"njc91"	0	0	0.07	0	0	0	0	0.91	0.07	0	0	0	0	0	0	0.07	0.02	0.07	0	1.64	0.22	0.01	0.04	0.01	0	0.01	0.27	1.47	0	0	0.03	0	0
"njc92"	0	0	0.07	0	0	0	0	0.87	0.07	0	0	0	0	0	0	0.07	0.02	0.07	0	0.14	0.13	0	0.02	0.01	0	0	0.07	1.4	0	0	0.03	0	0
"njc93"	0.09	0.67	0.27	0.27	0.22	0.71	0.16	2.02	0.76	0.29	3.47	1.2	0.33	1.71	0.27	0.36	7.73	0.69	0.09	0.14	1.36	1.32	2.4	0.83	0.13	1.11	2.96	2.11	0.13	0.4	0.03	1.11	3.96
"njc94"	0	0.07	0.07	0	0	0.02	0.02	0.4	0	0.02	1.98	0.04	0	0.87	0	0.02	0.36	0	0.02	0	0.49	0.01	0.62	0	0	0.16	1.18	0.24	0	0.09	0.01	0.13	0.02
"njc95"	0	0	0.07	0	0.02	0	0	0.07	0.04	0	0	0	0.09	0	0.04	0	0	0	0	0.19	0.2	0	0.13	0.12	0	0	0.13	0.98	0.13	0	0.12	0.02	0
"njc96"	0	0	0	0	0	0	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0
"njc97"	0	0	0.07	0	0	0	0	0.87	0.04	0	0	0	0	0	0	0	0	0	0	0.14	0.13	0	0.02	0	0	0	0.07	1.4	0	0	0.03	0	0
"njc98"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0.04	0	0	0	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0
"njc99"	0	0	0	0	0	0	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0
"njc100"	0.04	0.04	0.09	0	0.04	0.02	0.11	0.07	0.09	0.02	0.09	0	0	0.16	0.07	0.04	0	0	0.11	0.29	0.09	0.07	0.09	0.18	0.2	0.61	0.02	0.02	0.07	0.38	0.04	0.18	0.11
"njc101"	37.02	40.93	28.95	26.24	47.27	21.34	29.93	40.24	58.58	45.96	27.65	18.21	25.98	35.99	24.29	2.2	18.62	0.62	22.93	28.45	18.73	14.49	18.52	29.48	34.45	17.4	24.19	41.84	30.4	14.91	26.09	16.63	16.85
"njc102"	0	0.07	0.13	0	0	0	0	1.25	0.04	0	0.98	0	0	0.31	0	0	0.16	0	0	0.14	0.58	0	0.62	0	0	0.08	1.07	1.65	0	0.09	0.03	0	0
"njc103"	0	0	0	0	0.02	0	0	0.09	0	0	0	0	0.09	0	0.04	0	0	0	0	1.6	0.11	0	0.13	0.12	0	0	0.27	0.11	0.13	0	0.1	0.02	0.02
"njc104"	0.09	0.67	0.2	0.27	0.22	0.71	0.16	1.98	0.71	0.29	3.47	1.2	0.33	1.71	0.27	0.36	7.73	0.69	0.09	0	1.22	1.32	2.38	0.83	0.13	1.11	2.89	1.18	0.13	0.4	0	1.11	3.96
"njc105"	0	0	0.07	0	0	0	0	0.07	0.04	0	0	0	0	0	0	0	0	0	0	1.55	0.18	0	0.04	0	0	0	0.27	1	0	0	0.03	0	0
"njc106"	0	0.07	0.13	0	0	0	0	1.25	0.04	0	0.98	0	0	0.31	0	0	0.16	0	0	0.14	0.58	0	0.62	0	0	0.08	1.07	1.65	0	0.09	0.03	0	0
"njc107"	0	0	0	0	0	0	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0
"njc108"	1.29	2.09	1.42	1.91	3.47	3.11	0.69	7.81	3.16	2.94	29.45	5.98	1.89	10.5	0.42	1.76	16.1	1.22	1.69	0	2.53	4.08	4.25	1.6	1.64	2.61	5.98	2.76	0.47	0.98	2.62	7.87	7
"njc109"	0	0.27	0	0.02	0	0.24	0	0.98	0	0.02	0.02	0.09	0.09	0.13	0	0	0.04	0	0	1.4	0.04	0.12	0.6	0	0	0.01	0.24	0.73	0	0.22	0.04	0.04	0
"njc110"	0	0	0.07	0	0.02	0	0	0.89	0.04	0	0	0	0	0	0	0	0	0	0	0.14	0.13	0	0.02	0	0	0	0.07	1.4	0	0	0.03	0	0
"njc111"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0.04	0	0	0	0	0.04	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0
"njc112"	0	0	0.07	0	0	0	0	0.87	0.04	0	0	0	0	0	0	0	0	0	0	0.14	0.13	0	0.02	0	0	0	0.07	1.4	0	0	0.03	0	0
"njc113"	0	0.07	0.13	0	0	0	0	1.25	0.04	0	0.98	0	0	0.31	0	0	0.16	0	0	0.14	0.58	0	0.62	0	0	0.08	1.07	1.65	0	0.09	0.03	0	0
"njc114"	0	0.07	0.13	0	0	0	0	1.25	0.04	0	0.98	0	0	0.31	0	0	0.16	0	0	0.14	0.58	0	0.62	0	0	0.08	1.07	1.65	0	0.09	0.03	0	0
"njc115"	37.2	41.58	22.52	26.51	44.46	19.54	27.46	38.79	59.62	46.16	31.07	20.28	11.78	37.54	4.73	3.33	23.83	1.44	24.07	8.38	4.4	16.93	5.32	12.3	34.85	18.94	7.31	27.36	9.13	14.24	16.25	13.83	22.41
"njc116"	0	0.02	0	0	0.04	0	0	0.02	0.13	0.07	0.02	0	0.02	0.09	0	0	0.04	0	0.04	0	0.02	0.2	0.02	0.01	0.02	0.14	0.02	0.02	0.04	0.02	0	0.11	0.02
"njc117"	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	1.4	0.04	0	0.02	0	0	0	0.2	0.07	0	0	0	0	0
"njc118"	0	0.33	0.13	0.02	0	0.24	0	0.56	0.04	0.02	1	0.09	0.09	0.44	0	0	0.24	0	0	5.33	0.58	0.12	1.2	0	0	0.09	1.11	1.38	0	0.31	0.08	0.04	0
"njc119"	37.2	41.58	22.52	26.51	44.49	19.52	27.46	38.72	59.62	46.16	31.07	20.23	11.82	37.52	4.78	3.33	23.54	1.42	24.07	2.57	4.4	16.87	5.37	12.43	34.83	18.94	7.38	27.36	9.27	14.24	16.33	13.85	22.41
"njc120"	0.47	1.82	0.33	1.02	0.56	2.09	0.31	1.85	1.18	0.51	7.47	4	1	3.45	0.4	1.62	11.78	0.98	1.31	0	1.58	3.18	2.87	1.26	0.53	1.87	3.96	0.93	0.22	0.87	0.29	2.04	6.63
"njc121"	4.31	2.6	1.56	2.07	6.31	5.25	5.85	1.58	25.18	6.18	4.53	4.22	4.85	7.14	0.93	1.36	4.59	0.42	8.69	0.82	0.51	7.52	0.62	5.1	4.76	3.93	1.04	0.71	3.76	3.36	0.98	2.58	6.85
"njc122"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
