"ID"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"buddy_16"	"buddy_17"	"iris_17"	"ivy_17"	"kubo_17"	"lambchop_17"	"padme_17"	"wolverine_17"	"buddy_18"	"ginger_18"	"hamlet_18"	"hera_18"	"iris_18"	"ivy_18"	"jarjarbinks_18"	"kubo_18"	"lambchop_18"	"wolverine_18"	"franc_19"	"ivy_19"	"ophelia_19"	"wolverine_19"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"ginger_20"	"goose_20"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"buddy_21"	"hamlet_21"	"jarjarbinks_21"	"joans_21"	"korra_21"	"kubo_21"	"franc_22"	"goose_22"	"grogu_22"	"hamlet_22"	"henry_22"	"hera_22"	"iris_22"	"joans_22"	"kubo_22"	"marshmallow_22"	"hamlet_23"	"iris_23"	"korra_23"	"franc_24"	"ginger_24"	"henry_24"	"hera_24"	"ivy_24"	"kubo_24"	"marshmallow_24"	"ophelia_24"	"wolverine_24"	"henry_25"	"kubo_25"	"ginger_29"	"henry_29"	"jarjarbinks_29"	"joans_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"ginger_36"	"grogu_36"	"henry_36"	"franc_37"	"goose_37"	"grogu_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"goose_4"	"grogu_41"	"hamlet_41"	"hera_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"goose_42"	"grogu_42"	"henry_42"	"ivy_42"	"lambchop_42"	"ophelia_43"	"buddy_44"	"franc_44"	"ginger_44"	"goose_44"	"iris_44"	"ivy_44"	"jarjarbinks_44"	"joans_44"	"lambchop_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"hamlet_45"	"henry_45"	"hera_45"	"ivy_45"	"jarjarbinks_45"	"joans_45"	"korra_45"	"marshmallow_45"	"ophelia_45"	"buddy_46"	"charles_46"	"goose_46"	"hamlet_46"	"iris_46"	"ivy_46"	"joans_46"	"lambchop_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"hamlet_48"	"hera_48"	"iris_48"	"ivy_48"	"jarjarbinks_48"	"joans_48"	"korra_48"	"kubo_48"	"lambchop_48"	"marshmallow_48"	"ophelia_48"	"wolverine_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"iris_49"	"ivy_49"	"jarjarbinks_49"	"joans_49"	"kubo_49"	"marshmallow_49"	"ophelia_49"	"wolverine_49"	"padme_5"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"jarjarbinks_50"	"joans_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"charles_51"	"franc_51"	"joans_51"	"lambchop_51"	"buddy_52"	"charles_52"	"ginger_52"	"goose_52"	"grogu_52"	"jarjarbinks_52"	"kubo_52"	"marshmallow_52"	"franc_53"	"hera_53"	"kubo_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"iris_55"	"ivy_55"	"lambchop_55"	"ophelia_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"	"buddy_57"	"joans_57"	"ophelia_57"	"wolverine_57"	"ginger_58"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"henry_59"	"iris_59"	"ophelia_59"	"korra_6"	"padme_6"	"iris_60"	"joans_60"	"marshmallow_60"	"wolverine_60"	"joans_62"	"henry_66"	"hamlet_67"	"hera_67"	"ivy_67"	"franc_68"	"jarjarbinks_68"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"grogu_70"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"
"njc11"	0	0.02	0	0	0.09	0	0	0.04	0.2	0.16	0.04	0	0.02	0.11	0	0	0	0.04	0.04	0	0.07	0	1.29	0.04	0	0	0.04	0.02	0.02	0.04	0	0.04	0	0.02	0.04	0.13	0	0.02	0	0.02	0.07	0	0	0.02	0	0.04	0.04	0.36	0.04	0	0	0.04	0.07	0	0	0.2	0.04	0.04	0.04	0.04	0.04	0.09	0.04	0.02	0	0	0	0.09	0.07	0.02	0.04	0	0.49	0.13	0.18	0.04	0.04	0	0	0.02	0.02	0.02	0	0	0.07	0.13	0.11	0.13	0.04	0	0.18	0.07	0.11	0.04	0.04	0.16	0.07	0.13	0.02	0	0	0.22	0.07	0.22	0.02	0.02	0.18	0	0.09	0	0	0.02	0.02	0.09	0	0.16	0.13	0.27	0.02	0.07	0.09	0.07	0	0.2	0.11	0.07	0.02	0.13	0.16	0.09	0	0.04	0	0.18	0.09	0.07	0.11	0	0.13	0.04	0.04	0.07	0	0.07	0.04	0	0.02	0.02	0	0.22	0	0.04	0.02	0.2	0.04	0.02	0.09	0.04	0.11	0.04	0.16	0.13	0.02	0	0.22	0.09	0.02	0	0.02	0.47	0.02	0.04	0.02	0.09	0.16	0.02	0.09	0.04	0.04	0	0.02	0.11	0.11	0.02	0.02	0.2	0.04	0	0.02	0.11	0.04	0	0	0.04	0.07	0.04	0.02	0	0.07	0.04	0.02	0.02	0	0.09	0	0.02	0.2	0.04	0.09	0.04	0.18	0.07	0.27	0	0.02	0.02	0	0.04	0.02	0.11	0.04	0	0.04	0.02	0.02	0.04	0.16	0.33	0	0.16	0.04	0.11	0.13	0.02	0.07	0.04	0.04	0.18	0.13	0.18	0.03	0.04	0.29	0.02	0.02	0.04	0.07	0.02	0.02	0.2	0.02
"njc12"	37.51	42	29.37	27.56	47.83	24.77	30.31	43.06	59.79	46.61	52.51	22.3	27.4	44.29	30.52	43.24	4.26	19.56	31.2	21.29	42.44	61.25	5.87	55.56	26.19	28.8	20.7	19.29	29.22	24.36	18.07	38.63	45.26	45.27	27.37	21.93	22.82	40.35	24.7	4.16	24.57	1.71	16.61	19.18	12.51	12.01	43.52	22.11	19.5	21.07	26.75	15.76	41.41	24.61	27.88	20.99	24.94	1.91	13.04	18.18	14.18	46.87	34.81	31.17	23.47	22.98	25.59	28.74	24.71	20.9	28.47	18.44	20.57	33.67	3.71	33.36	65.85	33.73	13.51	34.82	34.07	30.51	25.21	41.51	24.36	15.6	38.59	18.67	29.61	1.27	21.73	22.78	16.76	0.78	18.34	45.75	12.84	21.87	40.67	28.73	1.51	29.88	38.71	16.38	5.25	25.59	17.11	4.47	33.19	24.49	15.23	29.18	12.96	12.03	38.12	22.26	38.37	23.6	6.34	16.08	21.97	16.21	21.76	19.78	34.79	14.63	33.56	17.03	15.57	11.26	14.62	21.94	3.56	34.97	12.58	17.8	7.14	18.45	32.63	37.76	18.73	31.38	14.11	22.02	45.01	33.01	15.99	10.32	31.3	17.85	1.58	17.96	17.94	31.87	23.95	19.8	12.61	26.32	23.14	23.01	20.76	18.67	34.39	33.52	14.68	41.72	33.85	27.49	41.93	14.68	15.77	24.57	18.92	17.45	31.4	20.25	9.9	23.69	34.38	39.36	6.65	35.87	14.47	16.22	20.88	20.38	31.6	18.5	41.17	17.13	24.29	10.55	33.35	24.14	11.21	30.74	22.47	3.64	16.8	22.87	18.3	27.82	23.72	19.04	1.96	6.58	38.54	28.72	10.99	19.02	24.94	17.86	21.59	3.58	34.45	15.18	13.54	27.4	26.87	29.88	20.97	46.96	16.6	26.16	26.43	16.18	15.81	18.15	21.7	25.54	29.66	27.49	41.34	31.3	16.27	12.32	44.57	33.07	28.71	20.77	30.88	35.26	19.83	27.57	9.04	43.52	30.7	16.2	26.28	20.94	22.94
"njc13"	0	0	0.02	0	0	0	0	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.71	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0.07	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0.07	0	0	0.02	0	0.65	0	0	0	0.01	0	0.02	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1	0	0	0	0	0	0	0.04	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0.13	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.11	0	0	0	0	0
"njc14"	0	0.27	0.07	0.02	0	0.24	0	0.31	0.04	0.02	0.02	0.09	0.09	0.13	0.22	0.24	0	0	0.02	0	0.07	0.96	0.07	0.04	0	0.02	0.07	0	0	0.13	0	0.13	1.6	0.24	0.04	0.38	0.2	0	0	0	0.04	0	0	0.02	0.02	0	0	0	0.09	0.04	0.02	0	0.22	0	0.38	0	0	0.02	0	0.02	0	0	0.02	0.11	0.04	0.04	0	0	0.16	0	0	0	0.12	0	0.02	0.2	0.11	0.11	0.11	0	0.09	0	0	0	0	0.2	0.09	0	0	0	0.07	0.02	0	0	0	0.24	0	0.07	0.13	0.15	0.02	0.03	0.02	0.1	0	0	0	0	0	0.29	0.04	0.22	0.09	0.09	0	0	0	0	0.02	0	0.02	0.04	0	0	0.04	0	0	0.02	0.2	0.11	0	0	0.07	0.18	0	0.02	0	0	0	0.24	0	0.04	0	0.02	0	0.24	0.02	0.22	0.73	0	0	0.04	0.02	0	0	0	0.11	0	0.11	0	0	0.11	0.04	0.31	0	0	0.07	0	0.18	0	0	0.29	0	0.09	0.13	0.16	0.13	0.09	0	0	0.02	0	0	0	0	0.18	0.07	0.18	0.09	0.38	0	0	0.02	0.02	0.22	0	0	0.02	0	0	0	0	0	0.22	0	0.07	0	0	0.47	0.07	0.04	0.02	0.22	0.07	0	0.07	0	0	0.07	0	0.04	0.07	0	0.02	0	0	0.18	0.12	0.67	0	0	0	0.53	0	0	0.02	0.02	0.36	0.02	0	0	0	0.01	0.18	0	1.25	0	0.22	0.08	0.04	0
"njc15"	0	0	0.07	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0.02	0	0	0.02	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.07	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0.07	0	0.93	0	0	0.03	0	0
"njc16"	0.16	1.11	10.78	0.4	3.76	7.38	4.5	5.94	0.8	0.64	6.89	1.47	34.58	3.43	1.16	7.36	0.09	2.83	3.09	5.21	5.25	31.26	6.72	2.51	3.76	0.36	0.27	0.38	3.87	5.87	1.44	3.02	13.03	1.73	4.4	2.21	0.2	4.07	31.35	0.42	10.02	0.78	0.58	0.49	4.07	0.6	1.96	14.79	5.2	0.02	1.82	1.8	0.07	14.03	5.54	1.67	9.49	0.18	12.48	5.85	0	2.34	4.65	4.11	0.29	1.05	1	20.47	3.78	1.13	5.44	1.04	1.41	10.91	0.2	1.58	2.96	12.67	1.29	1	6.04	4.69	0.16	27.98	0.38	2	1.62	9.11	6.53	0.18	1.93	1.18	2.62	0.22	1.58	1.38	4.56	36	1.62	45.02	0.11	1.19	1.02	5.03	1.94	12.54	1.27	0.78	4.6	8.02	1.4	2.02	1.22	11.06	1.87	1.45	6.17	1.59	2.65	0.42	0.6	1.67	0.42	3.65	0.98	1.09	0.87	1.49	16.93	1.07	0.33	7.74	0.27	1.42	2.11	0.51	0.82	0.67	8.4	0.29	0.36	1.36	0.4	2.29	4.38	1.56	11.03	0.27	3.32	4.76	0.38	1.29	1.73	4.23	2	15.58	0.91	9.52	1.91	0.49	9	1.62	4.36	0.94	3.18	0.56	2.18	1.69	2.47	2.51	1.09	1.29	3	4.14	2.62	28.1	5	0.62	2.56	0.84	0.49	2.16	1.33	0.76	2.33	1.94	0.51	45.19	3.45	0.74	4.67	1.07	0.27	1.58	0.8	1.02	0.38	0.33	0.4	17.65	7.06	7.64	0.93	1.31	0.18	0.91	1.82	2	0.87	1.78	9.13	7.45	1.53	0.36	0.36	0.78	4.47	4.11	5.69	0.82	4.91	2.96	1.53	3.71	0.58	3.58	10.26	1.47	27.38	12.47	2.73	6.92	1.31	0.47	4.85	4.01	0.07	9.35	4.93	4.21	33.61	0.13	1.28	31.61	7.42	22.91	40.34	1.42	18.08	10.6	4.78
"njc17"	0	0	0.02	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0.04	0	1.38	1.32	0	0	0	0	0	0	0	0	0	0.78	0	0	0	0	0	0.04	0	0	0.02	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.04	0	0	0.02	0	0	0	0	0	0	0	0.11	0	0	0.09	0	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0	0	0.02	0.02	0	0	0	0.02	0	0	0	0.02	0.11	0	0.06	0	0	0	0	0	0.07	0	0	0	0	0.13	0	0	0	0	0	0	0	0.02	0	0.04	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.09	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0.04	0	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0.47	0	0.02	0	0	0	0	0	0.11	0	0	0.04	0	0.02	0	0	0	0.11	0	0.04	0.13	0	0	0.07	0.04	0.04	0.18	0	0.09	0.02	0
"njc18"	0	0.02	0	0	0.02	0	0	0.02	0.04	0.02	0.02	0	0	0.04	0	0	0	0.02	0.04	0	0.02	0	0	0.02	0	0	0.02	0	0.02	0.02	0	0	0	0.02	0	0.09	0	0	0	0	0.04	0	0	0.02	0	0.02	0.04	0.11	0.02	0	0	0.02	0.02	0	0	0.07	0.04	0	0.02	0.02	0.02	0.04	0.02	0	0	0	0	0.04	0.02	0	0.04	0	0.23	0.02	0.04	0.02	0.02	0	0	0.02	0.02	0.02	0	0	0.02	0.04	0.04	0.03	0	0	0.09	0.02	0.04	0	0	0.02	0.02	0.04	0.02	0	0	0.06	0.02	0.08	0.02	0.02	0.04	0	0.04	0	0	0	0.02	0.04	0	0.02	0.09	0.09	0	0.02	0.02	0.02	0	0.09	0.07	0.02	0.02	0.04	0.04	0.02	0	0.02	0	0.04	0.04	0.02	0.04	0	0.07	0.02	0.02	0.02	0	0.04	0.02	0	0	0.02	0	0.04	0	0.02	0	0.04	0	0.02	0.04	0.02	0.04	0	0.04	0.07	0	0	0.04	0.04	0.02	0	0	0.16	0.02	0.02	0	0.02	0.04	0	0.04	0	0.04	0	0	0.07	0.02	0	0.02	0.09	0.02	0	0	0.02	0.02	0	0	0	0	0.04	0	0	0.04	0.02	0.02	0.02	0	0.07	0	0.02	0.12	0.04	0.02	0.02	0.02	0.02	0.09	0	0.02	0	0	0.02	0.02	0.02	0.02	0	0.02	0.02	0	0.04	0.07	0.17	0	0.09	0.02	0	0.09	0	0.04	0	0.02	0.11	0.02	0.04	0.01	0.02	0.08	0.02	0	0.02	0.02	0	0	0.04	0
"njc19"	0	0.07	0.07	0	0	0	0	0.38	0	0	0.98	0	0	0.31	0	0	0	0.16	0.31	0.04	0	0	0.09	0	0	0	0	0	0.33	0.09	0	0	0	0.02	0.24	0	0	0.6	0	0	0.16	0	0	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.24	0	0.02	0	0	0	0	0.4	0	0	0	0.03	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.27	0	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0	0	0	0	4	0	0	0.02	0.36	0	0	0.69	0	0	0.02	0	0	0	0.02	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0	0.13	0	0.04	0	0	0.4	0.09	0	0	0	0.38	0.53	0	0	0	0.27	0	0	0	0.04	0.11	0.04	0	0	0.04	0.33	0	0	0.04	0	0	0	0.44	0	0.07	0	0	0	0	0	0	0	0.18	0	0	0	0.04	0.09	0	0	0	0.04	0	0	0	0	0.04	0	0	0	0.09	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.02	0	0	0	0.07	0.02	0	0.6	1.09	0	0	0.02	0	0	0	0	0.02	0.02	0	0	0	0.08	1	0.07	0.24	0	0.09	0	0	0
"njc20"	0.27	1.42	0.42	0.6	0.24	1.13	0.16	1.45	0.47	0.22	9.56	3.94	0.67	3.3	1.85	0.78	2.27	2.22	2.65	0.22	0.91	0	0.11	1.2	0	0.62	0.44	0.84	4.2	2.68	1.67	2.11	0	1.2	0.49	1.32	2.62	3.94	0.13	0.78	8.76	0.36	1.29	0.53	0.47	1.29	2.05	1	2.62	0.56	0.62	2.36	0	0.91	1.29	0.2	0.58	0.04	0.36	1.82	0.02	1.49	0.58	1.56	0.87	0.56	0.58	1.07	1	0.4	2.18	0.71	1.09	0.96	0.2	3.96	1.58	1.96	1.33	1.6	1.49	2.04	0.33	0.38	1.22	0.33	1.36	2.4	1.58	0.24	1.16	0.98	0.44	0.16	1.31	1.11	0.56	1.67	1.44	0	0.09	0.42	0.67	0.06	2.65	1.69	0.47	0.31	2.07	5	0.13	1.51	0.93	0.52	1.91	0.18	4.74	0.32	2.58	0.4	0.09	0.42	0.49	0.74	2.51	1.49	1.29	1.98	0.33	0.67	0.4	3.09	0.18	1.69	1.36	0.56	1.07	0.89	5.85	0.11	0.42	0.18	0.33	0.67	0.71	0.4	0.85	0.24	1.63	1.29	0.22	1.91	1.51	3.22	0.96	2.38	0.78	2.51	1.31	0.27	0.51	5.51	2.6	0.33	0.89	0.42	1.47	1.11	0.49	3.43	0.42	1.11	0.24	6.19	2.24	1.29	0.4	0.29	0.38	0.87	0.18	0.38	3.31	0.8	1.13	1.85	0.02	1.02	0.76	0.51	0.98	0.69	0.09	0.73	1.22	1.29	0.42	0.4	4.27	1.58	1.83	1.44	0.47	0.78	0.11	1.02	0.99	1.45	0.96	0.13	1.74	0.16	0.93	0.49	0.29	0.62	0.22	6.02	0.62	0.82	0.18	0.62	0.51	1.67	0.27	2.18	2.87	1.77	2.14	8.25	0.29	0.49	0.89	0.04	3.42	3.81	0.38	0.58	0.56	2.38	0.4	0.29	0.86	3.33	0.16	0.82	0.09	0.24	0.34	3.07	2.67
"njc21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc22"	0	0	0	0	0.02	0.09	0	0.07	0	0.02	0	0.02	0.04	0	0	0.16	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0	0.04	0	0	0	0.02	0.04	0	0	0	0	0.02	0.02	0.04	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0.02	0.02	0	0.04	0	0	0.07	0.02	0.02	0	0.02	0.04	0.07	0.02	0	0	0	0.03	0	0.07	0	0	0.04	0	0.02	0	0	0	0	0.04	0.02	0.02	0.02	0.02	0	0.02	0	0	0.02	0.07	0.02	0	0	0.02	0	0	0	0	0	0.07	0.02	0.02	0	0	0.04	0.02	0	0	0	0	0.02	0.02	0	0.04	0.24	0.04	0	0	0	0.09	0	0	0.02	0.02	0.07	0.02	0.02	0.04	0	0.02	0.02	0	0	0	0	0.09	0	0	0	0.04	0	0	0	0.02	0	0.02	0	0	0.04	0	0	0.04	0.02	0	0	0.02	0	0	0	0	0.02	0	0	0	0.02	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0.02	0.02	0.07	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.08	0.02	0.02	0	0.02	0	0	0	0.02	0	0	0.02	0.07	0.01	0	0.07	0	0	0.02	0	0	0	0.02	0.02
"njc23"	0	0	0.07	0	0	0	0	0.89	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0.02	0	0	0.02	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	1.55	0	0	0	0.1	0	0	0	0	0.04	0	0	0.02	0	0.65	0	0	0	0.01	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0.13	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0.07	0	0	0	0	0.04	0	0	0	0	0	0	0	0.04	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0.27	0	1.47	0	0	0.03	0	0
"njc24"	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0.04	0	1.38	0	0	0	0	0	0	0	0	0	0	0.78	0	0	0	0	0	0.04	0	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.09	0	0	0.09	0	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0	0	0.02	0.02	0	0	0	0.02	0	0	0	0.02	0.11	0	0.04	0	0	0	0	0	0.07	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.09	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0.47	0	0.02	0	0	0	0	0	0.11	0	0	0.02	0	0.02	0	0	0	0.11	0	0.04	0.12	0	0	0.07	0.02	0.04	0.13	0	0.09	0.02	0
"njc25"	0	0.07	0.07	0	0	0.02	0.02	0.4	0	0	1.98	0.04	0	0.87	0	0	0.02	0.18	0.49	0.04	0.02	0	0.09	0	0	0	0	0	0.67	0.22	0.02	0.02	0	0.02	0.24	0.07	0	1.05	0	0.02	0.36	0	0	0	0	0	0.62	0.02	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.31	0	0.04	0	0	0.02	0	0.49	0	0	0	0.09	0	0.02	0	0.04	0	0	0	0.02	0	0.02	0	0.02	0	0	0.07	0	0	0	0.27	0	0	0.02	0.18	0	0	0.07	0	0	0.03	0.02	0	0	0.02	0	0	0	4.07	0.04	0.02	0.04	0.38	0	0	0.87	0	0	0.04	0.04	0	0	0.02	0	0.02	0	0.07	0.13	0	0	0	0	0.02	0.02	0	0	0	0.87	0	0.02	0.07	0	0.16	0	0.09	0	0	0.76	0.11	0	0.02	0.07	0.64	0.6	0.09	0	0	0.29	0	0	0.04	0.09	0.16	0.04	0	0	0.11	0.36	0.02	0.02	0.07	0	0	0.04	0.49	0	0.07	0	0	0	0	0.02	0.04	0	0.18	0	0.02	0	0.07	0.09	0.02	0.02	0.04	0.2	0	0	0	0.02	0.09	0	0.02	0	0.09	0	0.04	0	0.33	0.04	0	0.02	0	0.04	0	0.04	0	0	0.04	0.07	0	0	0.02	0.02	0.02	0.02	0.18	0.02	0.01	0.62	1.53	0.02	0	0.04	0	0.09	0	0	0.07	0.02	0.11	0	0	0.16	1.18	0.07	0.24	0	0.09	0.01	0.13	0
