"Taxa"	"hera_1"	"buddy_11"	"hera_11"	"jarjarbinks_11"	"padme_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"jarjarbinks_15"	"buddy_16"	"buddy_17"	"iris_17"	"lambchop_17"	"padme_17"	"buddy_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"lambchop_18"	"franc_19"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"goose_20"	"hera_20"	"iris_20"	"buddy_21"	"jarjarbinks_21"	"franc_22"	"goose_22"	"grogu_22"	"hera_22"	"iris_22"	"iris_23"	"franc_24"	"goose_24"	"grogu_24"	"hera_24"	"lambchop_25"	"jarjarbinks_29"	"jarjarbinks_3"	"jarjarbinks_32"	"grogu_36"	"franc_37"	"goose_37"	"grogu_37"	"hera_37"	"lambchop_37"	"goose_4"	"grogu_41"	"hera_41"	"goose_42"	"grogu_42"	"lambchop_42"	"buddy_44"	"franc_44"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"buddy_45"	"franc_45"	"grogu_45"	"hera_45"	"jarjarbinks_45"	"buddy_46"	"goose_46"	"iris_46"	"lambchop_46"	"franc_47"	"buddy_48"	"franc_48"	"grogu_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"lambchop_48"	"franc_49"	"iris_49"	"jarjarbinks_49"	"padme_5"	"buddy_50"	"franc_50"	"grogu_50"	"jarjarbinks_50"	"lambchop_50"	"franc_51"	"lambchop_51"	"buddy_52"	"goose_52"	"grogu_52"	"jarjarbinks_52"	"franc_53"	"hera_53"	"iris_55"	"lambchop_55"	"buddy_56"	"franc_56"	"grogu_56"	"buddy_57"	"goose_58"	"goose_59"	"iris_59"	"padme_6"	"iris_60"	"hera_67"	"franc_68"	"jarjarbinks_68"	"hera_7"	"iris_7"	"padme_7"	"grogu_70"	"franc_9"	"grogu_9"
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae"	0.0065	0.0075	0.0835	0.1975	0.2265	0.03725	0.04775	0.00325	0.00675	0	0.14525	0.0025	0	0.00025	5e-04	0	0.00575	0.00075	0	0.00475	0.0035	0.01325	0	5e-04	0	0.024	0.20425	0	0.00275	0.0015	0	0	0.013	0.00375	0.0045	0.00325	0	0.002	0.00025	0	0	0	0	0.006	0.003	0	0.00675	0.00075	0.00025	0	0.013	0	0	0.03725	0.01525	0.109	0.00025	0.0285	0	0.0235	0	5e-04	0	0.0155	0.00125	0.00375	0.01425	0.01775	0.02875	0.001	0.00725	0	0	5e-04	0.01175	0.00175	0.00025	0	0.004	0.00025	0.00125	0.00925	0	0	0	0.00525	0.0015	0.00275	0.00425	0	0	0	0	0.00925	0.012	0.0055	0.00225	0.00025	0	0.00875	0.00025	0.002	0.00475	0.00475	0.00275	0.00075	0.00075	0.0135	0.00625	0.0175	0.01975	0	0	0.01775
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae"	0.0085	0.00975	0.01525	0.0075	0.006	0.0065	0.008	0.0445	0.02625	5e-04	0.002	0.01	0.0095	5e-04	0.00125	0.01075	0.0125	0.007	0.02025	0.01075	0.00625	0.0035	0.0015	0.00675	0.01275	0.00725	0.002	0.0045	0.0085	0.0045	0.00025	0.001	0.00225	0.014	0.00825	0.00775	0.0035	0.00625	0.00025	0.00425	0.007	0.004625	0.00125	0.019	0.0035	0.00225	0.029	0.005	0.0025	0.004	0.013	0.00275	0.00375	0	0.008	0.01075	0.00225	0.0085	5e-04	0.00075	0.002	0.00375	0.0035	0.0105	0.009	0.00325	0.00225	0.0065	5e-04	0.0055	0.00975	0.0085	0.003	0.02075	0.01225	0.01125	0.001	0.00925	0.01325	0.00975	0.00325	0.00475	0.00025	0.00475	0.005	0.00025	0.0045	0	0.00975	0.0015	0.00575	0.01075	0.004	0.02175	0.016	5e-04	0.00275	0.01275	0.003	0.0095	0.002	0.003	0.01825	0.003	0.018	0.0135	0.00375	0.00425	0.0105	0.009875	0.0025	0.001	0.00075	0.00725
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae"	0.00275	0.0035	0.0055	0.0015	0.001	0.003	0.0025	0.00975	0.007	0.0125	0.00275	5e-04	0	0	0.00025	0.00425	0.019	0.00075	0	0.00275	0.00475	0.096	0.00125	0.00175	0.002	0.001	0.0125	0	0.00225	0	0.00025	0.00125	0.00225	0.0015	0.001	0.00075	0.001	0.022	0.0035	0.00225	0.0015	0.006625	0	0.01275	0.00225	0.00025	0.01325	0.003	0	0	0.003	0.001	0.00175	0.003	0.01075	0.015	0.018	0.0055	0.0035	0.00475	5e-04	0.00425	0.0335	0.065	0.00175	0.00925	0.013	0.0015	0.00125	0.00425	0.00025	0.00525	0	0.00225	0.00075	0.001	0.00125	0.0025	0.00325	0.00175	5e-04	0.024	0.001	0	0.00175	0.00175	0.02025	0.0025	0.0095	0.00275	0	0.003	0.00175	0.06225	0.00075	0.00825	0.00225	0.0035	0.00275	0.00675	0.00275	0.001	0.00375	0.00075	0.0025	0.0215	0.00175	0.017	0.001	0.000375	0.00025	0.00175	0	0.00475
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae"	0	0	0	0	0	0	0	0	0	0.19	0.00025	0	0	0	0	0	0.00025	0.00025	0	0	0.0195	0.15775	0.00575	0	0	0	0	0	0	0.00025	0	0	0	0	0	0.00025	0	0	0	0	0	0.000125	0	0	0	0	0	0	0.106125	0	0	0	0	0	0	0	5e-04	0	0.06025	0	0	0	0.00025	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0355	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae"	0.00125	0.00125	0.00525	0.00875	0.00425	0.00325	0.00375	0.01575	0.01575	0	5e-04	0.00225	0	5e-04	0	0.00225	0.01325	0.0015	0	0.00125	0.00075	0.0015	0	0.00025	0.00425	0.002	0.00025	0.00175	0.0015	0	0.00025	0	0.00025	5e-04	0.0045	0	5e-04	0.002	0	5e-04	0.001	0.00125	0	0.012	0	0	0.0355	0.00025	0	0.00025	0.006	0	0	5e-04	0.0025	0.0015	0.00025	0.0025	0.00025	0	0	0.001	0.00025	0.011	0.008	0.00075	0	0.002	5e-04	0.00075	0.001	5e-04	0	0.00725	0.0045	0.00125	0	0.00225	0.001	0.00125	0.00025	0.00275	0	0.00025	5e-04	0.00075	0.00025	0	0.0015	0	0	0	0.00025	0.00125	0.00175	0.00025	0.00025	0.013	5e-04	5e-04	0	0	0.00625	0.00675	0.01	0.00325	0.00075	0.002	0.001	0.001	0.002	0	0.00025	0.00375
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae"	0.00075	5e-04	0.00025	0.00025	0	0	0.007	0.00275	0.00125	0.0035	0	0.01075	0	0	0	0.00175	0.00575	0.001	0	0.00275	0.0025	0.00675	0.00075	0.00025	0.0015	0.0025	0.00025	0.002	0.00275	0.00125	0	0	0.00475	0.0065	0.00525	0.0015	0.002	0.001	0	0.0015	0.00125	0.002875	0	0.00325	0.001	0	0.00175	0.00075	0	0	0.00075	5e-04	0.00075	0	0.00225	0.00025	0	0.00675	0.00875	0	0	0.004	5e-04	0.00125	0.00075	0.0055	0.00125	0.0105	0	0.00175	0.00075	0.0055	5e-04	0.00125	0.00975	0.0015	5e-04	0.00575	0.002	0.00475	0	0.00075	0.00225	5e-04	0.00125	0	0.00375	0	0.00125	0	0.00025	0.00075	0.0035	0.00075	0.00225	0	0.00025	0.0015	0.00025	0.00075	0	0.00025	0.00625	5e-04	0.012	0	5e-04	0.003	0.00025	0.001875	0	0.00175	5e-04	0.00275
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae"	0.00275	0.00275	0.00375	0.00625	0.0055	0.00275	0.00325	0	0	0	0.00425	0.00225	0	0	0.00025	0.00125	0.00125	0	0	0.0035	0.00125	0.00025	0.00025	0	5e-04	0.005	0.00225	0	0.00325	0	0.00025	0.00075	0.0015	0.00875	0.00675	0	0.00175	0.00025	0	0	0	0	5e-04	0.0015	0	0.00025	0.00175	0	0	5e-04	0.00275	0	0.00075	0	0.00125	0.00175	0	0.0015	5e-04	0	0	0.00025	0.0015	0.002	0	0.00025	0	0.00175	0	0.001	0.00025	0.00025	0.00075	0.00325	0.002	0	0	0.00025	0.00125	0	0	5e-04	0	0.00075	0	0	0	0	0.00025	0	0.00075	0	0	0.00025	0.0075	0	0	0.00375	5e-04	0.00025	0.00025	0	0.003	0	0.00275	0.0045	0.00125	0	0.00325	0.010875	0	0.00025	0.001	0.0055
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae"	0	0.00025	0	0.00025	0.005	0	0	0.00075	0.001	0	0.00025	0	5e-04	0.0075	0	0	0	0	0.001	0	0	0	0	0	0	0	5e-04	0	0	5e-04	0	0.00075	0	0	0	0.00025	0.00025	0.00075	0	0	0	0.00025	0	0	0	0	0	0	0.080125	0	0.00025	0	0	0.00025	0.00025	0.002	5e-04	0	0	0.001	5e-04	0	0.00175	0.00025	0.00025	0	0	0	0.00225	0	5e-04	0	0	0.00025	0	0	0	0	0	0	0.00125	0.00325	0	0	0	0.0065	0	0.0055	0.00025	0.00125	0	0	0.00025	0.002	0	0.001	0	0.00025	0	0.00025	0.00475	5e-04	0	0.00075	0	0.00025	0	0	5e-04	0.000125	0	0	0.00025	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae"	0.00075	0.00025	5e-04	0.0035	0.002	5e-04	0.00925	0.00275	0.001	0.00025	0.00025	0.00225	0	0	0	0.001	0.00325	0.00325	0	5e-04	0.00125	0.01025	0.0015	0	0.00225	0.00125	0.00025	0.002	0.00075	0	0.0015	0	0.00025	0.00075	0.001	0	0.0015	0.0025	0	0.00075	0	0.005125	0.00125	0.0015	0	0	0.00175	5e-04	0	5e-04	0.00075	0	0.00025	0	5e-04	5e-04	0	0.0015	0.004	0	0	0.00075	0.00025	0.001	0.00075	0.00075	0	0.0025	0	0.00025	0	0.001	0	0.00175	0.0025	0.00175	0	0.001	0.00075	0.00125	0.0035	0.00025	5e-04	5e-04	0	0	0	0	0.00025	0	0.00075	0	0.00025	5e-04	0.00125	0	0.00025	0.00475	0.001	0	0	0	0.0015	0.007	0.002	0.00025	0.00025	0.0045	0.00125	0.00075	0.01175	0.00025	0	5e-04
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae"	0.00025	0	0.00025	0	0	0	0	0.00075	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09875	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08425	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0.002	0	0.00125	0.00175	5e-04	0	0	0	0	0.00025	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae"	0.00025	5e-04	0.00025	0.00025	0	0	0	0.0015	0.00225	0.00075	5e-04	0	0.00025	0.00025	0	0.00025	0.00125	0	0.00075	0.00075	5e-04	0.015	0.00025	5e-04	5e-04	0.00075	0	0	0	0	0	5e-04	5e-04	0.00075	0.00075	5e-04	0	0	0.00175	5e-04	0	5e-04	0	5e-04	0	0	0.00075	5e-04	0	0	0.00175	0.00025	0	0.00025	5e-04	0.001	0.00275	0.00075	0.001	0	0	0.00125	0.0025	0.002	0.00075	0.00025	0.00025	0	0	0.00025	0	0.00025	0	5e-04	5e-04	0.00025	0	0	0	0	0.00025	5e-04	0	0	0.00025	0	5e-04	5e-04	0.00025	0.00025	0	5e-04	0.00025	0.00025	0.00025	0.00025	0	0.001	0.00025	0.00025	0	0	0	0	0	0.00125	0.00025	0.00025	0	0	0.00025	0.00025	0	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Peptococcaceae"	0.00175	0.00025	0.00075	0.00375	0	0	0	0.00475	0.00625	0	0	0	0	0	0	0.0015	0	0.00125	0	0.00075	0	0	0	0.00025	0.00025	0	0	5e-04	0.00275	0.001	0	0	0	0	0.00125	0.00225	0.00075	0.00025	0	0.00175	5e-04	0.00075	0	0.00025	5e-04	0	0.001	0	0	0	0.00125	0	0.00025	0	0.00075	0.00175	0.00025	0	0	0	5e-04	0	0	0	0.001	0.00025	0.00025	0	0	0.00025	0	0	0	0.00425	0	0.00075	0	0	0	0.00025	0.00025	0.00025	0	0	0.00025	0	0	0	0	0	0	0.00025	0	0.00025	0	0	0	0.001	0	0.00075	0	0	0	0.00025	0	0.00025	5e-04	0.00175	5e-04	0	0.001	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae"	0.006	0	0	0	0	0	0	0	0	0.00225	0.00175	0	0	0	0.001	0.00125	0.00025	0.002	5e-04	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0.03375	0	0	0	0	0	0
