"ID"	"Subject"	"Date"	"Bristol"	"Study_Day"	"Subject_Code"	"Sex"	"Housing"	"Group"	"Age"	"Contraception"	"Origin"	"Previous_Exp"	"Diet_Trial"	"Group_Phase"	"Room"	"Cage"	"Subj_DOB"
"Grogu_56"	"Grogu"	2023-05-04	3	"56"	"GRO"	"Male"	"Pair"	"Group2"	4.583561644	""	"Texas"	""	"intervention_2"	"gum"	"RoomF"	"F4"	2018-08-10
"Joans_56"	"Joans"	2023-05-04	2	"56"	"JOA"	"Female"	"Family"	"Group2"	5.967123288	"Estrumate"	"Nebraska"	""	"intervention_2"	"gum"	"RoomF"	"F5"	2017-03-23
"Buddy_57"	"Buddy"	2023-05-05	3	"57"	"BUD"	"Male"	"Family"	"Group2"	6.397260274	""	"Texas"	""	"washout_2"	"gum-washout"	"RoomF"	"F5"	2016-10-17
"Joans_57"	"Joans"	2023-05-05	2	"57"	"JOA"	"Female"	"Family"	"Group2"	5.967123288	"Estrumate"	"Nebraska"	""	"washout_2"	"gum-washout"	"RoomF"	"F5"	2017-03-23
"Ginger_58"	"Ginger"	2023-05-06	3	"58"	"GIN"	"Female"	"Pair"	"Group2"	6.117808219	"Estrumate"	"Nebraska"	"ABX"	"washout_2"	"gum-washout"	"RoomF"	"F6"	2017-01-27
"Henry_59"	"Henry"	2023-05-07	2	"59"	"HEN"	"Male"	"Pair"	"Group2"	4.208219178	""	"Nebraska"	""	"washout_2"	"gum-washout"	"RoomF"	"F6"	2018-12-25
"Padme_6"	"Padme"	2023-03-15	4	"6"	"PAD"	"Female"	"Pair"	"Group2"	4.657534247	"Estrumate"	"Texas"	""	"baseline"	"run-in"	"RoomF"	"F3"	2018-08-02
"Joans_60"	"Joans"	2023-05-08	2	"60"	"JOA"	"Female"	"Family"	"Group2"	5.967123288	"Estrumate"	"Nebraska"	""	"washout_2"	"gum-washout"	"RoomF"	"F5"	2017-03-23
"Marshmallow_60"	"Marshmallow"	2023-05-08	3	"60"	"MAR"	"Female"	"Pair"	"Group2"	4.101369863	"Estrumate"	"Nebraska"	""	"washout_2"	"gum-washout"	"RoomF"	"F4"	2019-02-02
"Joans_62"	"Joans"	2023-05-10	3	"62"	"JOA"	"Female"	"Family"	"Group2"	5.967123288	"Estrumate"	"Nebraska"	""	"washout_2"	"gum-washout"	"RoomF"	"F5"	2017-03-23
"Henry_66"	"Henry"	2023-05-14	2	"66"	"HEN"	"Male"	"Pair"	"Group2"	4.208219178	""	"Nebraska"	""	"washout_2"	"gum-washout"	"RoomF"	"F6"	2018-12-25
"Franc_68"	"Franc"	2023-05-16	3	"68"	"FRA"	"Male"	"Pair"	"Group2"	6.342465753	""	"Texas"	"ABX"	"washout_2"	"gum-washout"	"RoomF"	"F2"	2016-11-06
"Ginger_7"	"Ginger"	2023-03-16	3	"7"	"GIN"	"Female"	"Pair"	"Group2"	6.117808219	"Estrumate"	"Nebraska"	"ABX"	"baseline"	"run-in"	"RoomF"	"F6"	2017-01-27
"Padme_7"	"Padme"	2023-03-16	4	"7"	"PAD"	"Female"	"Pair"	"Group2"	4.657534247	"Estrumate"	"Texas"	""	"baseline"	"run-in"	"RoomF"	"F3"	2018-08-02
"Grogu_70"	"Grogu"	2023-05-18	3	"70"	"GRO"	"Male"	"Pair"	"Group2"	4.583561644	""	"Texas"	""	"washout_2"	"gum-washout"	"RoomF"	"F4"	2018-08-10
"Charles_9"	"Charles"	2023-03-18	2	"9"	"CHA"	"Male"	"Pair"	"Group2"	4.230136986	""	"Nebraska"	""	"baseline"	"run-in"	"RoomF"	"F3"	2018-12-17
"Franc_9"	"Franc"	2023-03-18	2	"9"	"FRA"	"Male"	"Pair"	"Group2"	6.342465753	""	"Texas"	"ABX"	"baseline"	"run-in"	"RoomF"	"F2"	2016-11-06
"Grogu_9"	"Grogu"	2023-03-18	3	"9"	"GRO"	"Male"	"Pair"	"Group2"	4.583561644	""	"Texas"	""	"baseline"	"run-in"	"RoomF"	"F4"	2018-08-10
"Henry_9"	"Henry"	2023-03-18	3	"9"	"HEN"	"Male"	"Pair"	"Group2"	4.208219178	""	"Nebraska"	""	"baseline"	"run-in"	"RoomF"	"F6"	2018-12-25
"Ivy_9"	"Ivy"	2023-03-18	1	"9"	"IVY"	"Female"	"Pair"	"Group2"	4.202739726	"Estrumate"	"Nebraska"	""	"baseline"	"run-in"	"RoomF"	"F2"	2018-12-27
